x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals
99.1456,-0.4255316029821273,99.1456,-0.9828568024350066,-0.1155408743517179,-0.11528397334314396,-0.944816,-0.9981404059603878,-0.9878717630150965,-0.9914522096064452,-1.929092379490772,-0.9645621189811694,-0.9645621189811694,-0.962705976612842,-0.9726964295109207,-0.9444119499713433,-0.9685142377335785,-0.9532941560798813,-0.9781056161827328,-0.9816401316040552,99.57113160298213,0.5573251994528794,0.3099907286304094,0.31024762963898334,0.5192843970178727,0.5726088029782606,0.5623401600329692,0.5659206066243179,1.5035607765086447,0.5390305159990421,0.5390305159990421,0.5371743736307146,0.5471648265287934,0.518880346989216,0.5429826347514513,0.5277625530977541,0.5525740132006056,0.5561085286219278
81.6697,-1.7607650828029384,81.6697,-0.011708725784930252,-0.304778557514854,-0.300081945608658,-0.944816,-0.9877563961846225,-0.9667184341556087,-0.9460952928391734,-1.3432768278838068,-1.3322332839069757,-1.3322332839069757,-1.320137772738292,-1.3201313118976807,-1.3517609908141592,-1.3448861279834037,-1.353670255286204,-1.3461216005534324,-1.3489401980443976,83.43046508280294,1.7490563570180082,1.4559865252880844,1.4606831371942803,0.8159490828029384,0.7730086866183159,0.7940466486473298,0.814669789963765,0.41748825491913166,0.4285317988959627,0.4285317988959627,0.4406273100646465,0.4406337709052577,0.4090040919887792,0.41587895481953474,0.4070948275167343,0.414643482249506,0.41182488475854084
36.2927,-1.819253904279528,36.2927,-0.9865192684667784,-0.9004366779150009,-0.7835982782783812,-0.944816,-0.9954909625529297,-0.9675472948530249,-0.9838052661688738,-1.78483472008982,-1.1210622964968877,-1.1210622964968877,-1.1165734992048992,-1.144369097404315,-1.1869842442047824,-1.2109223987056277,-1.2190453047665566,-1.2450954589770276,-1.2491613409200935,38.11195390427953,0.8327346358127495,0.918817226364527,1.0356556260011467,0.8744379042795279,0.8237629417265983,0.851706609426503,0.8354486381106542,0.03441918418970791,0.6981916077826402,0.6981916077826402,0.7026804050746287,0.6748848068752129,0.6322696600747455,0.6083315055739003,0.6002085995129713,0.5741584453025004,0.5700925633594345
55.8644,-1.5755848959692618,55.8644,-0.6321057849292361,-0.6361218932739727,-0.5940803453879092,-0.944816,-0.9861292324806801,-0.9611499230221309,-0.9441989103172022,-1.9416982328182872,-1.7302353990240378,-1.7302353990240378,-1.7165543974963402,-1.7276503838240336,-1.806247780118972,-1.7934207680804153,-1.822777365362997,-1.8095229890999829,-1.8112638730296013,57.43998489596927,0.9434791110400257,0.939463002695289,0.9815045505813526,0.6307688959692618,0.5894556634885817,0.6144349729471309,0.6313859856520596,0.3661133368490255,0.154650503054776,0.154650503054776,0.14096950152707843,0.1520654878547718,0.23066288414971026,0.21783587211115352,0.2471924693937353,0.23393809313072111,0.23567897706033958
80.6486,-0.1859185772497334,80.6486,-0.8587417277584869,-0.3167371448568787,-0.3114676739743052,-0.944816,-0.9936464034103847,-0.9793014737220014,-0.9721070664280466,-0.15375657489482875,-0.5433634174029878,-0.5433634174029878,-0.5370499341391064,-0.5477039822985859,-0.4522320597889322,-0.5200343936408998,-0.45774786589889904,-0.5279453802772072,-0.5342306070893391,80.83451857724974,0.6728231505087535,0.1308185676071453,0.1255490967245718,0.7588974227502666,0.8077278261606513,0.793382896472268,0.7861884891783132,0.032162002354904656,0.3574448401532544,0.3574448401532544,0.351131356889373,0.3617854050488525,0.26631348253919884,0.3341158163911664,0.27182928864916567,0.3420268030274738,0.34831202983960574
89.0239,-0.4418875846847228,89.0239,0.8720158479735669,-0.22162842316036954,-0.2198185070407073,-0.944816,-0.9945017277288384,-0.9816738674975558,-0.9753187788088593,-0.10934070809296303,-0.5925400053059567,-0.5925400053059567,-0.5870717987234209,-0.577394784569603,-0.5078425989720521,-0.5539923968451854,-0.4933659030432467,-0.5418770835525943,-0.5473535923254715,89.46578758468472,1.3139034326582897,0.22025916152435324,0.22206907764401548,0.5029284153152772,0.5526141430441156,0.539786282812833,0.5334311941241365,0.33254687659175974,0.15065242062123396,0.15065242062123396,0.14518421403869808,0.13550719988488025,0.0659550142873293,0.11210481216046264,0.0514783183585239,0.09998949886787156,0.10546600764074876
97.7942,-1.595007615343192,97.7942,-0.3938604287668335,-0.12916185672691413,-0.12880302625296955,-0.944816,-1.0093990262991686,-0.9959215388396202,-1.0430744712037159,-1.2885273065388596,-1.5903976897701324,-1.5903976897701324,-1.599885895968895,-1.6038784506407113,-1.5387520330663835,-1.5742292505400104,-1.53904111618316,-1.5765261840511327,-1.5811197719628054,99.3892076153432,1.2011471865763585,1.4658457586162779,1.4662045890902224,0.650191615343192,0.5856085890440235,0.5990860765035718,0.5519331441394761,0.3064803088043324,0.0046099255730596145,0.0046099255730596145,0.0048782806257030575,0.008870835297519308,0.05625558227680849,0.020778364803181626,0.055966499160031935,0.01848143129205937,0.013887843380386622
54.2971,-1.6231164903036726,54.2971,-0.777087412705399,-0.6578181063655764,-0.6113917149001211,-0.944816,-1.0115916445972364,-0.9901851968194232,-1.0463024860822643,-1.4538974367660016,-1.615613092547088,-1.615613092547088,-1.6273406791603287,-1.6418926098822522,-1.5342471899461816,-1.5745341744024335,-1.5431595442877641,-1.584425991759054,-1.5941405837376101,55.92021649030367,0.8460290775982735,0.9652983839380962,1.0117247754035514,0.6783004903036726,0.6115248457064362,0.6329312934842494,0.5768140042214083,0.16921905353767097,0.0075033977565845955,0.0075033977565845955,0.004224188856656097,0.01877611957857961,0.08886930035749097,0.04858231590123907,0.07995694601590841,0.03869049854461859,0.028975906566062415
79.5825,-0.0826528576093227,79.5825,-0.8637596432676317,-0.329330810065154,-0.32340987387220266,-0.944816,-1.0063318447793932,-0.9924082887859521,-1.0277131816287997,-0.10026277291008767,-0.9614972764228009,-0.9614972764228009,-0.9678694689360927,-0.9788713308630244,-0.9751418523213703,-0.9753031651728583,-0.9865842731092341,-0.9866527197466755,-0.9903052802125223,79.66515285760931,0.7811067856583089,0.24667795245583132,0.24075701626287996,0.8621631423906773,0.9236789871700705,0.9097554311766294,0.9450603240194769,0.017609915300764972,0.8788444188134782,0.8788444188134782,0.88521661132677,0.8962184732537016,0.8924889947120476,0.8926503075635356,0.9039314154999114,0.9039998621373527,0.9076524226031996
24.8673,-0.4401561492697831,24.8673,-0.2623350691683445,-0.9974119219365892,-0.8400698236764713,-0.944816,-0.9611949489871869,-0.8944506689365673,-0.875297885228566,-0.756762467322726,-0.5279575654728489,-0.5279575654728489,-0.49060209538249944,-0.49940065519649546,-0.4440437753232982,-0.4780198695309128,-0.45002184570961545,-0.48351375945351505,-0.5002831519309011,25.307456149269782,0.1778210801014386,0.5572557726668061,0.39991367440668824,0.5046598507302169,0.5210387997174039,0.45429451966678425,0.4351417359587829,0.3166063180529429,0.08780141620306581,0.08780141620306581,0.050445946112716356,0.059244505926712376,0.003887626053515114,0.03786372026112972,0.009865696439832372,0.043357610183731965,0.060127002661118034
99.574,-0.2101357958197072,99.574,-0.8174471159062253,-0.11125708013927274,-0.111027696239548,-0.944816,-0.9942153206977417,-0.9821347434922392,-0.9733852627141348,-0.12182847628835547,-0.933870429014294,-0.933870429014294,-0.9281190197700496,-0.9363152638329669,-0.9171919524930896,-0.9385345827561861,-0.9247262380125927,-0.9465704315983124,-0.9499106785783937,99.78413579581971,0.6073113200865181,0.09887871568043446,0.0991080995801592,0.7346802041802928,0.7840795248780345,0.771998947672532,0.7632494668944276,0.08830731953135174,0.7237346331945868,0.7237346331945868,0.7179832239503424,0.7261794680132597,0.7070561566733824,0.7283987869364789,0.7145904421928855,0.7364346357786052,0.7397748827586865
67.298,-1.1367131287008807,67.298,-0.9698353091257511,-0.4822825576830079,-0.4638025879089018,-0.944816,-1.0036221150489413,-0.988355154195605,-1.015245954994115,-0.3859072631597067,-0.7769296360033278,-0.7769296360033278,-0.7805649184635755,-0.7952264849112605,-0.8676634092679161,-0.8331528459347716,-0.8876013768436499,-0.8516354916338683,-0.8531855362172351,68.43471312870088,0.1668778195751296,0.6544305710178728,0.6729105407919789,0.19189712870088071,0.13309101365193943,0.14835797450527566,0.12146717370676563,0.750805865541174,0.35978349269755294,0.35978349269755294,0.35614821023730525,0.34148664378962024,0.26904971943296463,0.30356028276610914,0.24911175185723078,0.2850776370670124,0.28352759248364556
91.8788,-0.3216966025234633,91.8788,-0.6980087934140253,-0.19074268155209997,-0.18958815925395672,-0.944816,-1.0077938456684659,-0.9946814762494043,-1.0352318480013085,-1.495303187468167,-0.8197653153431148,-0.8197653153431148,-0.8276203821903032,-0.8352740421495535,-0.8515758362622348,-0.835785692876756,-0.8606807106308368,-0.8442344145908461,-0.8469607116844334,92.20049660252346,0.376312190890562,0.13095392097136335,0.1321084432695066,0.6231193974765367,0.6860972431450025,0.672984873725941,0.7135352454778452,1.1736065849447037,0.4980687128196515,0.4980687128196515,0.5059237796668399,0.5135774396260901,0.5298792337387714,0.5140890903532926,0.5389841081073735,0.5225378120673828,0.5252641091609701
