x1,x2,x3,x4,x5,y
1.5485,1.5467,2.1822,2.3345,2.6189,166.71190176147906
1.1945,2.6163,1.8124,2.0883,1.3776,38.11890658002019
1.4703,2.2884,2.0572,2.2321,1.7618,57.31772489049036
2.6236,1.6481,2.7001,2.6179,2.3445,142.8150423453893
1.0781,1.8896,1.5459,1.6542,2.1671,63.96387904322371
1.9208,2.0159,1.2604,1.2112,1.5861,20.523817016406255
2.0015,1.3057,1.4602,2.018,2.0688,60.11534303143494
2.6532,2.3265,1.7423,1.125,1.4389,21.027974856359204
2.2853,2.8984,2.8698,1.9742,1.9699,78.99541340533752
1.1325,2.2266,2.1461,1.4201,2.7104,165.70575338954444
2.7978,1.7497,1.0103,1.0931,2.9184,219.97683158373604
2.7489,1.4516,2.2671,1.3212,1.082,21.069589537857652
1.4093,1.7731,1.9049,2.2551,2.268,97.02464943535618
2.2165,1.1692,1.852,1.8534,2.2121,74.96805203676635
1.3602,1.8281,1.6499,1.0427,1.2326,12.319243952038844
1.7251,1.379,2.8123,2.1363,2.5517,155.0328947334239
2.1156,1.1034,1.5974,2.4548,1.9099,69.47467403061137
2.5756,1.652,1.7688,2.6866,1.1227,64.33762927288208
2.9731,1.2818,2.5431,1.5562,2.3846,104.70917607364404
2.4565,1.0894,2.9904,1.3756,2.8514,222.01739778940222
2.3786,2.9489,1.2174,2.7876,2.0041,106.05425694653785
1.6247,2.4872,1.3935,1.5047,1.0047,17.29054082805166
2.8428,2.1442,2.4159,2.8126,2.7633,245.13422906463393
2.1651,2.0601,1.1758,2.9299,1.1907,83.97084121696395
2.9281,1.9199,1.4347,2.5726,1.2693,56.239210590435626
2.0776,2.1998,2.2457,1.8296,2.4784,122.82765075658925
1.3373,2.9686,2.5698,1.4839,2.6848,171.69979493816112
2.8825,2.4445,2.6018,2.9688,2.8295,285.73018848420895
1.5716,2.5174,1.1266,1.7113,2.5241,120.74672975712087
1.2354,1.4202,2.3472,2.4086,2.4236,133.81242739237314
2.3124,1.5838,1.6901,2.8513,1.6483,87.97689237399989
2.5156,2.7031,2.9078,2.5365,1.4746,81.82984778934434
1.859,1.2057,2.0358,2.1647,1.8715,55.900740994649226
1.0241,2.3647,1.068,1.2585,1.7457,26.568950161806978
1.9693,1.0494,2.7666,1.7638,1.536,43.133315728077534
1.6989,1.9941,1.9585,2.7143,1.6679,80.0919588566192
2.45,2.7963,2.3626,1.1762,2.9608,253.82426582115176
1.2793,2.5829,1.3443,1.6027,1.8495,39.07618919974495
1.8407,2.8225,2.6807,1.9498,1.3393,47.66693757808384
1.7863,2.6574,2.4743,2.3877,2.1469,102.40482371595631
