x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals
92.3314,795750.676,92.3314,8525.08742596,787133.2571612832,795658.3445872432,795750.6759872432,795750.6759872432,795658.3446,787225.58857404,8617.41883871681,92.33141275681555,1.2756790965795517e-05,1.2756790965795517e-05
14.117,3026.7792,14.117,199.28968900000004,2813.3725396130008,3012.6622286130005,3026.7792286130007,3026.779228613001,3012.6621999999998,2827.4895109999998,213.4066603869992,14.116971386999467,2.8613000722543802e-05,2.8613001177291153e-05
52.5996,148347.5734,52.5996,2766.71792016,145528.25591324797,148294.97383340794,148347.57343340793,148347.57343340796,148294.9738,145580.85547984,2819.3174867520283,52.59956659204909,3.340793773531914e-05,3.3407966839149594e-05
11.1511,1522.1043,11.1511,124.34703121,1386.606179725831,1510.9532109358308,1522.1043109358309,1522.104310935831,1510.9532,1397.75726879,135.49812027416897,11.151089064169128,1.0935830914604594e-05,1.093583114197827e-05
43.5406,84482.8907,43.5406,1895.7838483599999,82543.5662279034,84439.3500762634,84482.8906762634,84482.8906762634,84439.35010000001,82587.10685164,1939.3244720966031,43.5406237365969,2.3736603907309473e-05,2.3736603907309473e-05
43.3153,83188.3554,43.3153,1876.21521409,81268.82486287259,83145.04007696258,83188.35537696259,83188.35537696259,83145.0401,81312.14018591,1919.5305371274153,43.31532303741551,2.3037413484416902e-05,2.3037413484416902e-05
35.5506,46229.8495,35.5506,1263.8451603600001,44930.453757894225,46194.29891825422,46229.849518254225,46229.849518254225,46194.298899999994,44966.00433964,1299.3957421057712,35.55058174577425,1.8254228052683175e-05,1.8254228052683175e-05
84.6605,614047.7505,84.6605,7167.4002602499995,606795.6897328951,613963.0899931451,614047.7504931451,614047.7504931451,613963.09,606880.35023975,7252.060767104849,84.66050685488153,6.854883395135403e-06,6.854883395135403e-06
70.7669,359476.1106,70.7669,5007.954135610001,354397.3895192994,359405.34365490935,359476.11055490933,359476.1105549094,359405.3437,354468.15646439,5078.721080700634,70.76694509066874,4.5090680941939354e-05,4.509062273427844e-05
61.4494,235872.1799,61.4494,3776.0287603599995,232034.70170686574,235810.73046722575,235872.17986722576,235872.17986722576,235810.73049999998,232096.15113964,3837.478193134244,61.44943277424318,3.277423093095422e-05,3.277423093095422e-05
58.2308,200899.5715,58.2308,3390.8260686400004,197450.51463776213,200841.34070640212,200899.5715064021,200899.5715064021,200841.3407,197508.74543136,3449.0568622378632,58.23079359787516,6.4021151047199965e-06,6.4021151047199965e-06
37.8254,55587.6891,37.8254,1430.76088516,54119.10278553107,55549.86367069107,55587.68907069107,55587.68907069107,55549.8637,54156.92821484,1468.5863144689356,37.82542930893396,2.930893242591992e-05,2.930893242591992e-05
41.663,74096.336,41.663,1735.8055689999997,72318.86742124698,74054.67299024698,74096.33599024698,74096.33599024698,74054.673,72360.53043099999,1777.468578753018,41.663009753014194,9.753013728186488e-06,9.753013728186488e-06
55.2332,171606.2153,55.2332,3050.7063822399996,168500.27575153834,171550.98213377834,171606.21533377832,171606.21533377832,171550.98210000002,168555.50891776002,3105.939548461669,55.233166221674765,3.377831308171153e-05,3.377831308171153e-05
16.9098,5138.0619,16.9098,285.94133604,4835.210804169193,5121.152140209193,5138.061940209193,5138.061940209193,5121.152099999999,4852.120563959999,302.851095830807,16.909759790806675,4.02091936848592e-05,4.02091936848592e-05
90.3081,744758.3502,90.3081,8155.552925609999,736512.4891612803,744668.0420868902,744758.3501868902,744758.3501868903,744668.0421,736602.79727439,8245.861038719653,90.30811310978606,1.3109762221574783e-05,1.3109645806252956e-05
27.5803,21767.8414,27.5803,760.6729480900001,20979.58811020663,21740.26105829663,21767.84135829663,21767.84135829663,21740.2611,21007.16845191,788.2532897933706,27.580341703371232,4.170336978859268e-05,4.170336978859268e-05
85.3484,629077.2626,85.3484,7284.34938256,621707.5648424838,628991.9142250438,629077.2626250439,629077.2626250439,628991.9142,621792.91321744,7369.697757516173,85.34837495617103,2.5043846108019352e-05,2.5043846108019352e-05
43.7491,85692.7994,43.7491,1913.98375081,83735.06651256177,85649.05026337177,85692.79936337177,85692.79936337177,85649.0503,83778.81564919,1957.7328874382365,43.74913662823383,3.662823291961104e-05,3.662823291961104e-05
72.5603,387367.3291,72.5603,5264.99713609,382029.7716938312,387294.7688299212,387367.3291299212,387367.3291299212,387294.76879999996,382102.33196390996,5337.55740616878,72.56027007877128,2.9921240638941526e-05,2.9921240638941526e-05
87.3395,673957.6763,87.3395,7628.18826025,666242.1485561049,673870.3368163549,673957.6763163549,673957.6763163549,673870.3368,666329.48803975,7715.527743895189,87.33948364516255,1.635483931750059e-05,1.635483931750059e-05
12.2814,2015.552,12.2814,150.83278596,1852.4377774891439,2003.2705634491438,2015.5519634491438,2015.5519634491438,2003.2705999999998,1864.71921404,163.11422251085605,12.281436550856142,3.655085606624198e-05,3.655085606624198e-05
44.5685,90559.6128,44.5685,1986.35119225,88528.69311179413,90515.04430404413,90559.61280404413,90559.61280404413,90515.04430000001,88573.26160775,2030.919688205875,44.568495955871185,4.044122761115432e-06,4.044122761115432e-06
69.6977,343502.8204,69.6977,4857.769385289999,338575.3532851268,343433.1226704168,343502.8203704168,343502.8203704168,343433.1227,338645.05101471004,4927.4671148732305,69.69772958324756,2.958322875201702e-05,2.958322875201702e-05
74.5455,419883.274,74.5455,5557.03157025,414251.69692007144,419808.72849032143,419883.27399032144,419883.27399032144,419808.72849999997,414326.24242975,5631.577079928538,74.54550967854448,9.678537026047707e-06,9.678537026047707e-06
18.7367,6947.5801,18.7367,351.06392688999995,6577.779478959862,6928.8434058498615,6947.580105849862,6947.580105849863,6928.8434,6596.51617311,369.80062104013814,18.736694150138646,5.8498617363511585e-06,5.84986264584586e-06
19.4099,7708.7217,19.4099,376.74421801,7312.567597152299,7689.311815162299,7708.721715162299,7708.721715162298,7689.3118,7331.97748199,396.1541028477013,19.4098848377007,1.5162298950599506e-05,1.5162298041104805e-05
52.8909,150809.8438,52.8909,2797.44730281,147959.50554819344,150756.95285100344,150809.84375100344,150809.84375100344,150756.9529,148012.39649719,2850.3382518065628,52.89094899655902,4.89965605083853e-05,4.89965605083853e-05
6.035,262.2583,6.035,36.421225,219.802092875,256.223317875,262.25831787500005,262.25831787500005,256.2233,225.83707500000003,42.45620712500002,6.034982124999999,1.7875000025924237e-05,1.7875000025924237e-05
77.0929,464207.8149,77.0929,5943.31523041,458187.4067264751,464130.72195688507,464207.81485688506,464207.8148568851,464130.722,458264.49966959,6020.408173524891,77.09294311492704,4.311493830755353e-05,4.3114880099892616e-05
7.2243,436.4547,7.2243,52.19051049000001,377.03990493290706,429.2304154229071,436.4547154229071,436.4547154229071,429.2304,384.26418951,59.41479506709294,7.224284577092931,1.542290709721783e-05,1.542290709721783e-05
40.6096,68660.6492,40.6096,1649.13961216,66970.89999397274,68620.03960613273,68660.64920613273,68660.64920613273,68620.0396,67011.50958784,1689.7492060272634,40.609593867266085,6.132730050012469e-06,6.132730050012469e-06
94.2243,845516.3863,94.2243,8878.21871049,836543.9432428229,845422.1619533129,845516.3862533129,845516.3862533129,845422.162,836638.16758951,8972.443057177123,94.22434668708593,4.668708425015211e-05,4.668708425015211e-05
