x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals
6.6372,2.584835484446784,6.6372,1.8926901878064957,3.7853803756129913,1.7533772940652483,2.576276382688783,4.052364515553216,0.6921452966402883,1.2005448911662073,0.8314581903815357,0.00855910175800112
92.1401,9.869189062124644,92.1401,4.523310244812153,9.046620489624305,10.18502988001727,9.59896348571032,82.27091093787536,5.3458788173124905,0.8225685725003391,0.3158408178926262,0.2702255764143242
41.3311,6.29889749469897,41.3311,3.7216152432190674,7.443230486438135,5.552844302659568,6.428926815573498,35.03220250530103,2.5772822514799025,1.144332991739165,0.746053192039402,0.13002932087452823
92.6274,9.54035904598351,92.6274,4.528584994211743,9.057169988423485,10.226969364425385,9.62431296249244,83.08704095401649,5.011774051771768,0.4831890575600255,0.6866103184418737,0.08395391650892847
17.4712,4.134306268869605,17.4712,2.860553810968425,5.72110762193685,3.0538142532066574,4.179856456865474,13.336893731130395,1.27375245790118,1.5868013530672451,1.0804920156629478,0.045550187995869074
77.3143,8.918672418635198,77.3143,4.3478789320158775,8.695757864031755,8.891036435109926,8.792855053962848,68.3956275813648,4.570793486619321,0.22291455460344345,0.027635983525271968,0.1258173646723506
1.5374,1.319835870291375,1.5374,0.43009267793289463,0.8601853558657893,1.7872892040257815,1.239919352216103,0.21756412970862504,0.8897431923584804,0.4596505144255858,0.46745333373440645,0.07991651807527211
35.5896,6.0646749478243,35.5896,3.5720534603468317,7.144106920693663,4.981672362280993,5.965701970430638,29.524925052175696,2.4926214874774684,1.0794319728693633,1.0830025855433068,0.09897297739366184
77.5916,8.817866160479067,77.5916,4.351459173907317,8.702918347814634,8.915584048824703,8.808609424875188,68.77373383952093,4.46640698657175,0.11494781266443255,0.09771788834563644,0.009256735603878852
23.4547,4.951506961972122,23.4547,3.155070901248825,6.31014180249765,3.716984615261145,4.843005265328544,18.503193038027877,1.7964360607232965,1.3586348405255286,1.2345223467109765,0.1085016966435779
21.6488,4.592380269719218,21.6488,3.07495002566062,6.14990005132124,3.5201872907428777,4.652827097582716,17.056419730280783,1.5174302440585978,1.5575197816020223,1.0721929789763402,0.06044682786349842
55.1238,7.3338987999771055,55.1238,4.009581564822585,8.01916312964517,6.874009059152175,7.424540389815386,47.789901200022896,3.3243172351545205,0.6852643296680645,0.4598897408249307,0.09064158983828019
58.7206,7.56513702171828,58.7206,4.072790602237708,8.145581204475416,7.208890136376913,7.662936773848522,51.15546297828172,3.4923464194805716,0.5804441827571365,0.35624688534136695,0.09779975213024272
90.7656,9.554316190415175,90.7656,4.508280359198152,9.016560718396304,10.066543423238176,9.527098194098768,81.21128380958483,5.046035831217023,0.5377554720188709,0.5122272328230011,0.027217996316407422
84.2672,9.229009509709377,84.2672,4.433992702698488,8.867985405396976,9.502406256635892,9.179716771229927,75.03819049029063,4.795016807010889,0.36102410431240095,0.2733967469265153,0.04929273847944948
42.5609,6.486698618486541,42.5609,3.750935991426344,7.501871982852688,5.6733706063344,6.523871549931068,36.074201381513454,2.735762627060197,1.015173364366147,0.8133280121521409,0.03717293144452771
71.5396,8.444397619846002,71.5396,4.270251142537633,8.540502285075267,8.376509672623959,8.458108535600616,63.09520238015399,4.174146477308369,0.09610466522926409,0.06788794722204372,0.01371091575461314
75.0183,8.697634224422773,75.0183,4.317732083773151,8.635464167546303,8.687234240625173,8.661310524395255,66.32066577557723,4.379902140649621,0.062170056876469815,0.010399983797599432,0.03632370002751806
32.1318,5.618892901273451,32.1318,3.469846193967534,6.939692387935068,4.630147592112643,5.66849186292086,26.512907098726547,2.149046707305917,1.3207994866616168,0.9887453091608078,0.0495989616474084
77.6959,8.710693407276912,77.6959,4.352802488928605,8.70560497785721,8.924813404423963,8.814527780885372,68.98520659272309,4.357890918348307,0.005088429419702223,0.21411999714705132,0.1038343736084606
