x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals
64.7207,1153396678.801916,64.7207,4188.76900849,5499951.086711333,22935242.014445566,1135575539.4458573,1153121325.2523437,1153396614.08372,1153396614.08372,1153396614.0812159,1153392490.0329075,1147896727.7152045,1130461436.7874703,17821139.356058598,275353.5495722294,64.71819591522217,64.71819591522217
88.5045,5492394578.225498,88.5045,7833.046520249999,374841317.8786723,1680433643.89381,5430336779.053502,5491693396.841903,5492394489.754175,5492394489.754174,5492394489.720998,5492386745.178978,5117553260.346826,3811960934.331688,62057799.17199612,701181.3835954666,88.47132301330566,88.47132396697998
39.5495,99272104.82883888,39.5495,1564.1629502500002,46830.857404047114,172222.96256975544,96762033.51380326,99208639.24873805,99272065.27428922,99272065.2742892,99272065.27933888,99270540.66588864,99225273.97143483,99099881.86626913,2510071.3150356263,63465.58010083437,39.55454966425896,39.55454967916012
58.0811,672537744.2406765,58.0811,3373.4141772099997,1622061.0229740723,6588552.847959803,660958458.0104946,672338381.221496,672537686.2418411,672537686.2418411,672537686.1595765,672534370.8264993,670915683.2177025,665949191.3927168,11579286.230181932,199363.01918053627,57.99883544445038,57.99883544445038
15.0721,833073.0581292437,15.0721,227.16819841000003,258.740906543335,701.9240658517552,777801.6041782709,829406.9945471161,833058.0645487814,833058.0645487813,833057.9860292437,832845.8899308337,832814.3172227003,832371.134063392,55271.45395097276,3666.0635821275646,14.99358046229463,14.993580462411046
57.2883,628025787.5234673,57.2883,3281.94931689,1399899.430372222,5666927.8645959925,617063239.6193424,627834430.9379772,628025730.1843448,628025730.1843448,628025730.2351673,628022505.5741504,626625888.0930951,622358859.6588713,10962547.904124856,191356.58549010754,57.33912253379822,57.33912253379822
53.6216,451725452.7324211,53.6216,2875.27598656,705145.4732800511,2807855.407856537,443301134.919604,451568346.9184926,451725399.09332013,451725399.09332,451725399.1108211,451722577.45643455,451020307.259141,448917597.3245646,8424317.812817097,157105.81392848492,53.63910096883774,53.63910108804703
48.6667,278725243.1721516,48.6667,2368.44768889,275636.2032113988,1070845.276248864,272998017.12855643,278607561.5835648,278725194.5643946,278725194.5643946,278725194.5054516,278722874.72446275,278449606.9689402,277654397.89590275,5727226.043595195,117681.58858680725,48.60775703191757,48.60775703191757
3.6757,920.416371314072,3.6757,13.51077049,16.838608246284448,21.919550361195032,670.9656568264099,853.5065760598649,916.6788856399579,916.6788856399578,916.740671314072,906.9056008240719,903.5777630677875,898.496820952877,249.45071448766203,66.9097952542071,3.7374856741140547,3.7374856741141684
86.4234,4877656746.970246,86.4234,7469.00406756,261165851.59275547,1164606036.4360433,4821217673.079297,4877003694.840525,4877656660.5707245,4877656660.5707245,4877656660.546846,4877649277.966179,4616490895.377491,3713050710.534203,56439073.89094925,653052.1297216415,86.39952182769775,86.39952182769775
70.964,1825382539.2972803,70.964,5035.889295999999,17017013.370049372,72529449.92683773,1799659884.595227,1825020065.5967941,1825382468.3340914,1825382468.3340917,1825382468.3332803,1825377503.4079843,1808365525.9272308,1752853089.3704426,25722654.70205331,362473.70048618317,70.96318888664246,70.96318864822388
4.0721,1482.8233354490544,4.0721,16.581998409999997,18.17465498436362,25.520102403965655,1119.6754936754821,1394.6381649447244,1478.7437190800854,1478.7437190800854,1478.7512354490543,1466.2413370390543,1464.6486804646909,1457.3032330450887,363.1478417735723,88.18517050433002,4.0796163689690275,4.0796163689690275
50.1532,323772598.5762843,50.1532,2515.34347024,365950.8321855917,1432727.6334254846,317316927.8288166,323643880.60209566,323772548.46969754,323772548.4696975,323772548.4230843,323770083.2328141,323406647.7440987,322339870.9428588,6455670.747467697,128717.97418862581,50.10658675432205,50.1065868139267
78.6937,3056708239.009856,78.6937,6192.698419690001,67390434.01524165,294197192.123812,3017865127.609664,3056214641.326895,3056708160.3769445,3056708160.3769445,3056708160.3161564,3056702046.3114367,2989317804.9946146,2762511046.886044,38843111.40019226,493597.6829609871,78.6329116821289,78.6329116821289
95.8378,8170328973.030309,95.8378,9184.88390884,1325189870.388007,6046387075.900858,8085077340.820984,8169439433.239851,8170328877.190838,8170328877.190839,8170328877.192509,8170319788.1463995,6845139102.642302,2123941897.1294508,85251632.20932484,889539.7904577255,95.83947086334229,95.83946990966797
69.6757,1666038174.545674,69.6757,4854.703170490001,13497755.30416205,57282470.71342801,1642126852.4156995,1665694995.2892652,1666038104.834132,1666038104.8341317,1666038104.8699741,1666033319.8425035,1652540419.241512,1608755703.832246,23911322.129974604,343179.2564089298,69.7115421295166,69.71154236793518
11.7027,240005.41596491047,11.7027,136.95318729,116.45955422142694,286.4694922656823,219497.89512788487,238254.07063677465,239993.74588896334,239993.74588896334,239993.71326491048,239868.46277762047,239888.95641068905,239718.94647264478,20507.5208370256,1751.3453281358234,11.67007594712777,11.67007594712777
99.7027,9952048489.572931,99.7027,9940.628387289998,2562304745.0800953,11792220341.199066,9852231249.049698,9951047341.783894,9952048389.902191,9952048389.902191,9952048389.870232,9952038548.944544,7389743744.492836,1840171851.6261349,99817240.52323341,1001147.7890377045,99.67074012756348,99.67074012756348
37.3694,74879098.50875874,37.3694,1396.47205636,30351.73889102589,109899.16016433974,72875345.13021947,74825479.3344138,74879061.12933311,74879061.1293331,74879061.13935874,74877702.03670238,74848746.76986772,74769199.3485944,2003753.3785392642,53619.174344941974,37.37942562997341,37.37942564487457
99.4054,9804849509.694418,99.4054,9881.43354916,2435939136.7071815,11203386960.467346,9706214531.991127,9803857260.97759,9804849410.265667,9804849410.265669,9804849410.289019,9804839628.260868,7368910372.987236,1398537450.7729282,98634977.70329094,992248.7168273926,99.42875099182129,99.42874908447266
31.7207,33160834.75697788,31.7207,1006.20280849,9661.16292305618,33398.34521771435,32115435.303177822,33127879.39499099,33160803.05522675,33160803.055226747,33160803.03627788,33159828.55416939,33151173.594054822,33127436.411760163,1045399.4538000561,32955.36198688671,31.70175112783909,31.70175113156438
71.3604,1876788590.068324,71.3604,5092.30668816,18271906.622074235,77979803.2939413,1850488449.9470365,1876420037.3533154,1876788518.7021933,1876788518.7021935,1876788518.7079241,1876783497.761636,1858516683.44625,1798808786.7743828,26300140.121287584,368552.71500873566,71.36613082885742,71.36613059043884
67.5946,1432296726.584015,67.5946,4569.02994916,9269876.213679165,39058883.89318601,1411107213.5320497,1431983248.208371,1432296658.9901216,1432296658.9901214,1432296658.989415,1432292157.5540657,1423026850.3703358,1393237842.6908288,21189513.051965237,313478.3756439686,67.59389328956604,67.59389352798462
31.8198,33678663.1453557,31.8198,1012.4996720400001,9859.967341836844,34116.36195195026,32620245.711619668,33645401.29750078,33678631.3342372,33678631.334237196,33678631.325555705,33677650.64568366,33668803.17801386,33644546.783403754,1058417.4337360337,33261.84785491973,31.811118498444557,31.811118505895138
61.8468,919741238.2577202,61.8468,3825.0266702400004,3250756.2897408474,13408265.606442465,904869956.731836,919500785.7598833,919741176.4460225,919741176.4460226,919741176.4109203,919737413.23105,916490481.9679794,906332972.6512778,14871281.52588427,240452.49783694744,61.81169772148132,61.811697602272034
8.6306,54159.97786219059,8.6306,74.48725635999999,54.83536211572159,118.18742517608443,47885.601247964325,53433.95260800468,54151.30957910529,54151.30957910529,54151.3472621906,54085.49060583059,54105.14250007487,54041.79043701451,6274.376614226268,726.0252541859154,8.668283085302392,8.668283085302392
63.9279,1084674400.657743,63.9279,4086.77639841,4759142.28382768,19787351.841997236,1067707249.6085285,1084408990.9391294,1084674336.748448,1084674336.7484477,1084674336.729843,1084670313.8813446,1079915258.3739152,1064887048.8157457,16967151.049214482,265409.7186136246,63.909295082092285,63.909295320510864
24.6847,9552107.163078368,24.6847,609.33441409,2206.341899909051,7073.937256315214,9165143.463450395,9536431.891644798,9552082.463270376,9552082.463270376,9552082.478378369,9551497.828664279,9549900.821178459,9545033.225822052,386963.69962797314,15675.271433569491,24.699807992205024,24.699807992205024
74.3333,2300378249.341629,74.3333,5525.439488889999,31092381.18653177,133963359.86104035,2269431443.8575644,2299961925.40295,2300378174.993598,2300378174.993598,2300378175.008329,2300372723.90214,2269285868.1550975,2166414889.480589,30946805.48406458,416323.9386792183,74.34803104400635,74.34803104400635
23.7928,7959313.094609051,23.7928,566.09733184,1820.881977156617,5771.072408717402,7624787.944407899,7945254.133524268,7959289.27145311,7959289.27145311,7959289.301809051,7958746.997277211,7957492.212631894,7953542.022200334,334525.1502011521,14058.961084783077,23.823155941441655,23.823155941441655
91.973,6653491390.304854,91.973,8459.032729,682505180.341183,3085943798.4125323,6581149602.009795,6652704836.72009,6653491298.370003,6653491298.370003,6653491298.331855,6653482931.272125,5970986209.963672,3567547591.892322,72341788.2950592,786553.5847644806,91.93485164642334,91.93485164642334
25.8739,12062225.739112891,25.8739,669.45870121,2844.902465168358,9255.135527627492,11596033.90674417,12044208.85936995,12062199.825560397,12062199.825560395,12062199.865212891,12061556.280411681,12059380.836647723,12052970.603585264,466191.8323687222,18016.879742940888,25.913552494719625,25.91355249658227
41.8288,131185493.7096825,41.8288,1749.64850944,73378.57925286895,273965.16997407185,128049246.66858833,131110516.57517393,131185451.92125504,131185451.92125504,131185451.8808825,131183744.06117305,131112115.13042963,130911528.53970842,3136247.041094169,74977.13450856507,41.7884274572134,41.7884274572134
79.2883,3173640833.6789527,79.2883,6286.634516890001,74846736.38531244,327311557.5887444,3133614237.6814322,3173136011.2303853,3173640754.4284678,3173640754.4284673,3173640754.3906527,3173634547.044436,3098794097.29364,2846329276.090208,40026595.99752045,504822.44856739044,79.25048494338989,79.25048542022705
27.955,17705884.124504715,27.955,781.4820249999999,4417.779469436314,14713.838958816776,17072514.214153897,17683228.369552,17705856.181585874,17705856.181585874,17705856.169504717,17705102.642479714,17701466.345035277,17691170.285545897,633369.9103508182,22655.754952713847,27.942918840795755,27.942918840795755
49.0631,290213847.46812016,49.0631,2407.18778161,297317.39999993675,1157488.5179887572,284298734.07599646,290093287.09192896,290213798.37455845,290213798.3745585,290213798.4050202,290211440.2803385,289916530.06812024,289056358.9501314,5915113.392123699,120560.37619119883,49.093561708927155,49.09356164932251
46.1892,214885933.2494595,46.1892,2133.44219664,171305.35784705522,656569.9258422562,210233635.99932063,214785211.60572475,214885887.03623042,214885887.03623044,214885887.0602595,214883799.80726287,214714627.89161244,214229363.32361725,4652297.250138879,100721.64373475313,46.21322908997536,46.213229060173035
79.8829,3294124946.200371,79.8829,6381.277712410001,83117511.34717008,364101396.14459115,3252888024.848106,3293608730.0910063,3294124866.338092,3294124866.338092,3294124866.3174706,3294118564.9226584,3211007434.853201,2930023550.0557795,41236921.35226488,516216.1093645096,79.86227893829346,79.86227893829346
41.4324,125115472.47814582,41.4324,1716.6437697600002,67886.33012350222,252812.98267235994,122095723.90835622,125042589.74061204,125115431.05570802,125115431.05570802,125115431.04574582,125113755.83437607,125047586.14802232,124862659.49547346,3019748.5697896034,72882.73753377795,41.42243780195713,41.42243780195713
78.5946,3037559188.193416,78.5946,6177.1111491599995,66221208.93350832,289009420.4667918,2998910742.7258296,3037067444.874906,3037559109.565979,3037559109.565979,3037559109.598816,3037553011.082267,2971337979.2599077,2748549767.7266245,38648445.46758652,491743.31851005554,78.62743711471558,78.62743711471558
