x1,y
1.0,1.8237564297950173
1.0991,1.4353184011080802
1.1982,0.5096288860780879
1.2973,1.9923093448516087
1.3964,1.1634693253615123
1.4955,1.3145495611066587
1.5946,2.366705555486062
1.6937,1.2556216122188557
1.7928,2.2923681814943566
1.8919,1.726638876980342
1.991,2.0197596473103143
2.0901,1.5809153045026556
2.1892,2.1768382107653226
2.2883,1.844236738939641
2.3874,1.6850875289993792
2.4865,1.9313660541383346
2.5856,2.169052409358155
2.6847,2.0864218021478
2.7838,1.4771022641824907
2.8829,2.2353571729568977
2.982,2.039900142930344
3.0811,1.5340693199698185
3.1802,2.5863477105773947
3.2793,1.813659176099425
3.3784,2.112671386655162
3.4775,2.1465716276269986
3.5766,2.1718861600574124
3.6757,1.4571098664365196
3.7748,1.895732618823802
3.8739,1.8689280937137418
3.973,1.3669049496611414
4.0721,1.82428739356685
4.1712,1.4230095810238472
4.2703,0.9708048416432062
4.3694,1.6503736436899197
4.4685,1.5832318621116812
4.5676,3.239215620781379
4.6667,2.4656579924251334
4.7658,1.4470003345534121
4.8649,2.2564323925143057
4.964,2.6746453316629246
5.0631,2.1655365719940294
5.1622,2.506809178089279
5.2613,2.7994660868486947
5.3604,2.7837866990344233
5.4595,1.5281462954077918
5.5586,1.5715726673902348
5.6577,3.109630046331584
5.7568,2.65774215287721
5.8559,2.3615483109692237
5.955,2.404661733124831
6.0541,2.1009439861317607
6.1532,0.8337375911853986
6.2523,2.827313672060347
6.3514,1.9249940636460168
6.4505,2.8371955485000027
6.5495,2.2597256792268343
6.6486,2.230966884736581
6.7477,3.095370623985628
6.8468,2.4916163698142086
6.9459,3.102769534601703
7.045,3.2130406761375556
7.1441,2.41057554726936
7.2432,2.9972743266894613
7.3423,2.3961928406733297
7.4414,1.8590239955589412
7.5405,2.3433861437547767
7.6396,2.5589634842184186
7.7387,3.162214830955687
7.8378,2.1750943148360755
7.9369,1.8711283577516138
8.036,2.502946836661358
8.1351,2.76313001470311
8.2342,1.833528761054776
8.3333,2.917606165246928
8.4324,2.2547479412119995
8.5315,3.0425951361518324
8.6306,2.7265383694796914
8.7297,3.517840704202908
8.8288,2.496712684121357
8.9279,3.593825019514358
9.027,2.3961965198991075
9.1261,1.9494469788453022
9.2252,3.4418391301418536
9.3243,2.8498279866469955
9.4234,3.0320797275366416
9.5225,3.0651576005842736
9.6216,3.0813007090841187
9.7207,3.3229550149831537
9.8198,2.646432632352705
9.9189,3.430732766048467
10.018,2.0519080241300105
10.1171,3.3768781155328123
10.2162,3.583906460242102
10.3153,3.0275374269361865
10.4144,3.596486096202264
10.5135,3.6182990711696315
10.6126,3.5909532400264563
10.7117,2.948171869712776
10.8108,2.978246953138822
10.9099,3.1239188746028095
11.009,3.005821406065361
11.1081,3.557307638656847
11.2072,3.1619067505804983
11.3063,3.3620197552715565
11.4054,2.807843974530793
11.5045,3.644512759281044
11.6036,3.3951609728152787
11.7027,3.1795322675978435
11.8018,3.0626382073811134
11.9009,2.9459014718924563
12.0,3.3523278000344265
12.0991,3.268370442169611
12.1982,4.047469734777776
12.2973,3.5275328222043796
12.3964,3.822931337668311
12.4955,4.300293495833781
12.5946,3.9247223058693685
12.6937,4.064368851305017
12.7928,3.2612729141489307
12.8919,3.340221050482915
12.991,3.6930336550843195
13.0901,3.793067019482444
13.1892,3.1543448648670354
13.2883,3.6272778103611003
13.3874,4.054932742458295
13.4865,3.423419798982887
13.5856,2.9430277168307115
13.6847,4.154368831952247
13.7838,3.2331029713989983
13.8829,2.4037608980545953
13.982,3.1862872944119047
14.0811,3.5696199076553854
14.1802,3.396248215886594
