x1,x2,x3,x4,x5,y
4.411,4.151,3.8091,4.5568,4.9113,21.8392
4.9602,4.0228,3.9809,3.396,4.4176,20.7775
4.1351,3.0443,3.0037,3.5989,3.6798,17.4618
3.7071,3.1128,3.203,4.3757,4.9814,19.38
4.0466,4.6051,4.1503,3.0976,4.3708,20.2704
4.9666,3.8204,4.8009,4.4838,3.3751,21.4468
3.6966,4.1654,4.1201,3.1894,4.663,19.8345
3.101,4.4506,4.9608,3.2009,3.3078,19.0211
3.0329,3.7227,3.3902,4.0614,3.8889,18.0961
3.8735,4.7511,4.7798,3.5186,3.1977,20.1207
3.5314,4.897,3.945,4.2946,4.3609,21.0289
3.6115,4.9447,3.4555,3.2882,4.5959,19.8958
3.7723,4.8147,4.4996,4.6258,4.343,22.0554
4.1241,4.8998,3.4654,4.2248,4.0642,20.7783
4.0057,3.4802,3.4793,4.5523,4.4339,19.9514
4.3461,4.0449,4.7729,4.4361,3.7658,21.3658
3.6292,3.867,3.3769,3.0429,4.5196,18.4356
3.8861,3.6815,3.6107,4.9785,3.988,20.1448
4.4638,3.2219,3.383,4.9576,3.0339,19.0602
3.8999,4.3182,3.1909,4.4786,3.5828,19.4704
