x1,x2,x3,x4,x5,y
3.412,4.6088,4.5284,3.6277,3.3946,741.4629
4.5822,4.8039,4.1771,3.3219,4.8483,2901.158
4.233,4.5196,3.9911,3.2081,3.114,486.9717
3.1797,3.7123,3.649,3.0896,4.1377,1369.4833
4.1039,3.9144,4.3188,4.3113,3.0238,698.262
4.0137,4.2139,4.6812,4.6187,3.2492,941.5684
3.6702,3.5736,3.5087,4.8369,3.4499,1095.6795
4.6123,4.0488,4.0024,3.8014,3.5931,892.8307
3.9754,3.1052,4.7233,3.541,4.5168,2156.1956
3.8144,3.6703,3.1294,4.4884,4.9571,3447.0011
3.001,3.0521,4.9475,3.1724,4.218,1569.8652
4.7736,4.9434,3.2539,4.5063,3.7523,1219.8804
4.3888,3.2456,4.2613,4.7168,4.377,2193.7922
4.4381,4.3541,3.0963,3.4278,4.7171,2526.6149
3.3801,4.1541,4.8989,3.9832,4.438,2111.5494
3.554,4.7262,3.3866,4.9294,3.9453,1611.0457
4.9736,3.3992,3.7438,4.0919,4.6295,2475.8758
3.7356,3.8283,3.4676,3.7663,4.0569,1360.2352
4.8372,3.4587,3.8348,4.241,3.8213,1211.501
3.2277,4.4253,4.4009,4.1215,3.6451,1040.0954
