x1,x2,x3,x4,x5,y
3.7768,3.7245,4.588,3.2909,3.2175,-0.6346
4.9801,4.058,4.4285,4.2276,3.0103,0.5509
3.253,3.8488,4.823,4.564,4.9155,0.6485
4.984,4.2894,3.0267,4.1207,4.6443,0.0077
4.9472,4.7891,4.302,3.5955,4.9948,-1.2761
3.7522,3.5598,3.6319,4.2746,4.6435,0.424
3.2618,4.1713,3.2702,4.3465,3.9687,0.9883
4.3267,3.9674,3.9564,4.9727,3.7637,-1.1412
3.75,4.4855,3.222,4.7412,4.8855,-1.0537
4.9157,3.2434,4.7392,3.9457,4.8457,-2.0189
4.5346,3.5323,3.4052,4.4536,3.1543,0.841
3.9999,3.3595,3.0131,3.3096,4.8484,-1.5457
4.2369,4.9321,3.392,4.6175,3.3824,-0.4442
3.2163,3.1258,3.6111,3.4171,4.1018,0.3692
4.1459,3.4606,4.2893,4.9742,3.4364,-0.5686
4.8499,3.6174,3.7805,4.4329,4.9998,-0.8177
4.2182,3.2459,3.1595,3.4338,4.3386,-1.4496
3.2082,3.931,4.759,3.6367,3.2906,1.3932
3.0957,3.5189,3.2632,3.6427,4.5222,0.6049
3.8775,4.0426,4.9592,4.8151,3.8177,0.4684
