x1,x2,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_19_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals,Model_19_Residuals
25.9942,68.4441,0.0483364532457916,25.9942,0.7587935132498337,0.688046438879198,-0.4619373261530296,-0.4456832186975637,0.29685618709680406,0.2968561870976107,0.3269874702550867,0.334072460138886,0.3529645669531516,0.4189173581399709,0.32554363024314964,0.25985954974476044,0.4068108393203248,0.46216013084808705,0.46060255101186864,0.36014629370608586,0.4146513540589297,0.42150814555859384,25.945863546754207,0.7104570600040421,0.6397099856334064,0.5102737793988212,0.49401967194335533,0.24851973385101245,0.24851973385181908,0.27865101700929507,0.28573600689309436,0.30462811370736,0.3705809048941793,0.27720717699735803,0.21152309649896883,0.3584743860745332,0.41382367760229544,0.41226609776607703,0.31180984046029425,0.3663149008131381,0.37317169231280223
30.8575,17.377,-0.2780696218723093,30.8575,-0.5298524154160869,-0.5054059986772462,0.35903547285257,0.35137137165885485,-0.17081694256351687,-0.17081694256351687,-0.1676383811473234,-0.13969657345323516,-0.1622182772012638,-0.14912107174846925,-0.14400018999947709,-0.16752459135064307,-0.24336226825655077,-0.2899602338153369,-0.288760789733629,-0.21077722136796745,-0.2567853054547389,-0.2610684156037048,31.13556962187231,0.2517827935437775,0.2273363768049369,0.6371050947248793,0.6294409935311642,0.10725267930879245,0.10725267930879245,0.11043124072498592,0.13837304841907416,0.11585134467104552,0.12894855012384007,0.13406943187283224,0.11054503052166625,0.03470735361575855,0.011890611943027596,0.010691167861319684,0.06729240050434188,0.021284316417570448,0.01700120626860452
21.6049,61.1531,1.430277024498727,21.6049,0.37671602118204184,0.3678687598051431,0.9343325988967203,0.8042025838745237,1.311048620078762,1.3110486200786,1.3060614566423103,1.3222842865390583,1.297570796638921,1.28057674619006,1.30372840429295,1.259752885945676,1.1806078531994955,1.1320101364064648,1.1344424505402184,1.1574404411867414,1.1062228908341645,1.1052558591985662,20.174622975501272,1.0535610033166853,1.062408264693584,0.4959444256020068,0.6260744406242034,0.11922840441996496,0.11922840442012705,0.12421556785641674,0.1079927379596688,0.13270622785980613,0.14970027830866717,0.12654862020577706,0.17052413855305115,0.2496691712992316,0.2982668880922623,0.29583457395850865,0.2728365833119857,0.3240541336645626,0.3250211653001609
52.0874,93.0279,1.613207141344589,52.0874,0.9686344195266272,0.8241129824495617,0.7818217115721652,0.7045733309402606,1.7504561310987925,1.7504561310987925,1.7570557848377502,1.7441989976884111,1.7673352140654335,1.7994522765625225,1.7687687049643346,1.5881666310827782,1.6802203450755597,1.5962674995717414,1.5975101157239768,1.6206509309144772,1.5327651617532314,1.531572359452753,50.474192858655414,0.6445727218179618,0.7890941588950273,0.8313854297724238,0.9086338104043283,0.13724898975420352,0.13724898975420352,0.14384864349316118,0.13099185634382216,0.1541280727208445,0.1862451352179335,0.1555615636197456,0.025040510261810756,0.06701320373097075,0.01693964177284757,0.01569702562061215,0.007443789569888226,0.08044197959135757,0.08163478189183593
58.0302,26.4042,0.7457739767767104,58.0302,0.9960186057175388,0.8393131646996544,-0.24913932620366544,-0.24656995019177236,0.7468792795138733,0.7468792795138733,0.7519608970936067,0.7303333662144527,0.7488337075517495,0.7074420567262554,0.7297853315721389,0.6003914018810502,0.7883724321405406,0.8439153794367439,0.8431395974839425,0.7271189358368187,0.780461761526691,0.7858160678342309,57.28442602322329,0.25024462894082833,0.09353918792294402,0.9949133029803758,0.9923439269684828,0.0011053027371629165,0.0011053027371629165,0.006186920316896272,0.015440610562257762,0.003059730775039071,0.03833192005045505,0.01598864520457155,0.1453825748956602,0.04259845536383022,0.09814140266003346,0.09736562070723209,0.018655040939891676,0.03468778474998058,0.040042091057520435
13.1853,14.7959,-0.2333442300880837,13.1853,0.5801634777458323,0.548160672496783,-0.8375748426121113,-0.7430222293877173,-0.257411364866279,-0.257411364866279,-0.3038354497564688,-0.22063507318634343,-0.2784645111313406,-0.06805005142486156,-0.1816137498067556,-0.2748730657435421,-0.2199083651715192,-0.215987983553224,-0.21672192267097345,-0.25558745915195513,-0.25296081864610714,-0.2512619914313604,13.418644230088084,0.813507707833916,0.7815049025848667,0.6042306125240277,0.5096779992996336,0.02406713477819533,0.02406713477819533,0.07049121966838512,0.012709156901740265,0.04512028104325688,0.16529417866322213,0.051730480281328095,0.041528835655458396,0.013435864916564483,0.017356246534859704,0.016622307417110238,0.02224322906387144,0.01961658855802345,0.017917761343276717
9.2849,12.3069,0.6322857250984172,9.2849,0.13942226840706257,0.13897101232329986,0.6157521885662185,0.5775727266574204,0.755174456973281,0.755174456973281,0.8592709940890151,0.7749254714535664,0.8897179658769303,0.8742058230622386,0.8495853535042693,0.7249190009968755,0.6887590931211927,0.6904849511136619,0.6912524788313876,0.6801848542932181,0.6808445615160467,0.6790251680063382,8.652614274901584,0.4928634566913546,0.4933147127751173,0.01653353653219869,0.05471299844099675,0.12288873187486382,0.12288873187486382,0.2269852689905979,0.1426397463551492,0.2574322407785131,0.2419200979638214,0.21729962840585215,0.09263327589845827,0.05647336802277547,0.05819922601524474,0.058966753732970445,0.04789912919480088,0.04855883641762948,0.04673944290792098
25.6232,28.6968,0.8356327662827525,25.6232,0.4710306276067786,0.4538049195811808,0.3977424704693854,0.3873380293582761,0.868773098076164,0.868773098076164,0.8331772092144093,0.9077616180524106,0.8151359898922538,0.7740972941433846,0.8541608737820446,0.8375952991790181,0.8235195165723295,0.8012304722216951,0.8017200554811308,0.7945519123112964,0.7703380709494713,0.7691050614356354,24.787567233717247,0.3646021386759739,0.3818278467015717,0.43789029581336714,0.4482947369244764,0.03314033179341147,0.03314033179341147,0.002455557068343217,0.07212885176965811,0.02049677639049874,0.06153547213936794,0.018528107499292124,0.0019625328962655786,0.012113249710423046,0.03440229406105744,0.033912710801621726,0.04108085397145611,0.06529469533328125,0.06652770484711712
15.9027,12.2105,-1.1990571357631503,15.9027,-0.19350824984262402,-0.19230284189367147,-0.9916471336749214,-0.8369286096487027,-1.1851553835175455,-1.1851553835175455,-1.1262129701952253,-1.1853026114624392,-1.1016452917724116,-1.0715305740193777,-1.1240094110438752,-1.1262645405277545,-1.025569267431761,-0.9946710424685731,-0.9971640227232121,-1.0136688302326626,-0.9804810267830093,-0.977489504258668,17.10175713576315,1.0055488859205264,1.006754293869479,0.2074100020882289,0.36212852611444757,0.01390175224560486,0.01390175224560486,0.07284416556792506,0.013754524300711113,0.09741184399073877,0.12752656174377264,0.07504772471927512,0.07279259523539583,0.1734878683313894,0.20438609329457724,0.20189311303993818,0.18538830553048768,0.21857610898014102,0.22156763150448233
49.2859,75.0707,-1.3609444099237866,49.2859,-0.8302647174815335,-0.7381099966640328,-0.39606007751874966,-0.38578642031591104,-1.2263247950002831,-1.226324794999448,-1.2071135829838666,-1.2101579232721087,-1.199823505100165,-1.1781481630907116,-1.2234802668845284,-1.141174151499259,-1.2536241531565604,-1.28437073589636,-1.2830731235189867,-1.2025642467336997,-1.2313253350148754,-1.2314623511127571,50.64684440992379,0.5306796924422531,0.6228344132597539,0.9648843324050369,0.9751579896078756,0.1346196149235035,0.1346196149243386,0.15383082693992,0.15078648665167793,0.1611209048236215,0.18279624683307505,0.13746414303925825,0.21977025842452758,0.10732025676722623,0.07657367402742654,0.0778712864047999,0.15838016319008696,0.12961907490891122,0.12948205881102948
