x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals
64.7207,275353.5637418332,64.7207,4188.76900849,271100.0623677787,275288.8313762687,275353.5520762687,275288.8430418332,271164.7947333432,4253.5013740545255,64.73236556450138,0.011665564496070147
88.5045,701181.3803511725,88.5045,7833.046520249999,693259.865751466,701092.9122717159,701181.416771716,701092.8758511725,693348.3338309225,7921.514599706512,88.46807945659384,0.036420543445274234
39.5495,63465.56568990911,39.5495,1564.1629502500002,61861.862600912384,63426.02555116239,63465.57505116239,63426.01618990911,61901.40273965911,1603.7030889967282,39.54013874672091,0.009361253280076198
58.0811,199363.12089813515,58.0811,3373.4141772099997,195931.60616795172,199305.0203451617,199363.1014451617,199305.03979813514,195989.70672092514,3431.5147301834368,58.10055297345389,0.019452973443549126
15.0721,3666.194342166824,15.0721,227.16819841000003,3423.9018032553618,3651.070001665362,3666.1421016653617,3651.122242166824,3439.026143756824,242.2925389114621,15.12434050146203,0.05224050146216541
57.2883,191356.55748800887,57.2883,3281.94931689,188017.29705078938,191299.24636767939,191356.53466767937,191299.26918800888,188074.60817111886,3339.260437219491,57.31112032948295,0.02282032949733548
53.6216,157105.8254701119,53.6216,2875.27598656,154176.8988409257,157052.1748274857,157105.7964274857,157052.20387011187,154230.54948355188,2928.9266291861713,53.65064262619126,0.02904262617812492
48.6667,117681.64991826414,48.6667,2368.44768889,115264.53314090296,117632.98082979297,117681.64752979297,117632.98321826414,115313.20222937415,2417.1167773611814,48.66908847117156,0.0023884711699793115
3.6757,66.81080253993174,3.6757,13.51077049,49.661539090093,63.17230958009301,66.848009580093,63.135102539931744,53.300032049931744,17.14926344983874,3.638492959838736,0.037207040161263194
86.4234,653052.1432906088,86.4234,7469.00406756,645496.726132365,652965.7301999249,653052.1535999249,652965.7198906088,645583.1392230488,7555.417158243828,86.41309068386909,0.010309316101484
70.964,362473.7536948342,70.964,5035.889295999999,357366.84800134395,362402.73729734396,362473.70129734394,362402.7896948342,357437.8643988342,5106.905693490233,71.01639749022434,0.05239749024622142
