x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals
73.893,-0.9928963404297838,73.893,0.06552565951610742,-0.39839918635589633,-0.9117339147869651,-1.0008875511467983,-0.9875508795254008,-1.0000468802281945,-0.9942792320360266,-0.9942792320360266,-0.9940465662266191,-0.9941862909335788,-0.9943535049269774,-0.9943498691157369,-0.9943523032965733,-0.994340003064285,-0.994339999240712,-0.9943762795136106,74.88589634042978,1.0584219999458913,0.5944971540738875,0.08116242564281873,0.007991210717014474,0.005345460904383037,0.007150539798410738,0.001382891606242831,0.001382891606242831,0.0011502257968353247,0.0012899505037949899,0.0014571644971935749,0.0014535286859530538,0.0014559628667895064,0.0014436626345012415,0.0014436588109282278,0.00147993908382682
6.3951,-1.061922025108048,6.3951,0.9937440844155532,-0.2809038464084398,-0.9117339147869651,-1.1839804856310836,-1.1759273640681291,-1.1556696292282482,-1.056215405945573,-1.0562125335301518,-1.0563661604961438,-1.0569112335299364,-1.0587319441984608,-1.0586899337529634,-1.0584894681464763,-1.0569294729984273,-1.0569294288973523,-1.0573478853960088,7.457022025108048,2.0556661095236013,0.7810181786996081,0.1501881103210828,0.1220584605230357,0.11400533896008125,0.09374760412020033,0.005706619162474835,0.005709491577896131,0.005555864611904049,0.005010791578111462,0.0031900809095870564,0.00323209135508451,0.003432556961571631,0.004992552109620574,0.004992596210695588,0.004574139712039127
58.2114,-1.0886040717619705,58.2114,-0.09180645302283313,-0.6038383818102117,-0.9117339147869651,-0.9984253618521512,-1.0157993633155933,-0.9998710903727513,-1.0859403351208172,-1.0859403351208172,-1.0834456630217388,-1.0846753541967185,-1.0849598051786815,-1.0849551899143175,-1.0849575511576397,-1.084938048154849,-1.0849380433012814,-1.0849840967561064,59.30000407176197,0.9967976187391374,0.48476568995175884,0.1768701569750054,0.09017870990981924,0.07280470844637721,0.08873298138921915,0.0026637366411532692,0.0026637366411532692,0.005158408740231657,0.003928717565252038,0.00364426658328898,0.003648881847652996,0.003646520604330794,0.003666023607121538,0.003666028460689086,0.0036199750058640845
70.9848,-0.9132779435144154,70.9848,-0.29453155646548546,-0.43489638818904536,-0.9117339147869651,-0.9958679248242926,-1.0094404989896968,-0.9957600539972892,-0.920648837553683,-0.920648837553683,-0.9213668154866016,-0.920947392509256,-0.921096577143929,-0.9210927923759222,-0.9210952351287118,-0.921081946213699,-0.921081942233481,-0.9211197088423768,71.89807794351442,0.6187463870489299,0.47838155532537,0.0015440287274502973,0.08258998130987727,0.09616255547528141,0.0824821104828738,0.007370894039267606,0.007370894039267606,0.008088871972186218,0.007669448994840566,0.007818633629513627,0.007814848861506851,0.007817291614296451,0.007804002699283608,0.0078039987190656745,0.007841765327961436
7.0755,-1.1344605244634114,7.0755,0.7021991819694962,-0.3763391691831939,-0.9117339147869651,-1.1101782580202282,-1.222232327189156,-1.0563010267868584,-1.1414196197446063,-1.1414188241969765,-1.1419563288725634,-1.1436586522425471,-1.1452029391366678,-1.1451649685338832,-1.1450030953411372,-1.1437302398198708,-1.1437301999465457,-1.1441085411079417,8.209960524463412,1.8366597064329075,0.7581213552802175,0.2227266096764463,0.02428226644318321,0.08777180272574459,0.07815949767655295,0.006959095281194871,0.006958299733565099,0.007495804409151985,0.009198127779135756,0.010742414673256429,0.010704444070471775,0.01054257087772581,0.009269715356459374,0.009269675483134288,0.0096480166445303
93.3717,-1.2084512594220482,93.3717,0.6401678388961657,-0.17489653148347717,-0.9117339147869651,-1.0069034537009913,-0.9986396077187617,-1.0428377830792497,-1.222364409328331,-1.222364409328331,-1.2232900897123016,-1.2226570430331436,-1.2227663263884736,-1.2227634490605466,-1.2227657294855845,-1.2227578705373803,-1.222757867511445,-1.2227865793345154,94.58015125942205,1.8486190983182138,1.033554727938571,0.29671734463508315,0.2015478057210569,0.20981165170328653,0.16561347634279855,0.013913149906282785,0.013913149906282785,0.014838830290253346,0.014205783611095368,0.014315066966425372,0.01431218963849834,0.014314470063536255,0.014306611115332046,0.014306608089396766,0.01433531991246717
57.9238,-1.0085547643203974,57.9238,0.1944179975186301,-0.6077789161717821,-0.9117339147869651,-1.0033677477702823,-1.0206406270066104,-1.0012224675189612,-1.0105609496729435,-1.0105609496729435,-1.0107057121957215,-1.010634719310298,-1.010835927773169,-1.0108312895933536,-1.010833645490393,-1.0108139541418766,-1.0108139492642114,-1.0108602313710429,58.932354764320394,1.2029727618390273,0.4007758481486152,0.09682084953343228,0.005187016550115109,0.012085862686213034,0.007332296801436211,0.0020061853525461526,0.0020061853525461526,0.002150947875324105,0.0020799549899006564,0.0022811634527717395,0.002276525272956187,0.002278881169995639,0.0022591898214792128,0.002259184943814052,0.0023054670506454933
61.469,-0.8395169056357376,61.469,0.20644790015628758,-0.5595609841345355,-0.9117339147869651,-1.0033698873631616,-0.9876374519599942,-1.001463371574888,-0.8385406245787599,-0.8385406245787599,-0.8364564099788008,-0.8375397841580794,-0.8377967550472122,-0.8377923843725631,-0.8377947923397254,-0.8377772431481098,-0.8377772385517507,-0.8378208514639073,62.30851690563574,1.0459648057920252,0.2799559215012021,0.07221700915122753,0.16385298172742402,0.14812054632425664,0.1619464659391504,0.0009762810569776681,0.0009762810569776681,0.003060495656936779,0.0019771214776581614,0.001720150588525371,0.001724521263174461,0.0017221132960121288,0.0017396624876278022,0.0017396670839868733,0.0016960541718302746
49.2849,-1.280079521988673,49.2849,0.5565387229371697,-0.7275686763846803,-0.9117339147869651,-1.0114212484957736,-0.9945270079041643,-1.0282882857615168,-1.2910127643968559,-1.2910127643968559,-1.2924062621950525,-1.2918473501331675,-1.2920367562867694,-1.2920313051039527,-1.2920333643454678,-1.2920064033866154,-1.292006397654017,-1.292060791860829,50.564979521988676,1.8366182449258426,0.5525108456039927,0.36834560720170784,0.2686582734928993,0.28555251408450866,0.25179123622715616,0.010933242408182942,0.010933242408182942,0.012326740206379583,0.011767828144494619,0.011957234298096475,0.01195178311527978,0.011953842356794864,0.011926881397942513,0.011926875665344117,0.011981269872155975
9.6466,-0.1000586023526496,9.6466,-0.9754982067111932,-0.6410067349149361,-0.9117339147869651,-0.9081633225632522,-0.8788331648801436,-0.8524831564129738,-0.09405612959016574,-0.09405612337182268,-0.09653106831546776,-0.10162914309482607,-0.1023885574679485,-0.1023607071372622,-0.10227916280666316,-0.10159609238262968,-0.10159606311682834,-0.10187375396169573,9.74665860235265,0.8754396043585436,0.5409481325622865,0.8116753124343155,0.8081047202106025,0.778774562527494,0.7524245540603242,0.0060024727624838625,0.006002478980826925,0.0035275340371818398,0.0015705407421764683,0.002329955115298904,0.0023021047846125964,0.0022205604540135593,0.0015374900299800764,0.0015374607641787386,0.001815151609046134
