x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals
64.7207,17821139.367431264,64.7207,4188.76900849,271100.0623677787,551002.8145874832,17545785.806486294,17816885.868854072,17816885.868854072,17820038.545699358,17821139.358562563,17821074.646731265,17816950.598422773,17550039.305063486,17270136.55284378,275353.5609449707,4253.498577192426,4253.498577192426,1100.8217319063842,0.008868701756000519
88.5045,62057799.19751912,88.5045,7833.046520249999,693259.865751466,6044832.741473062,61356617.78840062,62049877.65415209,62049877.65415209,62057939.71178288,62057799.20517234,62057710.69301912,62049966.150998875,61364539.331767656,56012966.45604606,701181.4091185033,7921.543367035687,7921.543367035687,140.5142637565732,0.0076532140374183655
39.5495,2510071.3195840823,39.5495,1564.1629502500002,61861.862600912384,18898.605168094386,2446605.7349347845,2508467.5975356973,2508467.597535697,2509187.0015082555,2510071.3099859473,2510031.770084082,2508507.1566338325,2448209.45698317,2491172.714415988,63465.584649297874,1603.7220483850688,1603.7220483855344,884.3180758268572,0.009598135016858578
58.0811,11579286.3173781,58.0811,3373.4141772099997,195931.60616795172,251879.57921538875,11379923.21100142,11575854.81716937,11575854.817169372,11578133.345003821,11579286.312446581,11579228.2362781,11575912.90320089,11383354.711210148,11327406.738162711,199363.1063766796,3431.500208729878,3431.5002087280154,1152.972374279052,0.00493151880800724
15.0721,55271.53045690005,15.0721,227.16819841000003,3423.9018032553618,104.2388139480132,51605.39036884514,55029.292172100504,55029.2921721005,55069.10941095092,55271.5324705105,55256.45835690005,55044.36225849005,51847.628653644686,55167.29164295204,3666.1400880549118,242.23828479954682,242.2382847995541,202.42104594912962,0.002013610450376291
57.2883,10962547.84796624,57.2883,3281.94931689,188017.29705078938,228430.70108820198,10771191.318634737,10959208.615685526,10959208.615685526,10961395.10643639,10962547.853302417,10962490.55966624,10959265.89864935,10774530.550915452,10734117.14687804,191356.52933150344,3339.2322807144374,3339.2322807144374,1152.7415298502892,0.0053361766040325165
53.6216,8424317.796582853,53.6216,2875.27598656,154176.8988409257,143485.53893598926,8267211.998888582,8421388.897729507,8421388.897729509,8423181.851721508,8424317.795316067,8424264.174982853,8421442.520596294,8270140.897741928,8280832.257646864,157105.79769427143,2928.8988533467054,2928.898853344843,1135.9448613449931,0.001266786828637123
48.6667,5727226.115871146,48.6667,2368.44768889,115264.53314090296,73731.9332781594,5609544.455008382,5724808.988149285,5724808.988149285,5726149.422458087,5727226.102538175,5727177.449171146,5724857.668182257,5611961.582730243,5653494.182592987,117681.66086276434,2417.127721861005,2417.127721861005,1076.6934130592272,0.0133329713717103
3.6757,249.39053920609908,3.6757,13.51077049,49.661539090093,1.481111449398963,182.54091923345484,232.20245832354786,232.20245832354783,232.77998229393435,249.38892881354786,245.71483920609907,235.87976871609908,199.7290001160061,247.90942775670013,66.84961997264423,17.18808088255122,17.188080882551247,16.610556912164725,0.0016103925512140904
86.4234,56439073.93862202,86.4234,7469.00406756,645496.726132365,5003897.425521984,55786021.76122783,56431518.487360194,56431518.487360194,56439025.09788773,56439073.91482775,56438987.51522202,56431604.93455446,55793577.21248966,51435176.513100035,653052.1773941889,7555.45126182586,7555.45126182586,48.84073428809643,0.023794271051883698
70.964,25722654.713189542,70.964,5035.889295999999,357366.84800134395,1092460.9605512538,25360181.00156737,25717547.849568713,25717547.849568717,25721703.740117494,25722654.702864714,25722583.74918954,25717618.823893543,25365287.8651882,24630193.752638288,362473.7116221711,5106.863620828837,5106.863620825112,950.9730720482767,0.010324828326702118
4.0721,363.1280852838364,4.0721,16.581998409999997,67.52355572536098,1.763857553518976,274.96267126924243,342.4862269946034,342.4862269946034,343.27147192884473,363.1403254046034,359.05598528383643,346.54608687383643,295.6045295584754,361.36422773031745,88.16541401459398,20.641858289233028,20.641858289233028,19.85661335499168,0.012240120766989548
50.1532,6455670.806910263,50.1532,2515.34347024,126152.52413164076,90471.23726006101,6326952.773279006,6453105.297410647,6453105.297410646,6454572.350344278,6455670.794080887,6455620.653710264,6453155.463440023,6329518.282778623,6365199.569650202,128718.03363125771,2565.5094996159896,2565.509499616921,1098.456565985456,0.012829376384615898
78.6937,38843111.47712678,78.6937,6192.698419690001,487326.35162955907,2403840.178294568,38349513.717231035,38836840.0688606,38836840.0688606,38842507.284468964,38843111.46098029,38843032.78342678,38836918.77870709,38355785.125497214,36439271.29883221,493597.75989574194,6271.408266179264,6271.408266179264,604.1926578134298,0.01614648848772049
95.8378,85251632.20582071,95.8378,9184.88390884,880259.0670786261,11469287.350062924,84362092.41886796,85242351.48594658,85242351.48594658,85252588.19468945,85251632.20765541,85251536.36802071,85242447.32191187,84371373.13874209,73782344.85575779,889539.7869527489,9280.7198741287,9280.7198741287,955.9888687431812,0.0018347054719924927
69.6757,23911322.107244648,69.6757,4854.703170490001,338254.8416961102,952099.6210865772,23568142.873565666,23906397.715261776,23906397.71526178,23910331.348466832,23911322.094132267,23911252.431544647,23906467.40407416,23573067.26554854,22959222.48615807,343179.23367898166,4924.391982872039,4924.391982868314,990.7587778158486,0.013112381100654602
11.7027,20507.56768616518,11.7027,136.95318729,1602.722064898683,36.26644027954539,18756.175508889817,20358.897573788498,20358.8975737885,20377.535949225618,20507.553461078496,20495.86498616518,20370.61449887518,18904.845621266497,20471.301245885636,1751.3921772753638,148.6701123766834,148.67011237667975,130.03173693956342,0.014225086684746202
99.7027,99817240.55763575,99.7027,9940.628387289998,991107.4899094584,15838993.846075222,98816092.73419575,99807200.22410521,99807200.22410521,99818726.01132686,99817240.5551925,99817140.85493575,99807299.92924847,98826133.0677263,83978246.71156053,1001147.8234400004,10040.333530545235,10040.333530545235,1485.453691110015,0.002443253993988037
37.3694,2003753.3696348208,37.3694,1396.47205636,52185.32286293938,13223.070888302576,1950134.2041943267,2002319.527057266,2002319.527057266,2002926.400613904,2003753.3685136263,2003716.0002348209,2002356.8975784609,1951568.0467718814,1990530.2987465183,53619.165440494195,1433.8425775547512,1433.8425775547512,826.9690209168475,0.0011211945675313473
99.4054,98634977.6874176,99.4054,9881.43354916,982267.8545276694,15455777.23544905,97642728.98646478,98624996.84099245,98624996.84099245,98636419.83032633,98634977.67994161,98634878.2820176,98625096.25386843,97652709.83288993,83179200.45196855,992248.700952813,9980.846425145864,9980.846425145864,1442.1429087370634,0.007475987076759338
31.7207,1045399.4973686368,31.7207,1006.20280849,31917.457427268746,4883.748868532102,1012444.0918131637,1044361.5492404326,1044361.5492404324,1044732.7237363458,1045399.4727489225,1045367.7766686368,1044393.2945601468,1013482.039941368,1040515.7485001046,32955.40555547306,1037.9481282042107,1037.948128204327,666.7736322910059,0.024619714240543544
71.3604,26300140.105401605,71.3604,5092.30668816,363389.0421897728,1139258.3285457774,25931587.406279065,26294976.448468838,26294976.448468838,26299202.37231827,26300140.115556996,26300068.745001607,26295047.798713446,25936751.063211832,25160881.776855826,368552.69912254065,5163.656932767481,5163.656932767481,937.7330833338201,0.010155390948057175
67.5946,21189513.04783044,67.5946,4569.02994916,308841.75180149055,759405.3229201843,20876034.676321033,21184876.428122524,21184876.428122524,21188468.010622576,21189513.052671682,21189445.45323044,21184944.01788128,20880671.29602895,20430107.724910256,313478.3715094067,4636.619707915932,4636.619707915932,1045.037207864225,0.0048412419855594635
31.8198,1058417.4317881651,31.8198,1012.4996720400001,32217.537064378394,4974.724812936282,1025155.5858811076,1057373.122945486,1057373.122945486,1057747.787127515,1058417.4424175262,1058385.6119881652,1057404.932116125,1026199.8947237867,1053442.7069752289,33261.84590705752,1044.30884267902,1044.30884267902,669.644660650054,0.010629361029714346
61.8468,14871281.547709843,61.8468,3825.0266702400004,236565.65946899925,395601.52007588843,14630829.028047303,14867394.687516304,14867394.687516302,14870145.7568834,14871281.560986543,14871219.700909844,14867456.521039603,14634715.888240844,14475680.027633954,240452.5196625404,3886.860193539411,3886.8601935412735,1135.7908264435828,0.013276699930429459
8.6306,6274.323426266001,8.6306,74.48725635999999,642.8697147406159,12.062054459003695,5548.351360040359,6191.221074780975,6191.221074780975,6198.697135267636,6274.338931140975,6265.692826266,6199.836169906001,5631.453711525385,6262.261371806997,725.9720662256414,83.10235148502579,83.10235148502579,75.62629099836431,0.015504874973885308
63.9279,16967151.06816197,63.9279,4086.77639841,261259.03291991467,503419.0079891281,16701741.330601012,16963000.363520928,16963000.363520924,16966038.59706656,16967151.067819335,16967087.140261967,16963064.29176356,16705892.035242053,16463732.060172841,265409.7375609558,4150.704641040415,4150.70464104414,1112.4710954092443,0.00034263357520103455
24.6847,386963.6908894032,24.6847,609.33441409,15041.237211487423,1180.1888854663453,371288.4281944036,386329.665405891,386329.665405891,386504.5829616709,386963.68451998103,386939.00618940324,386354.35647531325,371922.4536779158,385783.50200393685,15675.262694999634,634.0254835122032,634.0254835122032,459.10792773234425,0.006369422189891338
74.3333,30946805.478118505,74.3333,5525.439488889999,410724.15115950693,1552103.8920146415,30530481.545384973,30941205.69654448,30941205.69654448,30945982.089843147,30946805.46933337,30946731.144818507,30941280.038629614,30536081.326959,29394701.586103864,416323.93273353204,5599.78157402575,5599.78157402575,823.3882753588259,0.008785136044025421
23.7928,334525.13180041016,23.7928,566.09733184,13469.040597002753,968.3617003782007,320466.1891163671,333935.2297133699,333935.22971336986,334091.8638802805,334525.11984520993,334501.33900041017,333959.03446857014,321056.0912034074,333556.770100032,14058.942684043082,589.9020870402455,589.9020870403037,433.2679201296414,0.011955200228840113
