x1,y
2.1977296534453443,-0.4173898377263432
1.6556308884487163,-1.0330339028174624
2.3220460135374736,-0.4690549213120011
1.295645217737267,-0.7298876840345504
1.4716663968573567,-0.91804039835398
1.1334569712699734,-0.5936816329637795
2.9648774720074176,-1.583368499660737
2.0410906130533046,-0.6128149208438058
1.9169635207321907,-0.8275519409292209
2.2230182642034704,-0.4089495342912993
1.0485673249729257,-0.5555686126391471
2.7221948556903577,-1.8249204843318938
2.55029380661557,-1.1818368140742976
1.5040453105484102,-0.9486143861435269
1.7623615369763477,-1.006790824626914
2.8061011347728027,-1.9440555415103744
1.3987694237814277,-0.8413998136593145
2.414477102399294,-0.6726966175522773
2.6752396061596118,-1.6848481298846085
1.8581997165613102,-0.9131726245399704
