x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_19_Y_pred,Model_20_Y_pred,Model_21_Y_pred,Model_22_Y_pred,Model_23_Y_pred,Model_24_Y_pred,Model_25_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals,Model_19_Residuals,Model_20_Residuals,Model_21_Residuals,Model_22_Residuals,Model_23_Residuals,Model_24_Residuals,Model_25_Residuals
94.152,-0.4725531289016782,94.152,0.9954166388604854,-0.16669664493329706,-0.9889947,-1.0106854137726538,-1.0017705056178658,-0.6524781639796327,-0.7062280013517368,-0.7867929421586947,-0.9908083910830685,-1.8131064461497715,-1.7019556366145714,-1.491569224288694,-1.5257032414391105,-1.5200044631075746,-1.5692685498052155,-1.5672823201912776,-1.603764574195514,-1.5972793234725526,-1.5908011961543815,-1.5759156083903614,-1.8094849477889134,-1.4949366647969902,-1.5447636460217256,-1.4933412814891522,94.62455312890168,1.4679697677621637,0.30585648396838117,0.5164415710983218,0.5381322848709755,0.5292173767161876,0.17992503507795443,0.23367487245005858,0.31423981325701644,0.5182552621813903,1.3405533172480932,1.2294025077128932,1.0190160953870158,1.0531501125374323,1.0474513342058964,1.0967154209035372,1.0947291912895993,1.1312114452938358,1.1247261945708744,1.1182480672527033,1.1033624794886832,1.3369318188872352,1.022383535895312,1.0722105171200473,1.020788152587474
22.8991,-1.064971222155433,22.8991,-0.6153618182419036,-0.9999449275195528,-0.9889947,-0.9738304953352357,-1.043667433546277,-0.9699640773424065,-1.3817435336117943,-1.2325825530568886,-1.1683425323010685,-1.1573923047815158,-1.1386875086831056,-1.142592785367248,-1.1617079015413387,-1.1606900109939478,-1.1563103315674457,-1.156586139839142,-1.1762732628416765,-1.176777050934592,-1.175156496063646,-1.3143307199218566,-1.0406420947220298,-1.352819206863412,-1.3657197802239511,-1.354987411834746,23.964071222155432,0.44960940391352944,0.06502629463588028,0.07597652215543305,0.09114072682019736,0.02130378860915605,0.09500714481302652,0.3167723114563612,0.16761133090145552,0.1033713101456355,0.09242108262608273,0.07371628652767259,0.0776215632118149,0.09673667938590569,0.0957187888385147,0.09133910941201262,0.09161491768370889,0.1113020406862435,0.11180582877915901,0.11018527390821298,0.24935949776642352,0.024329127433403208,0.2878479847079789,0.3007485580685181,0.290016189679313
17.3441,-1.47058269498202,17.3441,0.06529392146809639,-0.958717161028071,-0.9889947,-1.0037788445087779,-1.0552762703759822,-0.9265014730932852,-1.3587574665198319,-1.198360795260413,-1.0044085625287282,-1.0346861015006574,-1.0231885573827473,-0.9977479475155531,-1.028333279829032,-1.0264704658715744,-1.0010357640844918,-1.001248042543997,-1.0326605949793475,-1.0326822435138656,-1.030395664086124,-1.2117369123587654,-0.8851601927034346,-1.2032039130851921,-1.2173491173833706,-1.1958837064018897,18.81468269498202,1.5358766164501163,0.511865533953949,0.48158799498202,0.46680385047324213,0.41530642460603784,0.5440812218887348,0.11182522846218812,0.27222189972160704,0.46617413245329176,0.43589659348136256,0.4473941375992727,0.4728347474664669,0.4422494151529879,0.44411222911044557,0.4695469308975282,0.4693346524380231,0.4379221000026725,0.4379004514681544,0.44018703089589595,0.25884578262325464,0.5854225022785854,0.26737878189682784,0.2532335775986494,0.2746989885801303
96.0082,-0.2553450871266269,96.0082,-0.1884897123797686,-0.14741615634283448,-0.9889947,-0.9980405800558904,-1.0015354538085584,-0.9042860730488136,-0.6871851124636617,-0.7837772983615225,-0.17402122896867156,-1.015599772625837,-0.9020406640580171,-0.6730955050729912,-0.7111292576556129,-0.7049851176557158,-0.6834467382225107,-0.6809111412868191,-0.7213331216636922,-0.7122323827545527,-0.7072706720519275,-0.767531632223197,-1.199254136354736,-0.6781458894035453,-0.6901532792581198,-0.6784126255391403,96.26354508712663,0.06685537474685829,0.10792893078379243,0.7336496128733732,0.7426954929292635,0.7461903666819314,0.6489409859221866,0.43184002533703475,0.5284322112348956,0.08132385815795534,0.76025468549921,0.6466955769313902,0.4177504179463643,0.45578417052898595,0.4496400305290889,0.4281016510958838,0.42556605416019216,0.46598803453706533,0.4568872956279258,0.4519255849253006,0.5121865450965701,0.943909049228109,0.42280080227691835,0.43480819213149285,0.4230675384125134
29.5375,0.5295797429121892,29.5375,-0.30280095054065875,-0.9703629687690831,-0.9889947,-0.9898526174034725,-1.0328518990696263,-0.9379687711979218,-1.365393150939242,-1.207931113823144,-0.7333871775120675,-0.7520189087429844,-0.7247012194767344,-0.7548182166714165,-0.762542054935665,-0.7623013865011528,-0.7342781831109124,-0.7342829271367567,-0.7422663489332628,-0.7416609592506185,-0.7419435746988565,-0.8785035161416028,-0.604283225848506,-0.947534083232302,-0.9341351193226343,-0.9427269473481859,29.00792025708781,0.8323806934528479,1.4999427116812725,1.5185744429121892,1.5194323603156619,1.5624316419818154,1.467548514110111,1.8949728938514312,1.7375108567353332,1.2629669204242568,1.2815986516551736,1.2542809623889237,1.2843979595836057,1.2921217978478543,1.2918811294133419,1.2638579260231015,1.263862670048946,1.2718460918454522,1.2712407021628076,1.2715233176110456,1.4080832590537922,1.1338629687606954,1.4771138261444912,1.4637148622348235,1.4723066902603752
46.5259,-1.854802985848943,46.5259,-0.8264689887290786,-0.765861351034767,-0.9889947,-0.982546406729391,-1.016460967999217,-0.9918882471510191,-1.2334604108892977,-1.0521456275559633,-0.6816809044782743,-0.9048142534435073,-0.8554552177244172,-0.9078464236296868,-0.8986361350579207,-0.8991931868356466,-0.9013383734035719,-0.9010933049886126,-0.8919139357572538,-0.8908851470918754,-0.8919615211902234,-0.9414987503354549,-1.0178645753722688,-1.0197067835908795,-1.0071098042815252,-1.0193095890550508,48.38070298584894,1.0283339971198644,1.088941634814176,0.865808285848943,0.872256579119552,0.8383420178497261,0.8629147386979239,0.6213425749596453,0.8026573582929797,1.1731220813706686,0.9499887324054357,0.9993477681245257,0.9469565622192562,0.9561668507910223,0.9556097990132963,0.9534646124453711,0.9537096808603304,0.9628890500916892,0.9639178387570676,0.9628414646587196,0.913304235513488,0.8369384104766742,0.8350962022580635,0.8476931815674178,0.8354933967938922
5.9098,-1.2310843515642658,5.9098,0.9310978262535691,-0.20436567601958097,-0.9889947,-1.1870161728418724,-1.0345808108598566,-0.7182746028353301,-0.7432483829994487,-0.7937412849288669,-0.5395165535841884,-1.3241455775646074,-1.3274832956106275,-1.2211082610480046,-1.2803966622806464,-1.2762667935455791,-1.2492529879751033,-1.2495339339054194,-1.3104365252969958,-1.3105519961357541,-1.3050585045243381,-1.4656015357450265,-1.341222551745969,-1.2633093857911037,-1.2993657093007114,-1.2522587911141765,7.1408843515642655,2.1621821778178347,1.0267186755446849,0.24208965156426576,0.044068178722393325,0.19650354070440912,0.5128097487289357,0.48783596856481704,0.4373430666353989,0.6915677979800774,0.09306122600034161,0.09639894404636173,0.009976090516261138,0.04931231071638065,0.04518244198131338,0.018168636410837546,0.01844958234115368,0.07935217373273007,0.07946764457148836,0.07397415296007237,0.23451718418076073,0.11013820018170328,0.03222503422683798,0.06828135773644561,0.021174439549910717
31.603,-1.38681784583712,31.603,0.9825527314243117,-0.9518260448837333,-0.9889947,-1.0320881247359395,-1.0301182180452404,-0.99794824617215,-1.3547786333545004,-1.1927344127249144,-1.2203887698474076,-1.2575574249636743,-1.2275598834983743,-1.2638379679982386,-1.2685516468816918,-1.2685000171515086,-1.286288090697558,-1.286546997719133,-1.2915368547573522,-1.29228065377984,-1.2915713586709157,-1.3737840989135295,-1.307293022247237,-1.4482628488872935,-1.45810799283446,-1.446693661019551,32.98981784583712,2.3693705772614315,0.43499180095338674,0.3978231458371201,0.3547297211011806,0.3566996277918797,0.38886959966497003,0.03203921248261965,0.19408343311220566,0.16642907598971246,0.1292604208734458,0.15925796233874578,0.12297987783888154,0.11826619895542834,0.11831782868561147,0.10052975513956208,0.10027084811798703,0.09528099107976784,0.09453719205728017,0.09524648716620443,0.013033746923590606,0.07952482358988311,0.06144500305017342,0.07129014699733993,0.059875815182431014
92.2449,-1.5496716300596716,92.2449,-0.4187635274218422,-0.1868375155791772,-0.9889947,-0.9954808226711442,-1.0020254508984148,-0.8914022978846388,-0.7260546885093551,-0.7903346132243733,-0.6026952127807736,-1.4048523972015965,-1.2961759261456065,-1.1043192679135547,-1.1345747837698217,-1.1293220430773752,-1.1470085315228409,-1.144909667706405,-1.1772900019652943,-1.1701190504234378,-1.1650470118231677,-1.1788291281715613,-1.2600601606696245,-1.1063893239429305,-1.1349989082996936,-1.1083425248436491,93.79457163005968,1.1309081026378294,1.3628341144804943,0.5606769300596716,0.5541908073885273,0.5476461791612568,0.6582693321750328,0.8236169415503165,0.7593370168352983,0.9469764172788979,0.14481923285807508,0.25349570391406506,0.44535236214611684,0.4150968462898499,0.4203495869822964,0.4026630985368307,0.40476196235326656,0.37238162809437725,0.3795525796362338,0.38462461823650385,0.3708425018881103,0.2896114693900471,0.443282306116741,0.41467272175997794,0.4413291052160224
19.333,-1.373778838555363,19.333,0.8853992615929014,-0.983883203320244,-0.9889947,-1.0479953612476847,-1.0508913879542876,-0.9989390880565494,-1.3729564410886577,-1.2191378350161175,-0.9090352987486661,-0.914146795428422,-0.900068782640122,-0.8859017108675528,-0.9121837739665933,-0.9106434484553516,-0.8789507934718076,-0.879098900083411,-0.9060850187826531,-0.9058430647385697,-0.904213510836062,-1.084855919943406,-1.017250170404602,-1.0960004019631315,-1.1014872206270652,-1.0967937333291224,20.706778838555362,2.2591781001482643,0.38989563523511905,0.3847841385553631,0.3257834773076784,0.3228874506010755,0.3748397504988137,0.0008223974667054268,0.1546410035392456,0.464743539806697,0.45963204312694106,0.47371005591524107,0.48787712768781033,0.46159506458876975,0.4631353901000115,0.4948280450835555,0.49467993847195213,0.46769381977270996,0.4679357738167934,0.46956532771930104,0.28892291861195707,0.3565286681507611,0.27777843659223156,0.2722916179282979,0.27698510522624065
