x1,x2,x3,x4,x5,y
2.1246,1.5269,1.7938,2.3207,2.6848,10.210612183269214
1.6767,2.9117,1.4317,2.22,2.0175,10.241202575448831
2.631,2.6355,2.8023,2.5372,2.587,13.237441158226664
2.6829,1.335,2.3508,2.5636,1.3761,10.420707828061321
2.8751,1.3121,1.5403,1.5144,1.2727,8.676406293720257
1.683,1.6551,1.4026,1.0924,2.7834,8.673499339700102
1.0087,2.4919,1.4022,2.9944,1.8887,9.58204393918374
1.7928,1.0243,2.284,1.0765,1.3243,7.603353873826872
2.0492,1.9297,1.4451,1.3912,2.0734,9.014169526375206
2.193,2.9039,1.9252,2.2576,1.1536,10.453864663995196
1.9568,2.8771,1.1476,2.9054,1.9764,10.872465901838005
2.6599,1.4441,2.7989,2.3034,2.8453,12.097952611521594
1.3756,1.9237,1.307,1.4101,2.9246,8.840578757956354
1.788,2.33,2.1439,2.6805,2.1052,11.006434078730798
2.3621,2.8213,2.1078,2.7943,1.5973,11.61857899483318
2.339,2.2544,1.7978,1.3961,1.8238,9.557904594347347
1.4402,1.3092,1.2793,2.4125,2.9627,9.45776842005278
1.8395,1.2122,1.3425,1.7303,2.1838,8.44327737887406
2.0976,1.5135,2.3457,1.3984,1.9996,9.500600505361476
2.7628,2.4938,1.4578,2.4387,2.4581,11.565423898899434
2.5473,1.9285,1.7258,1.9085,1.5626,9.730686528251713
1.672,2.8366,1.0271,1.0659,2.711,9.138778901728669
1.3712,2.7445,1.0838,1.6031,1.883,8.613379397401049
2.0946,2.6252,2.2625,2.4421,1.1425,10.65180002328761
1.5826,1.6757,2.5517,1.3809,1.0379,8.286047222581608
1.8301,2.8746,1.6514,2.1514,2.8562,11.307663128920558
2.1439,2.3681,1.4678,2.6489,1.0392,9.610506016002198
1.8815,1.6911,2.7793,2.0308,2.6474,11.046981900290167
2.7378,2.8317,2.9997,1.5912,2.3531,12.39787215265649
2.5411,1.8238,2.2843,2.8299,1.2821,10.557695658832957
2.9716,2.7486,2.8574,1.4831,1.3503,11.443491728184176
1.0146,2.1327,2.2425,1.3464,2.4688,9.275134020563513
2.836,1.3945,1.7505,1.1871,2.6517,10.103853458882393
1.1817,1.4998,2.9599,1.3266,2.0605,9.187881738473449
2.3559,1.1703,2.6206,2.7493,2.0016,10.910334821026655
1.099,1.7067,1.2803,2.6684,2.8563,9.780738771596344
2.6304,2.4087,2.0398,1.0065,1.9201,9.865204410901997
1.925,2.6139,1.1413,2.6584,1.8452,10.185853744105097
1.1077,1.5215,2.6245,1.6358,2.772,9.696746454009531
2.3933,2.0669,1.5005,1.0961,1.4008,8.455485666172287
