x1,x2,x3,x4,x5,y
2.3601,1.6191,1.3544,1.9225,2.3387,-0.5121328172054959
1.4407,2.1815,2.5433,2.0506,1.3224,1.8573106943730702
1.2735,2.8937,1.8195,2.6935,1.8207,1.284718484874194
1.4688,2.7964,2.5505,1.891,2.79,0.7067794922920545
1.2749,1.8713,2.8318,2.7456,2.3722,1.358073077240527
1.482,2.6295,1.5589,1.5669,1.0181,0.954408682068288
2.8913,1.2339,1.7051,2.1345,2.4393,-0.8770207013169897
2.5107,1.2446,1.4849,2.5659,2.661,-0.08617180739108235
1.106,2.3911,2.0338,2.6636,1.0525,1.3563523990449484
1.5288,2.0377,1.7521,2.6931,2.5737,-0.31102472022080435
2.2881,1.82,1.974,1.5611,2.945,-1.1437638071619443
2.4646,2.0413,1.4307,2.0462,2.9054,-1.3386630392009862
1.03,2.9178,2.3153,1.2018,2.5194,0.9607441959250659
2.4916,2.7204,2.1002,1.8314,2.6347,0.7857462870345191
2.0084,1.2006,2.0798,2.9262,2.7637,0.030017356609035595
1.6953,2.054,2.2611,1.9942,1.1156,1.478420019971264
2.1562,1.142,2.1779,2.3855,2.9487,-0.6509756122060161
1.6435,2.7754,2.2311,1.0807,1.5922,2.043951052441326
1.3847,2.4994,2.2228,1.8919,1.7615,1.675229595438954
1.4729,1.0796,2.2879,1.1564,2.9721,-0.7315865117084785
2.5513,2.2549,2.9775,2.2482,2.5601,0.7722179237229853
1.059,2.4281,2.9328,1.4185,1.3982,1.5940277217287637
1.1274,2.5248,1.6644,1.5988,2.2924,-0.3686183017827731
2.6641,2.7664,1.7619,1.5733,1.206,0.9725884283885652
2.6917,2.9188,1.3118,2.6993,1.8083,-0.5051796512609349
1.2604,2.9901,2.8557,2.7259,2.4096,-0.012650745553119878
1.7275,2.6349,2.1527,2.3226,1.7897,1.6883854648948018
1.5583,2.3765,1.7171,2.2124,2.7808,-0.24485439046361246
1.9395,1.3883,1.3008,1.3153,1.0833,1.1788730346696696
2.3759,2.6222,2.9576,2.7307,1.9111,0.7367258155493147
2.7795,1.1341,2.5301,2.6136,2.3523,-0.8654656210818381
2.5277,2.1255,2.5749,2.1835,2.6343,0.6647025330313334
1.3614,1.5036,1.0845,1.5466,1.3206,1.1943744275428496
2.5833,1.0391,1.7129,2.047,2.3009,-0.16128470333491207
2.3817,2.337,1.3828,2.52,1.2075,-0.009950001041632059
1.9477,1.684,1.5379,2.603,1.4942,0.31310810368985803
1.9199,2.9295,1.2722,2.7946,1.6025,0.013108486877778144
2.4506,1.343,1.0214,2.8105,2.1735,0.6178164803200952
1.3467,1.7169,2.5479,1.4789,1.94,0.2592033807236301
1.1309,1.5306,2.5689,2.1588,1.6822,0.1371575106043366
