x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals
8.6947,6456.625924341555,8.6947,75.59780808999999,657.3002620001229,12.361869121472955,5715.0285880124675,6372.32885001259,6373.073972423001,6380.264698995823,6456.621358059624,6456.621517941381,6447.931224341555,6381.028116251555,5799.325662341433,6444.264055220082,741.5973363290877,84.29707432896521,83.55195191855455,76.36122534573224,0.004566281931147387,0.004406400174048031
71.8492,27025560.96674244,71.8492,5162.307540639999,370907.66694895143,1199451.2822903707,26649419.1441486,27020326.811097547,27020327.729239356,27024804.927723695,27025560.96783819,27025561.056873277,27025489.117542442,27020398.6592018,26654653.29979349,25826109.68445207,376141.8225938417,5234.155644893646,5233.237503085285,756.0390187464654,0.0010957494378089905,0.09013083577156067
10.331,12610.89100527046,10.331,106.72956099999999,1102.6230946909998,22.595983291529667,11391.199191252717,12493.82228594372,12494.439010020282,12507.134695615161,12610.882846942728,12610.8831140527,12600.56000527046,12504.16144427046,11508.26791057946,12588.295021978929,1219.6918140177422,117.06871932674039,116.45199525017779,103.75630965529854,0.008158327731507597,0.007891217759606661
74.5667,31335983.38889666,74.5667,5560.192748889999,414605.22464865586,1589629.223703025,30915743.404808927,31330348.62945758,31330347.95570698,31335354.324176855,31335983.388906475,31335983.488429625,31335908.82219666,31330423.19614777,30921378.164248005,29746354.165193632,420239.9840877317,5634.759439077228,5635.433189678937,629.0647198036313,9.816139936447144e-06,0.09953296557068825
57.7149,11291263.116317248,57.7149,3331.0096820100002,192248.89069623896,240792.1912360023,11095625.501644362,11287874.392340602,11287873.998722523,11290195.490097532,11291263.11692261,11291263.163076196,11291205.401417248,11287932.106635237,11099014.22562101,11050470.925081246,195637.6146728862,3388.7239766456187,3389.117594724521,1067.626219715923,0.0006053615361452103,0.046758947893977165
49.8811,6317410.099733021,49.8811,2488.1241372100003,124110.36890058576,87173.85624854293,6190761.722167009,6314872.0910675945,6314871.164037415,6316370.525195478,6317410.096304804,6317410.126103264,6317360.218633021,6314921.975595811,6193299.730832435,6230236.243484478,126648.37756601255,2538.0086654266343,2538.935695606284,1039.5745375426486,0.0034282170236110687,0.026370243169367313
86.1925,55840078.07658838,86.1925,7429.147056249999,640336.757645828,4899042.602691608,55192225.98338802,55832562.74103385,55832562.940975115,55840293.78284361,55840078.0805901,55840078.23429161,55839991.884088375,55832648.929532126,55199741.31894255,50941035.47389677,647852.0932003558,7515.335554525256,7515.135613262653,215.70625523477793,0.004001721739768982,0.15770323574543
82.989,48011697.22276627,82.989,6887.174121000001,571559.6931276692,3635557.1437347317,47433167.37297214,48004727.0660998,48004726.805922985,48011627.73489882,48011697.2292208,48011697.366415046,48011614.23376627,48004810.04864527,47440137.5296386,44376140.07903154,578529.8497941345,6970.156666472554,6970.416843287647,69.48786745220423,0.006454527378082275,0.14364877343177795
70.791,25473627.727982912,70.791,5011.365680999999,354759.58792367094,1072586.6984000574,25113785.98870459,25468545.57662826,25468545.68159981,25472828.7310371,25473627.73330926,25473627.818468552,25473556.93698291,25468616.362301912,25118868.14005924,24401041.029582854,359841.73927832395,5082.151354651898,5082.046383101493,798.9969458132982,0.005326349288225174,0.09048563987016678
68.7175,22627460.72842396,68.7175,4722.09480625,324490.5498484844,858488.9392167652,22298179.359213226,22622669.90906171,22622668.987044908,22626587.613266256,22627460.721367963,22627460.799262185,22627392.01092396,22622738.63361771,22302970.178575475,21768971.789207194,329281.36921073496,4790.819362249225,4791.741379052401,873.1151577048004,0.007055997848510742,0.07083822414278984
