x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals
64.7207,17821139.349557154,64.7207,4188.76900849,271100.0623677787,551002.8145874832,17545785.806486294,17816885.868854072,17816885.868854072,17812907.17989108,17820038.843909424,17820410.596436776,17821139.358562563,17821074.628857154,17816950.580548663,17550039.287189376,17270136.534969673,275353.5430708602,4253.480703081936,4253.480703081936,8232.169666074216,1100.5056477300823,728.7531203776598,0.009005408734083176
88.5045,62057799.24804207,88.5045,7833.046520249999,693259.865751466,6044832.741473062,61356617.78840062,62049877.65415209,62049877.65415209,62045851.036585,62057940.47436873,62056468.93552152,62057799.20517234,62057710.74354207,62049966.20152182,61364539.3822906,56012966.506569006,701181.4596414492,7921.593889981508,7921.593889981508,11948.211457066238,141.22632665932178,1330.3125205487013,0.04286973178386688
39.5495,2510071.31246176,39.5495,1564.1629502500002,61861.862600912384,18898.605168094386,2446605.7349347845,2508467.5975356973,2508467.597535697,2506964.1739135236,2509187.0695563043,2509783.795273844,2510071.309985947,2510031.7629617597,2508507.14951151,2448209.4498608476,2491172.7072936655,63465.57752697542,1603.7149260626175,1603.714926063083,3107.1385482363403,884.2429054556414,287.5171879157424,0.0024758130311965942
58.0811,11579286.331216428,58.0811,3373.4141772099997,195931.60616795172,251879.57921538875,11379923.21100142,11575854.81716937,11575854.817169372,11572483.885189109,11578133.560528588,11578693.447319232,11579286.312446583,11579228.250116428,11575912.91703922,11383354.725048477,11327406.75200104,199363.12021500804,3431.514047058299,3431.5140470564365,6802.446027319878,1152.770687840879,592.8838971965015,0.018769845366477966
15.0721,55271.52943792416,15.0721,227.16819841000003,3423.9018032553618,104.2388139480132,51605.39036884514,55029.292172100504,55029.2921721005,54894.38327484188,55069.1131772429,55220.447619733604,55271.5324705105,55256.45733792416,55044.36123951416,51847.627634668796,55167.29062397615,3666.1390690790213,242.23726582365634,242.23726582366362,377.1461630822814,202.4162606812606,51.08181819055608,0.003032586340850685
57.2883,10962547.898298364,57.2883,3281.94931689,188017.29705078938,228430.70108820198,10771191.318634737,10959208.615685526,10959208.615685526,10956996.528404554,10961395.313255416,10961970.2808093,10962547.853302417,10962490.609998364,10959265.948981473,10774530.601247575,10734117.197210163,191356.57966362685,3339.282612837851,3339.282612837851,5551.3698938097805,1152.5850429479033,577.6174890641123,0.04499594680964947
53.6216,8424317.811011858,53.6216,2875.27598656,154176.8988409257,143485.53893598926,8267211.998888582,8421388.897729507,8421388.897729509,8422000.995774364,8423182.021316098,8423808.359045513,8424317.795316068,8424264.189411858,8421442.535025299,8270140.912170933,8280832.272075869,157105.8121232763,2928.9132823515683,2928.9132823497057,2316.8152374941856,1135.7896957602352,509.4519663453102,0.015695789828896523
48.6667,5727226.137548445,48.6667,2368.44768889,115264.53314090296,73731.9332781594,5609544.455008382,5724808.988149285,5724808.988149285,5727176.508386757,5726149.5492490735,5726801.968158522,5727226.102538175,5727177.470848445,5724857.689859555,5611961.604407541,5653494.204270286,117681.68254006281,2417.149399159476,2417.149399159476,49.62916168756783,1076.5882993713021,424.16938992310315,0.0350102698430419
3.6757,249.3299611820347,3.6757,13.51077049,49.661539090093,1.481111449398963,182.54091923345484,232.20245832354786,232.20245832354783,239.08042563433213,232.78003692162736,243.57137967328163,249.38892881354786,245.6542611820347,235.8191906920347,199.6684220919417,247.84884973263576,66.78904194857986,17.12750285848685,17.127502858486878,10.249535547702578,16.54992426040735,5.758581508753082,0.05896763151315554
86.4234,56439073.905265495,86.4234,7469.00406756,645496.726132365,5003897.425521984,55786021.76122783,56431518.487360194,56431518.487360194,56438984.21919742,56439025.80793413,56437803.437568456,56439073.91482776,56438987.481865495,56431604.90119793,55793577.17913313,51435176.47974351,653052.1440376639,7555.417905300856,7555.417905300856,89.68606807291508,48.09733136743307,1270.4676970392466,0.009562261402606964
70.964,25722654.69432423,70.964,5035.889295999999,357366.84800134395,1092460.9605512538,25360181.00156737,25717547.849568713,25717547.849568717,25712705.535567664,25721704.133221023,25721785.404294,25722654.702864718,25722583.730324227,25717618.80502823,25365287.846322887,24630193.733772974,362473.6927568577,5106.844755515456,5106.844755511731,9949.158756565303,950.5611032061279,869.2900302298367,0.00854048877954483
4.0721,363.1436565757492,4.0721,16.581998409999997,67.52355572536098,1.763857553518976,274.96267126924243,342.4862269946034,342.4862269946034,355.78371533691353,343.2715462047561,356.43949752674905,363.1403254046034,359.07155657574924,346.56165816574924,295.6201008503882,361.37979902223026,88.18098530650678,20.657429581145834,20.657429581145834,7.359941238835688,19.87211037099314,6.704159049000168,0.0033311711458168247
50.1532,6455670.822137905,50.1532,2515.34347024,126152.52413164076,90471.23726006101,6326952.773279006,6453105.297410647,6453105.297410646,6453387.133283986,6454572.489112054,6455221.88595768,6455670.794080886,6455620.668937906,6453155.478667665,6329518.2980062645,6365199.584877844,128718.04885889962,2565.5247272579,2565.5247272588313,2283.688853919506,1098.333025851287,448.9361802255735,0.028057019226253033
