x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals
77.543,8.822496961613636,77.543,4.350832621202893,8.701665242405786,8.911282822293606,8.805850328048962,68.72050303838637,4.471664340410743,0.12083171920784963,0.08878586067996963,0.016646633564674218
54.4174,7.357233967298908,54.4174,3.9966839556610263,7.993367911322053,6.807818757212654,7.376815030892398,47.06016603270109,3.360550011637882,0.6361339440231442,0.5494152100862548,0.019581063593489212
98.794,9.939367719806368,98.794,4.5930368741648175,9.186073748329635,10.754757985473866,9.93951709088525,88.85463228019363,5.346330845641551,0.753293971476733,0.8153902656674976,0.00014937107888179924
83.0237,9.107461503401971,83.0237,4.419126109205867,8.838252218411732,9.393678517913996,9.111734192786793,73.91623849659803,4.688335394196105,0.26920928499023944,0.2862170145120242,0.004272689384821504
77.1915,8.78447157363508,77.1915,4.346289347341938,8.692578694683876,8.88016119396285,8.78586933661092,68.40702842636492,4.438182226293143,0.09189287895120479,0.09568962032776973,0.0013977629758397114
44.3649,6.649317751420208,44.3649,3.7924486162556836,7.584897232511367,5.84911023050351,6.660698161604382,37.71558224857979,2.856869135164524,0.9355794810911595,0.8002075209166977,0.011380410184174572
52.5462,7.254456178891153,52.5462,3.9616927826245854,7.923385565249171,6.631786320037242,7.248875774904685,45.291743821108845,3.2927633962665674,0.6689293863580179,0.6226698588539108,0.00558040398646753
90.3995,9.499345066747177,90.3995,4.504238736409383,9.008477472818766,10.034936566446657,9.507865165219792,80.90015493325282,4.995106330337793,0.4908675939284102,0.5355914996994802,0.0085200984726157
91.4118,9.567413036508068,91.4118,4.515374572971688,9.030749145943377,10.12228315976004,9.560951835460735,81.84438696349193,5.0520384635363795,0.5366638905646912,0.5548701232519715,0.006461201047333276
34.1451,5.858958862413661,34.1451,3.530619091095248,7.061238182190496,4.8355683690318045,5.843380870694636,28.286141137586338,2.328339771318413,1.202279319776835,1.0233904933818563,0.015577991719024631
89.2941,9.442453791159002,89.2941,4.4919354162708816,8.983870832541763,9.939379323727037,9.449555545103696,79.851646208841,4.95051837488812,0.45858295861723875,0.49692553256803507,0.007101753944693812
71.9962,8.469506268984025,71.9962,4.276613339845482,8.553226679690964,8.417431537381082,8.485057454136655,63.526693731015975,4.1928929291385435,0.08372041070693825,0.05207473160294285,0.015551185152629543
5.1144,2.250791907138672,5.1144,1.63206009047038,3.26412018094076,1.5668540729177338,2.261503924383064,2.8636080928613277,0.6187318166682922,1.0133282738020877,0.6839378342209383,0.01071201724439197
10.3917,3.211045161677234,10.3917,2.341007410591322,4.682014821182644,2.2194931876305186,3.2236159820921597,7.180654838322766,0.8700377510859121,1.47096965950541,0.9915519740467156,0.012570820414925521
40.5044,6.368194538116995,40.5044,3.70141061018669,7.40282122037338,5.471481587118087,6.364306717938726,34.136205461883,2.666783927930305,1.034626682256385,0.896712950998908,0.0038878201782690525
24.2085,4.9174705769565765,24.2085,3.1867038111618498,6.3734076223236995,3.7983605371805407,4.920213410005708,19.291029423043426,1.7307667657947268,1.455937045367123,1.1191100397760358,0.0027428330491314767
15.7912,3.986090012984344,15.7912,2.7594528228466406,5.518905645693281,2.8612918962154716,3.9738142885645775,11.805109987015655,1.2266371901377036,1.532815632708937,1.1247981167688725,0.012275724419766654
99.0085,9.936773925512416,99.0085,4.595205705034811,9.190411410069622,10.773021531062227,9.950301502969646,89.07172607448759,5.341568220477605,0.7463625154427938,0.8362476055498114,0.013527577457230322
86.9337,9.315461229188442,86.9337,4.465145759166904,8.930291518333808,9.734699009716076,9.32382432266932,77.61823877081156,4.850315470021537,0.38516971085463325,0.4192377805276344,0.008363093480879158
59.6156,7.744778154014052,59.6156,4.087917284788509,8.175834569577018,7.291683740988933,7.721113909275008,51.87082184598595,3.656860869225543,0.43105641556296614,0.4530944130251191,0.02366424473904427
24.6101,4.95030557282918,24.6101,3.203156927783575,6.40631385556715,3.8415382940711806,4.960856780839374,19.65979442717082,1.7471486450456046,1.4560082827379706,1.1087672787579992,0.01055120801019438
26.8308,5.174917764985357,26.8308,3.289550481361621,6.579100962723242,4.078186389298716,5.179845557543198,21.655882235014644,1.8853672836237356,1.4041831977378854,1.096731375686641,0.0049277925578410375
26.5855,5.159169341530338,26.5855,3.280365954377711,6.560731908755422,4.052215571333001,5.156112876964584,21.426330658469663,1.8788033871526268,1.401562567225084,1.1069537701973369,0.0030564645657538136
98.375,9.902790240526318,98.375,4.588786706737567,9.177573413475134,10.719064350447926,9.918417212438687,88.47220975947369,5.3140035337887515,0.7252168270511845,0.8162741099216078,0.015626971912368504
21.87,4.683728108063871,21.87,3.0851158346886765,6.170231669377353,3.544437416919053,4.676537180435969,17.18627189193613,1.5986122733751946,1.4865035613134818,1.1392906911448182,0.007190927627902077
32.6917,5.711276546187549,32.6917,3.4871212230548223,6.974242446109645,4.687491186693116,5.717665607570978,26.98042345381245,2.224155323132727,1.2629658999220954,1.0237853594944335,0.00638906138342854
38.7068,6.215290292207584,38.7068,3.656015295194753,7.312030590389506,5.29357741622059,6.221478923857253,32.49150970779242,2.559274997012831,1.0967402981819223,0.9217128759869935,0.006188631649669318
76.0134,8.719119180940114,76.0134,4.330909640534003,8.661819281068006,8.775685284284473,8.718566395916246,67.29428081905989,4.388209540406111,0.05729989987210793,0.056566103344358964,0.0005527850238671306
55.3215,7.448405304722153,55.3215,4.013161621396415,8.02632324279283,6.892508353644425,7.43784242909192,47.87309469527785,3.435243683325737,0.5779179380706783,0.5558969510777274,0.010562875630232504
