x1,x2,x3,x4,x5,y
83.78214864118374,83.4005682949964,82.44662939563908,82.0009783738105,82.27575793206064,3886729665.305173
83.08297970568074,83.8192098220662,82.04312695130916,83.4534753784921,83.83653955099027,3997381534.8836513
83.64325469016612,82.2731292885837,82.30861794236996,82.14865488940447,82.71782639065145,3848875113.8582263
82.66048633837535,83.41704434062882,82.97798679969175,83.47674697950491,82.51683239486131,3941156788.977655
83.70377617698662,83.4613851078273,83.67415313351343,83.02283883229086,82.53871108767602,4005688987.570858
82.93368578685148,82.3821994405002,82.70262105523815,83.63916144972316,83.32613970993332,3937989517.399454
81.96613617091366,82.69905902025678,83.69276715281282,83.77667222064416,83.84621193403862,3985010869.6414986
83.79563502763288,83.66367686864753,82.07117366785585,82.16991404134288,82.46262785423706,3898692574.356879
82.50478665395626,82.49220337595784,82.8224545484236,83.88329367999256,82.53858771870422,3902767276.7957096
81.93034575776527,82.91495747124284,82.03428928923276,82.96089125660836,82.85590621877897,3830627927.6342044
83.89550522679482,81.9515990086398,82.59341540122176,82.48832278492192,82.89959818151358,3883170410.9195504
81.9281546758371,83.84099661722117,83.18551342491426,82.59175494095282,81.95436143498162,3867640253.5856543
82.784375111305,82.2257413902465,81.97455486929633,83.33642769720413,82.70489788919964,3845929773.7851872
82.29015232893272,83.65903957687648,83.83647185560993,82.76856740541916,83.54772300289196,3991110853.893081
81.97615791994252,82.28654424419382,82.2178897644866,83.41550547484186,83.19345969339972,3848740949.1053405
83.82630806943793,83.63225266023218,83.66686220479404,83.55987592459057,83.54865027170398,4094914519.2836456
82.40174792787569,82.52722970563713,81.93090526655092,82.88462173529427,83.6239370848596,3861766536.594478
82.91193439472107,83.21205089429486,82.916033555546,83.0658372965499,82.1045484494403,3901498608.3486753
83.70137723747821,82.34856876622618,83.65294055181296,83.4775410510409,82.4267425415333,3967415230.4418607
83.58192646986029,83.50931593096479,81.9785818397867,83.05839870875266,83.11099944614254,3949933310.3780475
