x1,x2,x3,x4,x5,y
57.96844597607596,59.19813634545161,57.7126932538326,59.20748018867606,58.56601697694066,292.6527727409769
57.76928671093846,58.68806765888344,57.74305793668331,59.08093618268349,57.69281111386695,290.9741596030557
57.974834009832136,57.7061750503027,57.70818703335925,57.794986314296395,58.11743546188992,289.3016178696804
58.12288588072268,58.617878133131775,58.15833642522516,57.753145567747396,58.02058169237189,290.67282769919893
58.66737130491269,58.588087365008036,59.196945223514966,58.65309000298008,58.51946336733258,293.62495726374834
58.548619133744246,58.75985696841639,59.40697383496653,59.261663605730305,59.34120665639857,295.31832019925605
59.04448746437329,57.51435191333865,57.72049594780569,58.3231849981225,57.60614822113256,290.2086685447727
57.57170590152856,58.47277518739847,59.42625451771757,57.96504476424814,59.03751404977284,292.4732944206656
57.8471249933256,58.65394089468893,57.960356954627244,58.63754418156621,59.40693842058627,292.5059054447943
59.19875277792132,58.13798272558252,57.81732257555549,57.76690263117627,58.29756623817234,291.21852694840794
59.38819548527815,57.84135412290937,57.565214705495585,59.31719386619642,59.27316326409156,293.3851214439711
57.56424047857771,58.25237418099019,58.43131044485166,57.915677838308156,57.77629730989211,289.93990025261985
58.66625690987874,58.146627085597395,57.52583711703264,58.48618839188756,58.11272626581718,290.93763577021355
58.030193351689434,58.025411787180175,58.72731280520229,57.90246162611287,57.63357805073512,290.3189576209199
59.04705052566714,59.13837667043289,58.549857667721106,59.278801832086906,59.093240573738164,295.1073272696462
59.435378121043115,59.46852875828714,59.38849011530032,58.68848343241581,57.697568033013276,294.67844846005966
58.67326335222117,57.728710971505606,59.170723239160395,58.120710844989574,58.86535289540072,292.5587613032775
59.425635573404904,58.558309330749736,58.691026649543815,58.82650618055861,58.95213732436182,294.45361505861894
59.48102271673768,57.9123427290959,59.33043124763696,58.93460612692001,57.631808085396244,293.2902109057868
59.08608710547954,57.58153545968914,57.74182807709825,58.47489069880682,58.513611232915316,291.3979525739891
