x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals
81.2735,291790091821.2412,81.2735,106154502.17671783,20396738588.91142,3032916550.5583205,7508235384.177149,291276166125.3519,291745917223.3947,291790085134.64606,291790091739.9677,291683937319.0645,271393353232.3298,288757175270.68286,284281856437.0641,513925695.8892822,44174597.84649658,6686.595153808594
34.6155,1771555196.2617843,34.6155,17440.009473497903,9883478.643141834,10925.834319309019,16074.120897225437,1735161496.21934,1770076724.0494685,1771553963.4178038,1771555161.6462843,1771537756.2523108,1761671717.6186426,1771544270.427465,1771539122.140887,36393700.04244423,1478472.2123157978,1232.843980550766
38.7124,3455146798.3185654,38.7124,39666.710223407455,24733412.764994975,32841.56648428095,50575.628923863645,3395737505.7303095,3452841293.043695,3455145260.94263,3455146759.6061654,3455107131.608342,3430413385.5535703,3455113956.752081,3455096222.6896415,59409292.58825588,2305505.2748703957,1537.3759355545044
90.058,539489688068.5716,90.058,490467917.47478783,56332601845.57945,32115421039.04243,87688354909.14432,539327510219.15735,539423170166.07776,539489679867.9468,539489687978.5136,538999220151.0968,483157086222.9921,507374267029.5292,451801333159.42725,162177849.4142456,66517902.49383545,8200.624816894531
59.5632,45417304372.47603,59.5632,2134374.443552405,1069991996.2593677,8892111.825449752,17279082.977564093,45097601555.31601,45404502742.38076,45417300765.191025,45417304312.91283,45415169998.03248,44347312376.21666,45408412260.65058,45400025289.49847,319702817.1600189,12801630.09526825,3607.2850036621094
6.5602,94042.27754294236,6.5602,32.70650108799341,225.71235709987752,5.82576286013335,6.268007246440404,80070.90825056992,91858.35925440122,93992.8020709695,94035.71734294236,94009.57104185437,93816.56518584248,94036.45178008224,94036.00953569592,13971.369292372445,2183.918288541143,49.47547197286622
31.4163,993067718.5961702,31.4163,9074.6041803709,4553421.065931027,4626.115748937901,6567.3874606211875,969493229.8787608,992061555.4950497,993066700.1076171,993067687.1798701,993058643.9919899,988514297.5302391,993063092.4804213,993061151.2087096,23574488.717409372,1006163.101120472,1018.4885530471802
87.8488,464929402571.5772,87.8488,334554309.98803276,43969676906.25299,17740870319.73252,47260919756.17076,464630532020.64374,464869158358.1386,464929394766.2443,464929402483.7284,464594848261.5892,420959725665.3242,447188532251.84467,417668482815.40643,298870550.9334717,60244213.43859863,7805.3328857421875
5.4377,31676.17856493475,5.4377,24.808760496924382,95.66106015367282,4.309184910264308,4.578619835579774,25957.745419343293,30606.026720742015,31641.112794725985,31670.740864934753,31651.369804437825,31580.517504781077,31671.869380024487,31671.599945099173,5718.433145591458,1070.1518441927365,35.06577020876648
13.1034,5479999.748963369,13.1034,162.8628385582767,9823.578274432226,33.78487230188309,39.10149035253395,5093328.440393101,5448084.274888438,5479814.694807314,5479986.645563369,5479836.886124811,5470176.1706889365,5479965.964091067,5479960.647473017,386671.30857026763,31915.474074930884,185.05415605474263
61.6767,55953331366.56198,61.6767,3150745.730167375,1475137674.1840506,15688400.612112416,31212743.428136777,55596652896.49354,55938622349.03569,55953327500.72434,55953331304.885284,55950180620.83182,54478193692.37793,55937642965.94987,55922118623.13384,356678470.0684433,14709017.526290894,3865.8376388549805
