x1,y
1.9141,12.56380341882029
1.2394,4.686072767901376
1.6687,9.093143694366066
1.4178,6.290303228462381
2.1718,17.17211896912358
1.2976,5.140831122137407
2.6409,28.002364624289406
2.2368,18.421676100559502
1.114,3.7759349083822595
1.1615,4.086319292068242
2.3736,21.429074624122535
1.8429,11.466929668593522
1.699,9.486272315440614
2.9959,38.852427778259795
1.9128,12.612000759737086
2.3327,20.507020699994936
2.0235,14.521378957541545
2.2564,18.845621789994617
1.9183,12.661620514912235
1.4377,6.430410944632038
