x1,x2,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_19_Y_pred,Model_20_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals,Model_19_Residuals,Model_20_Residuals
42.8169,98.0488,1.464332021501248,42.8169,0.3943856130819603,0.38424103920236213,0.9679078797925027,0.7262817484440489,0.7262817484440489,1.4525634968880978,1.4525634968880916,1.4255142952180968,1.4255048672975268,1.4382545518304914,1.4382545518304852,1.4379854606923388,1.4210244035291448,1.4292088552130588,1.452735090707055,1.4505916882705832,1.451584308564929,1.4515698782053477,1.6056134315971817,41.35256797849875,1.0699464084192878,1.080090982298886,0.4964241417087454,0.7380502730571992,0.7380502730571992,0.011768524613150255,0.011768524613156472,0.03881772628315128,0.03882715420372129,0.026077469670756637,0.026077469670762854,0.026346560808909292,0.04330761797210325,0.035123166288189234,0.011596930794192994,0.013740333230664925,0.012747712936319155,0.012762143295900419,0.14128141009593365
46.0585,64.4755,0.2896670614243597,46.0585,-0.4841631788442914,-0.4654678815859646,0.4191926833847999,-0.06368628571186279,-0.06368628571186279,-0.12737257142372557,-0.12737257142371966,-0.12500067761044437,-0.12499985089375434,-0.1057186406979559,-0.10571864069794999,-0.10568436686028163,-0.10408375705383208,-0.1227586449711135,-0.12807157512766543,-0.1320613795949873,-0.12893806877878905,-0.1289731529183204,-0.17866724437275394,45.76883293857564,0.7738302402686511,0.7551349430103242,0.1295256219604402,0.3533533471362225,0.3533533471362225,0.4170396328480853,0.4170396328480794,0.4146677390348041,0.41466691231811403,0.3953857021223156,0.3953857021223097,0.3953514282846413,0.3937508184781918,0.4124257063954732,0.41773863655202514,0.42172844101934703,0.41860513020314877,0.4186402143426801,0.46833430579711366
46.5543,82.1374,1.034955672576808,46.5543,-0.8421222593170408,-0.7460579711784957,0.8550155433825237,0.4841850860074933,0.4841850860074933,0.9683701720149867,0.9683701720149867,0.9503374731827753,0.9503311879380448,0.9778290679822687,0.9778290679822687,0.9776500995169551,0.9722242453334882,0.9898426107811366,0.9681879111637174,0.965748706729644,0.9673181228914025,0.9672996153692653,0.8922577879736177,45.51934432742319,1.8770779318938489,1.781013643755304,0.17994012919428437,0.5507705865693148,0.5507705865693148,0.06658550056182144,0.06658550056182144,0.08461819939403281,0.08462448463876326,0.05712660459453944,0.05712660459453944,0.057305573059852954,0.06273142724331993,0.04511306179567154,0.06676776141309071,0.06920696584716413,0.06763754968540558,0.06765605720754275,0.14269788460319044
60.1092,15.2124,0.8072154930566195,60.1092,-0.9135208234612414,-0.7916597322422964,0.7922593314017454,0.35785530096660323,0.35785530096660323,0.7157106019332065,0.7157106019332071,0.7023828538171869,0.7023782084693444,0.7236216577126587,0.7236216577126594,0.7237391559829288,0.7347776620888639,0.730283287417187,0.7151086197538735,0.7167102156964338,0.7158053837093127,0.7158143865655747,0.5044047904552225,59.301984506943384,1.7207363165178609,1.598875225298916,0.014956161654874123,0.4493601920900163,0.4493601920900163,0.09150489112341309,0.09150489112341242,0.10483263923943265,0.10483728458727515,0.08359383534396081,0.08359383534396014,0.08347633707369073,0.07243783096775569,0.0769322056394326,0.09210687330274603,0.09050527736018577,0.09141010934730687,0.09140110649104483,0.3028107026013971
19.496,10.9552,0.032245874730979,19.496,0.7982307563224667,0.7161223248599473,0.7732673363259978,-0.024312917136724614,-0.024312917136724614,-0.04862583427344923,-0.04862583427344813,-0.047720338575359345,-0.04772002296746738,-0.0998766072095016,-0.0998766072095005,-0.09998293379028789,-0.10198757477310003,-0.02962216513908389,-0.04286238880718379,-0.03315871938903429,-0.045604619614905806,-0.04520613231677888,0.14453106165464993,19.46375412526902,0.7659848815914877,0.6838764501289684,0.7410214615950188,0.056558791867703614,0.056558791867703614,0.08087170900442822,0.08087170900442714,0.07996621330633835,0.07996589769844638,0.1321224819404806,0.1321224819404795,0.1322288085212669,0.13423344950407903,0.06186803987006289,0.0751082635381628,0.06540459412001329,0.07785049434588481,0.07745200704775787,0.11228518692367093
86.7412,51.9163,0.3790397056361808,86.7412,0.3404561873920018,0.33391713021757446,-0.2642062260658923,0.0751605051443621,0.0751605051443621,0.1503210102887242,0.15032101028871775,0.14752177753143064,0.1475208018669946,0.16181266604892403,0.16181266604891759,0.1618232658848085,0.16276897369618842,0.14376569455127367,0.1497856245505307,0.15159413550075404,0.15052498450622476,0.15053066158280287,0.2576567358926475,86.36216029436383,0.038583518244178994,0.045122575418606314,0.6432459317020731,0.3038792004918187,0.3038792004918187,0.2287186953474566,0.22871869534746303,0.23151792810475014,0.23151890376918619,0.21722703958725675,0.2172270395872632,0.21721643975137228,0.21627073193999236,0.23527401108490711,0.22925408108565007,0.22744557013542674,0.22851472112995602,0.2285090440533779,0.1213829697435333
32.3024,21.3691,-0.8869553584529211,32.3024,0.6321484784832847,0.5908794265884723,-0.9980615831214273,-0.6297078863245575,-0.6297078863245575,-1.259415772649115,-1.2594157726491115,-1.2359633099555751,-1.2359551356679142,-1.2413768272044419,-1.2413768272044383,-1.2409112781414358,-1.2187568011814964,-1.229136626523618,-1.2559125768991513,-1.2500846227495386,-1.257437203759238,-1.2573034154532465,-1.057300574951213,33.18935535845292,1.5191038369362058,1.4778347850413933,0.11110622466850628,0.2572474721283635,0.2572474721283635,0.372460414196194,0.37246041419619047,0.34900795150265407,0.3489997772149931,0.3544214687515208,0.35442146875151725,0.3539559196885147,0.33180144272857537,0.34218126807069704,0.3689572184462302,0.3631292642966175,0.370481845306317,0.37034805700032547,0.17034521649829193
33.5199,78.2006,-1.611647258293108,33.5199,-0.5082720416501219,-0.48666845266467623,-0.6429952981972545,-0.81212190031448,-0.81212190031448,-1.62424380062896,-1.6242438006289612,-1.5939976198467878,-1.5939870776284462,-1.6143169156903538,-1.6143169156903552,-1.6140295582981452,-1.598754406646557,-1.647461727456096,-1.6244884532784405,-1.6270994223126931,-1.6257899888976795,-1.62581855858575,-1.5566483972264766,35.13154725829311,1.1033752166429862,1.1249788056284318,0.9686519600958535,0.7995253579786281,0.7995253579786281,0.012596542335851835,0.012596542335853167,0.01764963844632028,0.017660180664661906,0.0026696573972457838,0.002669657397247116,0.0023823000050371412,0.012892851646550962,0.03581446916298803,0.012841194985332427,0.015452164019585046,0.014142730604571385,0.01417130029264202,0.05499886106663143
77.464,76.5408,1.6692091455029272,77.464,-0.47501404040608763,-0.4573509331648192,0.7975361677522189,0.36541288647927744,0.36541288647927744,0.7308257729585549,0.7308257729585691,0.7172165546622526,0.7172118112087975,0.7425693742953141,0.7425693742953283,0.742506757409531,0.7385785904885384,0.7364220895216055,1.5828441588699345,2.026420934477077,1.6761117203273979,1.6939570023014865,0.8672160987103312,75.79479085449707,2.1442231859090146,2.1265600786677465,0.8716729777507083,1.3037962590236498,1.3037962590236498,0.9383833725443723,0.9383833725443581,0.9519925908406746,0.9519973342941297,0.9266397712076131,0.9266397712075989,0.9267023880933962,0.9306305550143888,0.9327870559813217,0.08636498663299275,0.35721178897414974,0.006902574824470653,0.024747856798559287,0.801993046792596
83.0481,84.7844,-2.0114881024977325,83.0481,0.20269113239393874,0.20130609712693337,-0.9863355007312451,-0.9785132321852685,-0.9785132321852685,-1.957026464370537,-1.957026464370537,-1.9205833046589682,-1.9205706025016447,-1.956561769079467,-1.956561769079467,-1.9565561096565207,-1.955764232256531,-1.9630284936579245,-1.963533788712554,-1.9767147337167514,-1.9639524981016991,-1.9640705361068473,-2.0488596446940712,85.05958810249774,2.214179234891671,2.212794199624666,1.0251526017664874,1.032974870312464,1.032974870312464,0.0544616381271954,0.0544616381271954,0.09090479783876426,0.09091749999608778,0.05492633341826547,0.05492633341826547,0.05493199284121175,0.05572387024120151,0.04845960883980793,0.04795431378517856,0.03477336878098103,0.047535604396033326,0.047417566390885124,0.03737154219633876
