x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals
8.999,818.7386870660521,8.999,80.98200100000001,728.7570269990001,809.7390279990001,818.7380279990001,818.7380279990001,809.739687066052,737.7566860660521,89.98166006705196,8.999659067051994,0.0006590670519699415,0.0006590670519699415
25.1393,16544.759365564216,25.1393,631.98440449,15887.645539795456,16519.629944285458,16544.769244285457,16544.769244285457,16519.620065564217,15912.774961074216,657.1138257687599,25.129421278757945,0.009878721240966115,0.009878721240966115
18.3553,6539.482968686617,18.3553,336.91703809,6184.213309253377,6521.130347343377,6539.485647343377,6539.485647343377,6521.127668686617,6202.565930596616,355.2696594332401,18.35262134323966,0.002678656760508602,0.002678656760508602
65.8525,289975.1845896729,65.8525,4336.551756250001,285572.7745284532,289909.3262847032,289975.1787847032,289975.17878470314,289909.3320896729,285638.6328334229,4402.410061219707,65.85830496967537,0.005804969696328044,0.005804969754535705
47.6543,110538.28522277616,47.6543,2270.9323084899997,108219.689508475,110490.621816965,110538.27611696499,110538.27611696499,110490.63092277617,108267.35291428617,2318.595714301162,47.66340581116674,0.009105811172048561,0.009105811172048561
99.7252,1001823.479881404,99.7252,9945.11551504,991778.633760467,1001723.7492755072,1001823.4744755072,1001823.474475507,1001723.754681404,991878.364366364,10044.846120936912,99.73060589679517,0.005405896808952093,0.005405896925367415
38.6343,59197.161778129965,38.6343,1492.6091364900003,57665.90916189562,59158.51829838562,59197.15259838562,59197.15259838562,59158.52747812997,57704.552641639966,1531.252616234342,38.643479744343495,0.009179744345601648,0.009179744345601648
45.385,95589.12364134962,45.385,2059.798225,93483.942441625,95543.740666625,95589.125666625,95589.125666625,95543.73864134963,93529.32541634962,2105.181199724626,45.38297472462,0.002025275374762714,0.002025275374762714
82.2541,563357.5999150099,82.2541,6765.736966809999,556509.6050416863,563275.3420084963,563357.5961084963,563357.5961084963,563275.3458150099,556591.8629482,6847.994873323594,82.25790651363786,0.003806513617746532,0.003806513617746532
95.433,878354.8873733348,95.433,9107.457489000002,869151.9905477372,878259.4480367374,878354.8810367374,878354.8810367372,878259.4543733349,869247.4298843348,9202.896825597622,95.4393365974538,0.006336597492918372,0.006336597609333694
