x1,x2,x3,x4,x5,y
0.950754024106177,0.6437267357821276,0.48187677173727095,0.44817876548327307,0.18804587976033615,1.5176140029495255
0.09484763342821712,0.6434691262803548,0.4124524287689372,0.5863022173671916,0.1545308180478686,0.6973177043484373
0.8607043194355549,0.7832386829056792,0.776320714670169,0.23687735667135545,0.9633188094974062,2.7747483618825948
0.3124402068389215,0.6717894958492634,0.45815735357961607,0.1032398199303235,0.696711847807103,1.0241853881945335
0.6591307471215794,0.010044514013651806,0.14977512315148622,0.6936538923683155,0.7386588824678904,1.1139994735437655
0.8905846160683207,0.5712059355826222,0.9674207876961936,0.7659013681791144,0.43190316661346395,2.481407215214995
0.8703153347174759,0.7846881731602976,0.8551149322932169,0.15970821733189555,0.26393337809996487,2.113260691615807
0.42384561104160035,0.32344853273353635,0.3832835614871646,0.9269474651570385,0.8778317167575994,1.8443126077399046
0.37168154485747296,0.3037300854028123,0.8511842842791381,0.2643967142635012,0.9274401231345768,1.7716821484919874
0.06394125420021413,0.6015030999842286,0.3591902750968494,0.9348421162676436,0.32782170868525073,1.2396284537031732
0.4014823785556041,0.38947325089189366,0.8359651859307536,0.9715885082111411,0.20093565475966435,2.0288096372612308
0.6921561822378258,0.5261378240256913,0.5882659740472364,0.3809835231135237,0.4450784747439026,1.2110843144714425
0.1728902455024831,0.25605031206293005,0.04254037879607653,0.92167266505832,0.9846143965135129,1.885549124419595
0.5891150148507114,0.8008305119341795,0.8306935948145392,0.5884804669934548,0.23120627706520247,1.9242569684530453
0.18347614821217773,0.2555392910679235,0.9877578163296448,0.11810183268559049,0.39414726489139207,1.2222047071740483
0.09239713832134644,0.2565760554472065,0.8636226751521976,0.6437720981303757,0.6143945581977679,1.0616650063766602
0.2291034418644563,0.9314663409717887,0.18940479712678215,0.9739027271809131,0.8207256781601073,2.375537633670879
0.8404887395501982,0.7258959151934496,0.2863290329273278,0.9653581066903151,0.6606035153389902,2.385162933850676
0.44142446527936063,0.4460949667859764,0.08443136912011961,0.3449793159013602,0.833360600119853,1.0571339441180911
0.3402860336830654,0.6911789296578722,0.46291412807762955,0.14712039612071792,0.43965515382009623,0.9341075572102268
