x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_19_Y_pred,Model_20_Y_pred,Model_21_Y_pred,Model_22_Y_pred,Model_23_Y_pred,Model_24_Y_pred,Model_25_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals,Model_19_Residuals,Model_20_Residuals,Model_21_Residuals,Model_22_Residuals,Model_23_Residuals,Model_24_Residuals,Model_25_Residuals
46.0924,-0.925054466851056,46.0924,0.858065016606554,-0.7718469287056327,-0.9806185,-0.9168919805128461,-0.9870179694640298,-0.9870179694640298,-0.9981595257029385,-1.147620606605868,-1.9601513987748662,-1.3578607386507682,-1.3440760379743009,-1.3536677125236842,-1.3932503691636144,-1.3755539789071913,-1.3785365537070464,-1.3789783249154468,-1.3763780945092594,-1.3608051486507682,-1.3656755033353432,-1.3796808423305411,-1.3858622096924424,-1.3824510369921998,-1.3937895515813925,-1.3805374906109775,47.017454466851056,1.78311948345761,0.15320753814542332,0.05556403314894398,0.008162486338209818,0.061963502612973786,0.061963502612973786,0.07310505885188257,0.2225661397548121,1.0350969319238104,0.4328062717997122,0.4190215711232449,0.42861324567262826,0.4681959023125585,0.45049951205613536,0.45348208685599045,0.45392385806439084,0.45132362765820344,0.4357506817997122,0.4406210364842872,0.45462637547948515,0.4608077428413865,0.4573965701411439,0.46873508473033654,0.45548302375992156
4.3683,-1.0204775286584722,4.3683,-0.9413831658447694,0.09627306779284774,-0.9806185,-0.6624833648323531,-0.8366259817485248,-0.8366259817485248,-0.9138503479379523,-0.4786069934867716,-0.15375198546526758,-1.0698121823120679,-0.8488010260396048,-0.9500082004552814,-0.8507931971444211,-0.9603011147282445,-0.9409923041386365,-0.9375412224259321,-0.9573545667069915,-1.0936655798807373,-1.0982066022753378,-0.9139444975313021,-1.101771051101808,-1.0910828614102546,-0.9664784297131119,-1.0417588200048076,5.388777528658472,0.07909436281370275,1.11675059645132,0.03985902865847224,0.35799416382611904,0.18385154690994743,0.18385154690994743,0.10662718072051991,0.5418705351717006,0.8667255431932046,0.049334653653595684,0.17167650261886735,0.07046932820319074,0.16968433151405105,0.06017641393022766,0.07948522451983564,0.08293630623254011,0.0631229619514807,0.07318805122226513,0.07772907361686565,0.10653303112717005,0.08129352244333576,0.07060533275178238,0.05399909894536026,0.021281291346335385
1.8148,-0.7491747673470981,1.8148,0.9703785087866577,0.8276014583751782,-0.9806185,-0.6716027833327795,-0.5672369370839402,-0.5672369370839402,-0.7003588407361648,-0.22126263525706324,0.0036769416518385167,-0.955531121075284,-0.41241706474951806,-0.6560269942183301,-0.7456315544080636,-0.8505797627416738,-0.5943422811480195,-0.5941348251569016,-0.6512020296165462,-0.7569424072974806,-0.763137638808331,-0.655064844349919,-0.7516188758558867,-0.7569985718383958,-0.6321964214830375,-0.709913390501691,2.563974767347098,1.7195532761337557,1.5767762257222762,0.23144373265290186,0.07757198401431864,0.1819378302631579,0.1819378302631579,0.04881592661093326,0.5279121320900348,0.7528517089989366,0.20635635372818595,0.33675770259758003,0.09314777312876799,0.003543212939034479,0.1014049953945757,0.15483248619907863,0.15503994219019646,0.09797273773055193,0.007767639950382543,0.013962871461232873,0.09410992299717913,0.0024441085087886227,0.007823804491297714,0.11697834586406064,0.03926137684540709
7.3359,-1.0531630453028649,7.3359,0.8687707802257635,-0.4095710140556033,-0.9806185,-0.7283523353024859,-0.7763260065716451,-0.7763260065716451,-0.7088203931168222,-0.3956174949686093,-0.3913974138625528,-1.1887382709330974,-1.0603331951434873,-1.120598915777629,-1.0355882562355834,-1.1121616885843404,-1.126725549014178,-1.1247325964199106,-1.1079373222331024,-1.1901112602168555,-1.1950229578081222,-1.1382395794718425,-1.176141335689316,-1.1854313429012329,-1.108178818085487,-1.1305886265066556,8.389063045302864,1.9219338255286282,0.6435920312472616,0.07254454530286492,0.324810710000379,0.2768370387312198,0.2768370387312198,0.34434265218604265,0.6575455503342555,0.6617656314403121,0.1355752256302325,0.007170149840622475,0.06743587047476418,0.017574789067281493,0.05899864328147553,0.07356250371131323,0.07156955111704577,0.05477427693023751,0.13694821491399067,0.1418599125052573,0.08507653416897765,0.12297829038645114,0.132268297598368,0.05501577278262215,0.07742558120379073
46.3888,-1.2793341673292669,46.3888,0.6706537721891624,-0.7677555850371752,-0.9806185,-0.9172848176545807,-0.9897330838730874,-0.9897330838730874,-1.0057233774160292,-1.2096061791918615,-0.37511447189742175,-1.0441203615625059,-1.0304742840282735,-1.0400046728290187,-1.0799028292170867,-1.0620100203897962,-1.0648961810447948,-1.0653410929313079,-1.042241250647862,-1.0470647715625059,-1.0519351262470809,-1.0660411669352103,-1.0495324564727295,-1.0468537270147682,-1.0749283462642825,-1.0514085144753116,47.66813416732927,1.9499879395184294,0.5115785822920916,0.2987156673292669,0.36204934967468616,0.2896010834561794,0.2896010834561794,0.2736107899132376,0.06972798813740533,0.9042196954318451,0.23521380576676099,0.2488598833009934,0.2393294945002482,0.19943133811218017,0.21732414693947066,0.21443798628447208,0.213993074397959,0.23709291668140486,0.23226939576676098,0.227399041082186,0.21329300039405652,0.22980171085653733,0.23248044031449866,0.2044058210649844,0.22792565285395527
58.8891,-0.8413997423116062,58.8891,0.7181640788827086,-0.5945717850499869,-0.9806185,-0.930790995037975,-0.9915325833893959,-0.9915325833893959,-1.0033492660587455,-1.260512783034685,-1.3897492749570848,-0.7261166135383577,-0.7170463923384243,-0.7245537799534496,-0.7754052585763328,-0.7507593610573453,-0.7501935116056571,-0.7507421844013615,-0.7123668039951843,-0.7290610235383577,-0.7339313782229326,-0.7513615104024937,-0.7156147591517156,-0.7098112360878516,-0.7609700607214661,-0.739176214381545,59.73049974231161,1.5595638211943148,0.24682795726161932,0.13921875768839376,0.08939125272636883,0.15013284107778968,0.15013284107778968,0.16194952374713933,0.41911304072307876,0.5483495326454786,0.11528312877324853,0.12435334997318193,0.11684596235815659,0.06599448373527339,0.09064038125426088,0.09120623070594913,0.09065755791024466,0.12903293831642193,0.11233871877324852,0.10746836408867355,0.09003823190911253,0.12578498315989062,0.13158850622375462,0.08042968159014008,0.10222352793006118
77.151,-1.0709569160944157,77.151,0.9834872882782218,-0.3584662507559747,-0.9806185,-0.9436719609533517,-0.989184140604938,-0.989184140604938,-0.9915298939846084,-1.19584621008195,-0.6515003250254505,-1.1482815834320315,-1.143230838637408,-1.1489612024693736,-1.2104511943853833,-1.1793648139087072,-1.1752581808157334,-1.1758981203988184,-1.1764797641162168,-1.1512259934320315,-1.1560963481166064,-1.1764463943631922,-1.181588066575583,-1.1978180202161446,-1.2216287953799034,-1.2166435359760301,78.22195691609441,2.0544442043726376,0.712490665338441,0.09033841609441573,0.12728495514106397,0.0817727754894777,0.0817727754894777,0.07942702210980723,0.12488929398753434,0.41945659106896516,0.07732466733761578,0.07227392254299225,0.07800428637495793,0.1394942782909676,0.1084078978142915,0.10430126472131773,0.10494120430440268,0.10552284802180112,0.08026907733761579,0.08513943202219076,0.10548947826877653,0.11063115048116723,0.1268611041217289,0.15067187928548775,0.14568661988161447
57.1836,-0.6242778566572992,57.1836,0.593122957619317,-0.6179415361432801,-0.9806185,-0.9292407763066871,-0.9608813229808909,-0.9608813229808909,-0.946801903513218,-0.8562280402607068,-0.11547308720758864,-0.6536513023806972,-0.6440746209905784,-0.6518059163270036,-0.7013897286873845,-0.6775189405340409,-0.6773628338879826,-0.6779000143956835,-0.6652092346741567,-0.6565957123806972,-0.6614660670652722,-0.6785282855948228,-0.6713840046339464,-0.6717443452039873,-0.664801367271571,-0.6841408236244026,57.8078778566573,1.2174008142766162,0.0063363205140191114,0.35634064334270077,0.30496291964938793,0.3366034663235917,0.3366034663235917,0.32252404685591884,0.23195018360340758,0.5088047694497105,0.02937344572339806,0.01979676433327926,0.027528059669704397,0.0771118720300853,0.05324108387674176,0.053084977230683394,0.0536221577383843,0.040931378016857534,0.03231785572339807,0.037188210407973044,0.05425042893752363,0.04710614797664725,0.04746648854668811,0.04052351061427184,0.05986296696710347
69.8796,-0.6127635197130914,69.8796,0.6922206931702282,-0.4489726127667515,-0.9806185,-0.9392272743239655,-0.9705507807237564,-0.9705507807237564,-0.9602232190065952,-0.931235578422851,-0.6407929468035509,-0.3413989630975002,-0.33499948504753996,-0.34132612830250997,-0.3991238874214658,-0.37025985025948305,-0.3674025678562567,-0.3680118719671025,-0.370074661905606,-0.3443433730975002,-0.34921372778207516,-0.36858399835442646,-0.3760625120273935,-0.38828972282816576,-0.35356913926840666,-0.4008818140540402,70.49236351971308,1.3049842128833196,0.1637909069463399,0.36785498028690855,0.32646375461087407,0.35778726101066505,0.35778726101066505,0.34745969929350384,0.3184720587097596,0.028029427090459524,0.2713645566155912,0.27776403466555144,0.27143739141058143,0.21363963229162558,0.24250366945360835,0.2453609518568347,0.2447516477459889,0.2426888578074854,0.2684201466155912,0.26354979193101624,0.24417952135866494,0.2367010076856979,0.22447379688492564,0.25919438044468474,0.21188170565905118
29.1753,-1.1227020200346978,29.1753,-0.7839270923497066,-0.9732705812980075,-0.9806185,-0.8843774541856947,-0.9815773676868323,-0.9815773676868323,-1.0028574536603203,-1.0551561613867366,-1.8714111552679422,-1.0992546919432842,-1.0728899732259103,-1.088043315265238,-1.1021297961289789,-1.1006906690361316,-1.1108551285086323,-1.1110127358460837,-1.0935470324025196,-1.1021991019484394,-1.1070694566324957,-1.111936041599142,-1.1082715218818675,-1.1033050129455853,-1.1232590165062657,-1.0857975644527462,30.298002020034698,0.3387749276849912,0.1494314387366903,0.14208352003469782,0.23832456584900308,0.14112465234786542,0.14112465234786542,0.11984456637437746,0.06754585864796114,0.7487091352332444,0.02344732809141359,0.04981204680878748,0.03465870476945976,0.02057222390571889,0.022011350998566215,0.01184689152606544,0.011689284188614035,0.029154987632178164,0.02050291808625837,0.015632563402202093,0.010765978435555823,0.014430498152830262,0.019397007089112517,0.0005569964715679276,0.036904455581951545
