x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals
9.1832,6.770499836563013,9.1832,2.21737572776915,4.14147222998558,6.652127183307449,6.755490759112387,6.755490759112387,6.766127532096509,6.767279016561875,6.765699073550083,6.766175817480051,6.763534177203847,6.764887104953954,2.4127001634369867,4.553124108793863,2.6290276065774325,0.11837265325556334,0.015009077450625519,0.015009077450625519,0.004372304466503607,0.0032208200011378807,0.004800763012929643,0.004324019082961428,0.006965659359165599,0.005612731609058841
58.9644,12.23660523005187,58.9644,4.076933871962307,14.462927742219986,12.23080161588692,12.2476187967215,12.2476187967215,12.247901580971034,12.247906376128652,12.247663376249733,12.247490967652821,12.24831151495276,12.247544171307975,46.727794769948126,8.159671358089563,2.2263225121681156,0.005803614164950233,0.011013566669630492,0.011013566669630492,0.0112963509191637,0.011301146076782231,0.01105814619786294,0.010885737600951018,0.011706284900890651,0.010938941256105394
92.5104,13.590759228066718,92.5104,4.52732107063076,20.433805899061447,13.58196321189228,13.592714801317094,13.592714801317094,13.592830392424897,13.592831641845018,13.592677675567115,13.592560174485381,13.593155504611243,13.592602663732926,78.91964077193329,9.063438157435957,6.843046670994729,0.008796016174438037,0.001955573250375764,0.001955573250375764,0.0020711643581794448,0.002072413778300586,0.001918447500397491,0.0018009464186636848,0.002396276544525122,0.0018434356662080376
39.4619,11.049621912717754,39.4619,3.675335649460636,10.736951332809868,11.026006948381909,11.051032089518742,11.051032089518742,11.051658183853599,11.051674044555062,11.051308139372553,11.051079153826889,11.052080455748563,11.051126353391663,28.412278087282246,7.374286263257118,0.31267057990788594,0.0236149643358452,0.0014101768009879834,0.0014101768009879834,0.002036271135844814,0.0020521318373081243,0.0016862266547992277,0.0014572411091346993,0.002458543030808613,0.0015044406739086469
46.5017,11.547883643266548,46.5017,3.8394888710648263,12.111429818288139,11.51846661319448,11.539743242003505,11.539743242003505,11.540195851571799,11.540205582505386,11.539896144892147,11.539690262533897,11.54062974235578,11.539746672649883,34.953816356733455,7.708394772201721,0.5635461750215907,0.029417030072067973,0.008140401263043273,0.008140401263043273,0.007687791694749535,0.007678060761161731,0.00798749837440127,0.008193380732651079,0.007253900910768607,0.00813697061666474
55.3202,12.063929924204466,55.3202,4.013138122119017,13.784773490624298,12.039414366357052,12.05732950721788,12.05732950721788,12.057650416577314,12.057656216573394,12.05739693508198,12.057215708952482,12.058078480568893,12.057279426443964,43.256270075795534,8.050791802085449,1.7208435664198323,0.02451555784741366,0.0066004169865863105,0.0066004169865863105,0.0062795076271520145,0.006273707631072156,0.006532989122485233,0.006714215251983902,0.005851443635572551,0.00665049776050175
61.427,12.353681878733973,61.427,4.117849477909736,14.917252398254487,12.353548433729209,12.369696829918226,12.369696829918226,12.369957572288286,12.369961816477753,12.369728709374414,12.369561848850585,12.370368116685086,12.369621148012827,49.07331812126603,8.235832400824236,2.563570519520514,0.00013344500476364374,0.016014951184253334,0.016014951184253334,0.01627569355431291,0.016279937743780337,0.0160468306404411,0.015879970116612796,0.016686237951113014,0.015939269278854695
12.5009,7.65764476148168,12.5009,2.52580064171638,4.949282137922474,7.57740192514914,7.654357633321687,7.654357633321687,7.66026525320493,7.660736324644928,7.659552741365592,7.659555629679746,7.659164246564915,7.659171604631575,4.84325523851832,5.1318441197653,2.708362623559206,0.08024283633254026,0.0032871281599931024,0.0032871281599931024,0.0026204917232499625,0.00309156316324799,0.0019079798839118922,0.0019108681980659625,0.0015194850832349616,0.0015268431498949298
81.5096,13.227304238815703,81.5096,4.400720804720996,18.521874851173994,13.20216241416299,13.21435625964927,13.21435625964927,13.214504940305895,13.214506764256308,13.214331769064124,13.214200316206687,13.214856149414286,13.214246168249304,68.2822957611843,8.826583434094708,5.2945706123582905,0.02514182465271375,0.012947979166433754,0.012947979166433754,0.01279929850980821,0.012797474559395283,0.012972469751579396,0.013103922609015939,0.01244808940141695,0.013058070566399849
14.7894,8.150753312705357,14.7894,2.6939107079484885,5.489936973917992,8.081732123845466,8.147160244709182,8.147160244709182,8.151433467821805,8.151721748028363,8.150721239029451,8.150582987417252,8.150584209806535,8.150128175914883,6.638646687294644,5.4568426047568686,2.660816338787365,0.06902118885989061,0.003593067996174426,0.003593067996174426,0.0006801551164485886,0.0009684353230063891,3.207367590540855e-05,0.00017032528810467795,0.00016910289882154927,0.0006251367904734906
