x1,x2,x3,x4,x5,y
4.3424,4.2814,3.2246,3.7245,4.898,20.4709
3.3004,3.2785,4.8348,3.2218,3.8916,18.5271
4.5607,4.1007,4.5614,3.3537,4.774,21.3505
4.857,4.4862,3.7657,3.5988,3.5541,20.2618
3.1165,3.7935,3.1639,4.7277,4.1397,18.9413
3.2729,4.5699,3.9159,3.092,4.5736,19.4243
3.5339,4.9473,4.1718,4.3616,3.2971,20.3117
4.4853,4.8866,3.0445,4.5389,4.2504,21.2057
3.8104,4.7928,3.8574,3.1886,4.43,20.0792
3.9645,3.1861,4.3683,3.8477,3.9605,19.3271
3.0638,4.661,3.5619,4.8686,3.7783,19.9336
4.0127,3.3666,4.4001,3.9011,3.0466,18.7271
4.7566,4.396,3.3512,4.4319,3.6094,20.5451
3.6817,3.5387,4.0427,4.6025,3.1287,18.9943
4.1632,3.4265,3.6581,3.466,4.3444,19.0582
3.7212,4.0761,4.9918,3.637,4.0278,20.4539
4.6626,3.6324,4.6014,4.9501,3.4236,21.2701
3.4151,3.9755,4.2733,4.0157,3.3538,19.0334
4.9633,3.8951,3.4606,4.2176,4.93,21.4666
4.2923,3.0114,4.7393,4.1973,4.6624,20.9027
