x1,x2,x3,x4,x5,y
3.6263,4.7972,4.6873,4.5103,4.2892,1577.4516
3.8661,4.6042,3.8135,4.9972,3.9272,1332.1734
4.8378,4.9321,4.9567,3.8906,3.375,1552.969
3.3017,3.0228,3.222,3.0483,4.303,421.7952
3.1265,4.2998,3.5303,4.6383,4.9832,1096.9465
3.972,3.7201,3.0193,4.4956,3.2939,660.6451
3.5472,3.8449,4.4288,3.465,4.0273,842.896
4.9861,4.3507,3.7697,3.778,3.58,1106.0427
4.185,4.0563,4.7272,4.3953,3.6646,1292.5418
4.3025,3.2411,4.3368,4.1756,3.8857,981.2301
3.7874,4.4832,3.335,4.8047,4.1524,1129.7714
4.44,4.1726,3.9165,3.6286,3.192,840.4073
4.2487,3.5771,4.2365,4.7101,3.4227,1037.9904
3.0231,3.3354,3.6126,3.9763,4.7728,691.3098
4.5709,3.6353,4.0531,3.3511,4.5315,1022.7245
3.2631,4.8836,4.5726,3.1499,3.0641,703.2883
3.4001,4.5607,3.4427,3.2468,4.4714,775.0352
4.6965,3.1052,4.1161,3.5697,4.6941,1005.8515
4.7156,3.4942,4.8943,4.2117,4.88,1657.4963
4.0972,3.9882,3.1542,4.0862,3.7621,792.3248
