x1,x2,x3,x4,x5,y
3.0,3.0202,3.0404,3.0606,3.0808,405.5078
3.101,3.1212,3.1414,3.1616,3.1818,469.868
3.202,3.2222,3.2424,3.2626,3.2828,542.2398
3.303,3.3232,3.3434,3.3636,3.3838,623.355
3.404,3.4242,3.4444,3.4646,3.4848,713.9886
3.5051,3.5253,3.5455,3.5657,3.5859,815.066
3.6061,3.6263,3.6465,3.6667,3.6869,927.2536
3.7071,3.7273,3.7475,3.7677,3.7879,1051.5595
3.8081,3.8283,3.8485,3.8687,3.8889,1188.9455
3.9091,3.9293,3.9495,3.9697,3.9899,1340.423
4.0101,4.0303,4.0505,4.0707,4.0909,1507.0546
4.1111,4.1313,4.1515,4.1717,4.1919,1689.9553
4.2121,4.2323,4.2525,4.2727,4.2929,1890.2936
4.3131,4.3333,4.3535,4.3737,4.3939,2109.2928
4.4141,4.4343,4.4545,4.4747,4.4949,2348.2323
4.5152,4.5354,4.5556,4.5758,4.596,2608.7176
4.6162,4.6364,4.6566,4.6768,4.697,2891.6301
4.7172,4.7374,4.7576,4.7778,4.798,3198.6719
4.8182,4.8384,4.8586,4.8788,4.899,3531.3597
4.9192,4.9394,4.9596,4.9798,5.0,3891.2723
