x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals
80.5822,0.0708240075566126,80.5822,-0.8908482837329748,-0.8908482837329748,-0.7950794021220094,0.06724413072816093,0.06724413072816093,0.06290591371570842,0.0628911159404334,0.06840948821405732,0.06559050202693806,0.06553844550069365,0.06369932678343493,0.06730881646173348,0.06214682500895583,0.06650407397663316,80.51137599244339,0.9616722912895873,0.9616722912895873,0.865903409678622,0.003579876828451664,0.003579876828451664,0.00791809384090418,0.007932891616179202,0.0024145193425552797,0.00523350552967454,0.005285562055918944,0.007124680773177669,0.0035151910948791193,0.008677182547656766,0.0043199335799794375
51.3393,0.0288861382750447,51.3393,0.8790270025121231,0.8790270025121231,0.9112322418909344,0.03685127825980028,0.03685127825980028,0.04113192847413716,0.04114652988751066,0.038680424157777074,0.03941372660062059,0.03949299673733786,0.03428296043713714,0.04137122839490659,0.03494152053262489,0.03957958447633714,51.31041386172496,0.8501408642370784,0.8501408642370784,0.8823461036158897,0.007965139984755579,0.007965139984755579,0.012245790199092457,0.012260391612465962,0.009794285882732373,0.01052758832557589,0.010606858462293159,0.005396822162092439,0.012485090119861889,0.006055382257580191,0.010693446201292436
74.1742,-0.6202998117375282,74.1742,-0.940474473197063,-0.940474473197063,-0.9106230582886926,-0.6062196351607494,-0.6062196351607494,-0.6107995197874607,-0.6108151418974882,-0.6049536010141054,-0.6081163511987123,-0.6081759033898169,-0.6096163356432177,-0.6068540349600743,-0.6106735783023647,-0.6093197430677884,74.79449981173752,0.32017466145953477,0.32017466145953477,0.29032324655116437,0.014080176576778847,0.014080176576778847,0.009500291950067519,0.009484669840040039,0.015346210723422793,0.012183460538815916,0.012123908347711376,0.010683476094310529,0.013445776777453955,0.009626233435163556,0.010980068669739884
71.0743,1.863805129453569,71.0743,0.9254914477537554,0.9254914477537554,0.9653740075235585,1.890949985283495,1.890949985283495,1.895456906177702,1.8954722794064693,1.892271237409791,1.8928979768925327,1.8929590507067158,1.8876345148885625,1.8914855630549967,1.886815292237459,1.8907939493846055,69.21049487054643,0.9383136816998136,0.9383136816998136,0.8984311219300104,0.027144855829926096,0.027144855829926096,0.03165177672413311,0.03166714995290043,0.028466107956222064,0.029092847438963787,0.029153921253146864,0.023829385434993577,0.0276804336014278,0.02301016278389012,0.026988819931036634
22.1667,-1.1310768473797652,22.1667,-0.1746511138007259,-0.1746511138007259,-0.9052081268395282,-1.1673262609031967,-1.1673262609031967,-1.1681767698472776,-1.1681796709562327,-1.163089858100795,-1.1685076846288727,-1.1685418997684505,-1.1663533102785186,-1.1724194987578525,-1.1639078903607818,-1.1722651542125713,23.297776847379765,0.9564257335790394,0.9564257335790394,0.225868720540237,0.03624941352343147,0.03624941352343147,0.03709992246751237,0.037102823576467436,0.03201301072102969,0.03743083724910745,0.03746505238868525,0.03527646289875341,0.041342651378087236,0.03283104298101658,0.041188306832806054
65.2979,0.6138889114369817,65.2979,0.6253232752562774,0.6253232752562774,0.9635750748117075,0.6242910387038292,0.6242910387038292,0.6273362127480915,0.6273465999189156,0.6257291717831472,0.625723797379661,0.6257685800410728,0.6211475095878981,0.6227233830254093,0.6207684595403488,0.6255422246442047,64.68401108856301,0.011434363819295745,0.011434363819295745,0.3496861633747258,0.010402127266847527,0.010402127266847527,0.013447301311109827,0.01345768848193396,0.011840260346165588,0.01183488594267934,0.011879668604091176,0.007258598150916451,0.00883447158842765,0.006879548103367106,0.01165331320722307
94.8157,-0.0429758795318059,94.8157,0.5378800593592656,0.5378800593592536,-0.3631005720624609,-0.06992034904305056,-0.06992034904305056,-0.06730100244186121,-0.06729206777993435,-0.06892993216061442,-0.06907191498811505,-0.06904508427140976,-0.07372250468050774,-0.06574976481112715,-0.0763867658493973,-0.06404450313441412,94.85867587953182,0.5808559388910716,0.5808559388910596,0.320124692530655,0.026944469511244656,0.026944469511244656,0.024325122910055313,0.02431618824812845,0.025954052628808524,0.026096035456309147,0.026069204739603863,0.030746625148701842,0.022773885279321254,0.0334108863175914,0.021068623602608222
10.6742,-1.827056641916128,10.6742,-0.9488022169117933,-0.9488022169117933,-0.911419332116146,-1.8167029610829029,-1.8167029610829029,-1.8213233998198013,-1.821339160260993,-1.8079053865574115,-1.8300798346289215,-1.8304172917160697,-1.8090201601401343,-1.8318422762875644,-1.8067380378657376,-1.8293836207461782,12.501256641916129,0.8782544250043347,0.8782544250043347,0.915637309799982,0.010353680833225187,0.010353680833225187,0.005733242096326752,0.0057174816551350816,0.019151255358716535,0.0030231927127934988,0.003360649799941662,0.018036481775993707,0.004785634371436309,0.020318604050390432,0.002326978830050175
43.9677,-0.8683649087368712,43.9677,-0.014596631876960421,-0.014596631876960421,-0.7809337576164507,-0.8891743213079494,-0.8891743213079494,-0.8892454033966612,-0.8892456458595837,-0.8870385018313791,-0.8892240180345294,-0.8892255429112287,-0.8912914976402673,-0.8853120625421804,-0.8901090177133865,-0.886962473562285,44.83606490873687,0.8537682768599107,0.8537682768599107,0.08743115112042055,0.020809412571078156,0.020809412571078156,0.020880494659790028,0.020880737122712434,0.01867359309450789,0.020859109297658218,0.020860634174357462,0.02292658890339605,0.0169471538053092,0.021744108976515242,0.018597564825413748
24.8642,0.5390542564624011,24.8642,-0.2653252320777358,-0.2653252320777358,0.34173525705343366,0.5385918181640119,0.5385918181640119,0.5372997480588653,0.5372953407728764,0.5423686165327509,0.5369923321617559,0.5369454069221165,0.5388886537150571,0.5407166208771899,0.5412257409938271,0.5389017277827741,24.3251457435376,0.804379488540137,0.804379488540137,0.19731899940896747,0.0004624382983892117,0.0004624382983892117,0.0017545084035358594,0.0017589156895246871,0.0033143600703497977,0.0020619243006452237,0.002108849540284674,0.00016560274734400693,0.0016623644147887306,0.0021714845314260156,0.00015252867962700645
72.9524,-1.455517523807103,72.9524,-0.6409758584243198,-0.6409758584243198,-0.776600451769813,-1.418349348814011,-1.418349348814011,-1.4214707471759587,-1.4214813943499869,-1.4170621112454047,-1.4196637186795065,-1.4197049637626142,-1.4217148573580398,-1.4227097436958296,-1.4226781519032878,-1.423969215350568,74.4079175238071,0.8145416653827832,0.8145416653827832,0.67891707203729,0.037168174993091885,0.037168174993091885,0.034046776631144304,0.03403612945711609,0.038455412561698266,0.035853805127596505,0.03581256004448874,0.03380266644906316,0.03280778011127339,0.03283937190381514,0.03154830845653489
6.9653,-0.2078192992165273,6.9653,0.6304359442812832,0.6304359442812839,-0.2972940255385256,-0.2457850528057528,-0.2457850528057528,-0.24271498129224867,-0.24270450919548525,-0.23230292425421878,-0.2321128341329064,-0.23182023093185944,-0.23121089625744187,-0.2284886441674303,-0.22975261870299385,-0.22857781476256367,7.173119299216527,0.8382552434978106,0.8382552434978112,0.08947472632199827,0.03796575358922549,0.03796575358922549,0.03489568207572136,0.03488520997895794,0.02448362503769147,0.02429353491637909,0.02400093171533213,0.023391597040914563,0.020669344950903,0.02193331948646654,0.02075851554603636
85.6904,0.2395630908627924,85.6904,-0.7626487412103525,-0.7626487412103525,-0.058264342225332305,0.20887369531475086,0.20887369531475086,0.20515977925961715,0.2051471109917512,0.20996958318550418,0.20754250009851782,0.2075005179113263,0.20522669598086515,0.20496952643164024,0.20327680452348001,0.20469006113575616,85.45083690913721,1.002211832073145,1.002211832073145,0.2978274330881247,0.030689395548041537,0.030689395548041537,0.03440331160317525,0.0344159798710412,0.029593507677288217,0.032020590764274576,0.03206257295146611,0.034336394881927246,0.03459356443115216,0.036286286339312385,0.03487302972703624
75.2424,-0.0584199002526562,75.2424,-0.15519385824776158,-0.15519385824776158,0.10952699425314372,-0.04246170596617409,-0.04246170596617409,-0.043217462752568006,-0.04322004065935679,-0.0412136454311566,-0.04277024765515679,-0.042779939653519575,-0.045884847076404486,-0.03891988950152968,-0.04702436248412083,-0.03666046324417534,75.30081990025266,0.09677395799510538,0.09677395799510538,0.16794689450579992,0.01595819428648211,0.01595819428648211,0.015202437500088192,0.015199859593299406,0.0172062548214996,0.01564965259749941,0.015639960599136624,0.012535053176251712,0.01950001075112652,0.011395537768535371,0.02175943700848086
