x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals
89.5186,64942927.88492116,89.5186,8013.579745960001,717364.4398466949,6619975.596256772,64217460.34486035,64934824.78470705,64934824.78470704,64934829.27915347,64943200.87537958,64941643.306852214,64942838.36445301,64942838.36632116,64934914.3051752,64225563.44507447,58322952.28866439,725467.5400608107,8103.100214116275,8103.100214123726,8098.605767689645,272.99045841395855,1284.5780689492822,89.52046815305948
36.4164,1808341.308549125,36.4164,1326.1541889600003,48293.76140684296,11261.487394840946,1758684.932896156,1806978.6943029992,1806978.694302999,1806982.289322222,1807542.5819199376,1808125.2579183618,1808304.848491959,1808304.892149125,1807015.154360165,1760047.5471422821,1797079.821154284,49656.37565296888,1362.6142461257987,1362.6142461260315,1359.0192269030958,798.726629187353,216.0506307631731,36.46005716593936
62.7683,15773793.654341668,62.7683,3939.8594848900007,247298.28210542104,440469.9624454151,15522492.7606777,15769791.042783123,15769791.042783123,15769795.18223329,15772678.546984639,15773159.137927094,15773730.902268011,15773730.886041667,15769853.794856777,15526495.372236246,15333323.691896252,251300.89366396703,4002.611558545381,4002.611558545381,3998.4721083771437,1115.1073570288718,634.5164145734161,62.75207365676761
12.4369,26015.598977091056,12.4369,154.67648161,1923.6959341354088,46.20548901606429,23924.813963248664,25848.509897384076,25848.509897384076,25851.03056524419,25870.971355850226,25989.13095918202,26003.186378994073,26003.162077091056,25860.922495481056,24091.903042955648,25969.39348807499,2090.785013842393,167.08907970698056,167.08907970698056,164.5684118468671,144.6276212408302,26.468017909035552,12.412598096983857
35.3345,1604219.3691107496,35.3345,1248.52689025,44116.07340353862,9352.189250742957,1558819.3956773353,1602935.469080874,1602935.469080874,1602939.0339406978,1603450.577177148,1604015.8011892845,1604183.995971124,1604184.0346107495,1602970.8422204996,1560103.295707211,1594867.1798600066,45399.97343341424,1283.900029875571,1283.900029875571,1280.3351700517815,768.7919336014893,203.56792146502994,35.37313962564804
70.7865,25467174.3844189,70.7865,5010.728582250001,354691.9387874397,1072074.1202581576,25107400.9249771,25462092.863764543,25462092.863764543,25462097.12343285,25466234.31778021,25466368.81126512,25467103.59234679,25467103.5979189,25462163.65583665,25112482.445631463,24395100.264160745,359773.45944179967,5081.52065435797,5081.52065435797,5077.2609860524535,940.0666386894882,805.5731537826359,70.79207210987806
20.649,191052.32013192255,20.649,426.38120100000003,8804.345419449,463.6360722063414,181800.9285662024,190605.27398565144,190605.2739856514,190608.3016525435,190708.075283638,190981.43692912575,191031.6551866514,191031.67113192254,190625.93893092254,182247.97471247354,190588.6840597162,9251.391565720143,447.04614627111005,447.04614627113915,444.0184793790395,344.24484828455024,70.88320279680192,20.664945271157194
7.3236,3330.4671226601254,7.3236,53.63511696,392.802142568256,7.194991833314886,2876.7257713128797,3269.527913881135,3269.5279138811356,3271.5190158914916,3274.114350258191,3320.8229054740923,3323.163030841136,3323.143522660125,3276.8320057001256,2937.6649800918694,3323.2721308268106,453.74135134724565,60.93920877899018,60.93920877898972,58.94810676863381,56.352772401934544,9.644217186033075,7.304091818989491
47.4362,5172407.08069356,47.4362,2250.19307044,106740.60852800593,62036.11208471884,5063368.854256195,5170109.462784202,5170109.462784201,5170113.322169852,5171355.787477495,5172042.851149122,5172359.6558546405,5172359.644493559,5170156.88762312,5065666.472165554,5110370.968608841,109038.2264373647,2297.617909357883,2297.6179093588144,2293.758523707278,1051.2932160645723,364.2295444374904,47.42483891919255
18.649,127806.81727661344,18.649,347.78520100000003,6485.846213449001,279.910350758798,120954.54603461042,127440.39224805942,127440.39224805942,127443.31804058477,127516.1222856169,127748.73599604217,127788.17744905943,127788.16827661343,127459.03207561343,121320.97106316444,127526.90692585464,6852.271242003015,366.42502855401835,366.42502855401835,363.49923602867057,290.6949909965333,58.08128057126305,18.6398275540123
6.4845,2089.2665213420505,6.4845,42.048740249999994,272.66505615112493,5.07992581610369,1768.0965566119696,2040.7616127630945,2040.7616127630945,2042.6310274768882,2043.9453044917263,2081.6009262321804,2082.8103530130948,2082.7820213420505,2047.2177810920505,1816.6014651909256,2084.186595525947,321.1699647300809,48.50490857895602,48.50490857895602,46.63549386516229,45.32121685032416,7.6655951098700825,6.456168328955755
5.7591,1329.9763162912918,5.7591,33.16723281,191.01341047607102,3.7227164918773483,1100.0653322727405,1291.0787427488117,1291.0787427488117,1292.8295239613112,1293.3090535322124,1323.8341223534023,1324.2459755588116,1324.2172162912918,1296.8090834812917,1138.962905815221,1326.2535997994146,229.9109840185513,38.89757354248013,38.89757354248013,37.1467923299806,36.66726275907945,6.142193937889488,5.730340732480272
66.2823,19597125.830377374,66.2823,4393.3432932900005,291200.89816883585,656755.013342527,19301465.29269623,19592666.190865062,19592666.190865066,19592670.384787954,19596066.310792264,19596418.83640492,19597059.534158356,19597059.548077375,19592732.487084083,19305924.932208538,18940370.817034848,295660.53768114373,4459.639512311667,4459.639512307942,4455.445589419454,1059.5195851102471,706.99397245422,66.29621901735663
64.8581,17972359.292806637,64.8581,4206.57313561,272830.3410867069,559649.5752140281,17695257.545235742,17968087.886322454,17968087.88632245,17968092.05852426,17971273.507951047,17971682.17177082,17972294.45945806,17972294.434706636,17968152.719671026,17699528.95171993,17412709.71759261,277101.74757089466,4271.406484182924,4271.406484186649,4267.234282378107,1085.7848555892706,677.1210358180106,64.83334857597947
81.7366,45186882.09391981,81.7366,6680.87177956,546071.7442971838,3227850.334545736,44634047.734921195,45180119.47921838,45180119.47921838,45180123.88272026,45186495.522119135,45185810.0179514,45186800.35099794,45186800.35731982,45180201.22214025,44640810.34962263,41959031.759374075,552834.358998619,6762.61470143497,6762.61470143497,6758.211199551821,386.57180067896843,1072.075968414545,81.74292187392712
71.8938,27092490.111929838,71.8938,5168.71847844,371598.81254526967,1205083.9175630813,26715650.709367108,27087249.521912374,27087249.521912377,27087253.797102403,27091588.38396742,27091659.34508731,27092418.24039082,27092418.218129836,27087321.393451396,26720891.299384568,25887406.194366757,376839.40256273,5240.590017464012,5240.590017460287,5236.314827434719,901.7279624193907,830.7668425291777,71.87153901904821
41.9542,3173793.251151839,41.9542,1760.15489764,73845.8906065681,27596.402292578885,3098145.263686079,3171991.154292647,3171991.154292647,3171994.8908711937,3172853.3936805474,3173507.576809769,3173751.3091902873,3173751.296951839,3172033.096254199,3099947.3605452706,3146196.84885926,75647.98746575974,1802.09685919201,1802.09685919201,1798.36028064508,939.8574712914415,285.67434206977487,41.941961551550776
42.5638,3361139.874576877,42.5638,1811.67707044,77111.86049079408,30303.782910115046,3282173.807558061,3359285.668048855,3359285.668048855,3359289.419052982,3360186.0415543173,3360845.957940175,3361097.345119295,3361097.3107768768,3359328.197506437,3284028.0140860826,3330836.091666762,78966.06701881578,1854.206528021954,1854.206528021954,1850.4555238950998,953.8330225595273,293.91663670167327,42.52945758169517
93.1212,76012186.74992578,93.1212,8671.55788944,807505.8765341202,9087081.07575752,75195916.2299091,76003422.10644323,76003422.10644323,76003426.6403451,76012850.70655882,76010797.32958815,76012093.66433267,76012093.62872578,76003515.19203633,75204680.87339166,66925105.67416826,816270.5200166702,8764.643482550979,8764.643482550979,8760.109580680728,663.9566330462694,1389.4203376322985,93.08559310436249
66.1575,19450509.95803313,66.1575,4376.8148062499995,289559.12554448436,647676.4428978608,19156507.848209225,19446066.973753706,19446066.973753706,19446071.16579197,19449447.924015388,19449805.60603572,19450443.78855996,19450443.80053313,19446133.14322688,19160950.832488645,18802833.51513527,294002.10982390493,4442.984279423952,4442.984279423952,4438.7922411598265,1062.0340177416801,704.3519974090159,66.16947317123413
58.1726,11652105.095031222,58.1726,3384.0513907600002,196859.0679341252,254720.60771030176,11451803.815304693,11648662.883238817,11648662.883238817,11648666.94665327,11650961.449087828,11651559.414850252,11652046.934629578,11652046.922431223,11648721.043640463,11455246.027097097,11397384.48732092,200301.2797265295,3442.2117924056947,3442.2117924056947,3438.148377953097,1143.6459433939308,545.6801809705794,58.160401644185185
26.7687,533387.8400632854,26.7687,716.5632996899999,19181.4680004117,1842.1146152412232,513462.96246262064,532644.4304630323,532644.4304630323,532647.7176963269,532868.3971196988,533269.9227728506,533360.9937627224,533361.0713632854,532671.2767635954,514206.37206287374,531545.7254480442,19924.877600664797,743.4096002531005,743.4096002531005,740.1223669585306,519.4429435866186,117.91729043482337,26.84630056307651
26.5128,513474.5835487858,26.5128,702.9285638399999,18636.604427377148,1746.2314365884201,494108.56586216483,512745.170289542,512745.17028954194,512748.4479171772,512962.7750101569,513358.974032332,513448.098853382,513448.0707487858,512771.65498494584,494837.97912140866,511728.35211219743,19366.017686620995,729.4132592438255,729.4132592438837,726.1356316086021,511.8085386289167,115.60951645381283,26.484695403836668
63.4031,16418983.653861023,63.4031,4019.9530896100005,254877.48773585184,473990.8787168725,16160022.842664989,16414900.33040084,16414900.330400841,16414904.479913596,16417876.330923142,16418336.356155032,16418920.283490451,16418920.250761023,16414963.700771414,16164106.16612517,15944992.77514415,258960.81119603477,4083.3234601840377,4083.323460182175,4079.173947427422,1107.322937881574,647.2977059911937,63.370370572432876
95.9321,85586775.48296833,95.9321,9202.96781041,882860.0282850332,11561316.845538868,84694616.51944263,85577476.54772767,85577476.54772766,85577481.11136833,85587784.99798992,85585301.30219291,85586679.51553808,85586679.55086833,85577572.51515792,84703915.4546833,74025458.63742946,892158.9635256976,9298.935240656137,9298.935240671039,9294.37160000205,1009.5150215923786,1474.1807754188776,95.96743024885654
72.3356,27762214.60896109,72.3356,5232.43902736,378491.61650750204,1262183.509121106,27378418.175040063,27756909.79154757,27756909.791547567,27756914.07286397,27761329.13536023,27761373.605477434,27762142.230574924,27762142.27336109,27756982.16993373,27383722.99245359,26500031.099839985,383796.4339210279,5304.817413520068,5304.817413523793,5300.536097120494,885.4736008606851,841.0034836567938,72.37838616594672
33.8753,1356893.2789495927,33.8753,1147.5359500900001,38873.12457008378,7234.608113542439,1316838.7567489592,1355711.881319043,1355711.881319043,1355715.4040051783,1356165.7716961482,1356706.0046071194,1356859.417269133,1356859.4036495928,1355745.7429995027,1318020.154379509,1349658.6708360503,40054.52220063354,1181.3976305497345,1181.3976305497345,1177.8749444144778,727.5072534445208,187.2743424733635,33.8616804596968
72.4499,27937485.21118434,72.4499,5248.98801001,380288.65642642346,1277348.194397484,27551875.129228737,27932163.78565516,27932163.78565516,27932168.06855045,27936604.112065326,27936641.62125389,27937412.77366517,27937412.76128434,27932236.22317433,27557196.55475792,26660137.01678686,385610.08195560426,5321.425529181957,5321.425529181957,5317.142633892596,881.099119015038,843.5899304524064,72.43751917034388
85.66,54476861.36068442,85.66,7337.6356,628541.8654959999,4664771.126673115,53840896.198387355,54469438.06388336,54469438.06388336,54469442.51426933,54476777.04441325,54475684.551742405,54476775.69948336,54476775.70068442,54469523.72508442,53848319.495188415,49812090.2340113,635965.1622970626,7423.296801060438,7423.296801060438,7418.846415087581,84.3162711635232,1176.8089420124888,85.66120105981827
10.493,13398.607631791045,10.493,110.10304900000001,1155.3112931570001,23.929726292990523,12122.681399096402,13277.992692253403,13277.992692253403,13280.34340062158,13291.482337974563,13379.470768369374,13388.095741253403,13388.114631791044,13288.504582791045,12243.296338634045,13374.677905498054,1275.9262326946427,120.61493953764148,120.61493953764148,118.26423116946535,107.12529381648164,19.13686342167057,10.511890537642103
51.3612,7097079.617366707,51.3612,2637.9728654399996,135489.4519364369,106501.72380553724,6958900.838797723,7094390.290734159,7094390.29073416,7094394.229617182,7095972.2926728595,7096653.287318682,7097028.2635996,7097028.256166707,7094441.644501267,6961590.16543027,6990577.8935611695,138178.778568984,2689.3266325481236,2689.3266325471923,2685.387749524787,1107.3246938474476,426.3300480246544,51.353767107240856
61.989,15007958.141664231,61.989,3842.6361209999995,238201.17050466896,402245.0330206801,14765852.358413924,15004053.528918592,15004053.528918592,15004057.655875543,15006834.813425638,15007339.157664467,15007896.165039593,15007896.152664231,15004115.505543232,14769756.971159562,14605713.10864355,242105.78325030766,3904.6127456389368,3904.6127456389368,3900.4857886880636,1123.3282385934144,618.9839997645468,61.97662463784218
1.4583,11.21212144699455,1.4583,2.1266388899999997,3.1012774932869993,0.7906201161430593,4.5225929684604305,7.623870461747431,7.623870461747431,8.001141835484813,7.660081598014547,10.640492519991858,9.750509351747429,9.75382144699455,9.085482556994549,8.110843953707551,10.421501330851491,6.689528478534119,3.588250985247119,3.588250985247119,3.210979611509737,3.5520398489800025,0.571628927002692,1.461612095247121
98.1006,93569950.45220026,98.1006,9623.72772036,944093.4636039482,13871441.845775707,92616135.23562549,93560228.69922943,93560228.69922943,93560233.28522292,93571252.12332916,93568409.3356803,93569852.4269498,93569852.35160026,93560326.7244799,92625856.98859632,79698508.60642456,953815.2165747732,9721.752970829606,9721.752970829606,9717.166977345943,1301.671128898859,1541.1165199577808,98.02525046467781
9.5177,9168.214388358268,9.5177,90.58661328999999,862.1762093102328,16.836450744828053,8205.934507352002,9068.110716662235,9068.110716662235,9070.36386988521,9078.177658517383,9152.34559174989,9158.697329952234,9158.696688358268,9077.62777506827,8306.038179048035,9151.37793761344,962.2798810062668,100.10367169603342,100.10367169603342,97.8505184730584,90.03672984088553,15.868796608378034,9.517058406034266
79.9197,41312719.89935383,79.9197,6387.158448090001,510459.78702381847,2709662.695648641,40795793.04100747,41306252.828031294,41306252.82803129,41306257.20905367,41312213.05859653,41311694.68664939,41312639.98647937,41312639.979653835,41306332.74090574,40802260.11233001,38603057.20370519,516926.8583463654,6467.071322537959,6467.071322545409,6462.690300159156,506.8407573029399,1025.2127044424415,79.91287446022034
35.8883,1706413.81102455,35.8883,1287.97007689,46223.05651045139,10290.06355948776,1658866.9189640325,1705089.975474484,1705089.975474484,1705093.555885821,1705629.6851269112,1706203.963886632,1706377.945551374,1706377.9227245501,1705125.8409476602,1660190.7545140986,1696123.7474650624,47546.892060517566,1323.8355500660837,1323.8355500660837,1320.2551387290005,784.1258976389654,209.84713791823015,35.86547317611985
69.1069,23142801.31546615,69.1069,4775.763627609999,330038.2194368814,895479.9845369126,22807918.22680262,23137956.4462395,23137956.4462395,23137960.681894083,23141810.038497288,23142033.264213633,23142732.209867112,23142732.20856615,23138025.55183854,22812763.09602927,22247321.33092924,334883.0886635296,4844.869226649404,4844.869226649404,4840.633572068065,991.2769688628614,768.0512525178492,69.1055990383029
17.8391,107285.63519282782,17.8391,318.2334888099999,5676.9990302304695,226.11214300912638,101272.55340018436,106949.55243041481,106949.55243041484,106952.43382309226,107015.83820649161,107232.34776268768,107267.78591922483,107267.79609282782,106967.40170401782,101608.63616259735,107059.52304981869,6013.081792643454,336.08276241300337,336.08276241297426,333.2013697355578,269.79698633620865,53.28743014013162,17.849273602987523
34.6391,1482478.2744026177,34.6391,1199.8672488099999,41562.321618254464,8282.681854812416,1439681.4147668781,1481243.7363851327,1481243.7363851327,1481247.2813682344,1481729.0263648115,1482282.5376582176,1482443.6036339425,1482443.6353026177,1481278.4071538078,1440915.9527843632,1474195.5925478053,42796.85963573959,1234.538017485058,1234.538017485058,1230.993034383282,749.2480378062464,195.73674440011382,34.670768675161526
5.1435,867.5208723825804,5.1435,26.455592250000006,136.07433873787505,2.841801430979797,699.8983612982604,835.9727000361354,835.9727000361354,837.6104338177244,837.5615312301067,862.5624193107784,862.4282922861355,862.3773723825803,841.0652801325804,731.4465336447054,864.6790709516006,167.62251108431997,31.54817234644497,31.54817234644497,29.91043856485601,29.959341152473712,4.958453071801955,5.092580096444863
82.1937,46203014.49068929,82.1937,6755.804319690001,555284.5535113041,3371593.1821574573,45640892.00594208,46196176.559453376,46196176.55945338,46196180.96853203,46202660.17295709,46201930.53638112,46202932.36377307,46202932.29698929,46196258.686369605,45647729.937177986,42831421.308531836,562122.4847472161,6837.931235916913,6837.931235909462,6833.522157259285,354.3177322000265,1083.9543081745505,82.1269162222743
95.6814,84697956.0463816,95.6814,9154.930305959999,875956.548576681,11318117.25525396,83812748.90698484,84688705.45556152,84688705.45556152,84688710.01658544,84698933.29941401,84696489.5769038,84697860.38586748,84697860.36498159,84688801.11607563,83821999.49780491,73379838.79112764,885207.1393967569,9250.590820074081,9250.590820074081,9246.029796153307,977.2530324161053,1466.4694777876139,95.66051411628723
66.7231,20121623.41394153,66.7231,4451.972073610001,297049.37786468747,689746.4397198041,19820055.34420333,20117104.72206802,20117104.722068015,20117108.92261924,20120573.13001384,20120907.0729458,20121556.694141626,20121556.69084153,20117171.441867918,19824574.03607684,19431876.974221725,301568.0697381981,4518.691873509437,4518.691873513162,4514.491322290152,1050.2839276902378,716.3409957289696,66.7197999022901
3.1024,135.2075042991287,3.1024,9.62488576,29.860245581823996,1.1614236091582875,92.63842589305077,122.49867147487477,122.49867147487475,123.63084748038102,122.84732567433724,133.2083131572735,132.12355723487477,132.1051042991287,125.58261853912869,105.3472587173047,134.0460806899704,42.56907840607792,12.708832824253918,12.708832824253932,11.576656818747665,12.360178624791445,1.9991911418551922,3.0839470642539197
99.0392,97193194.1477746,99.0392,9808.763136639998,971452.054042316,14995325.92954987,96211834.27070774,97183286.32475005,97183286.32475005,97183290.92026578,97194629.19322346,97191623.45293954,97193095.08788669,97193095.10857461,97183385.38463797,96221742.0937323,82197868.21822473,981359.8770668656,9907.82302455604,9907.82302455604,9903.227508828044,1435.0454488545656,1570.6948350667953,99.05988791584969
22.9493,290017.9879123561,22.9493,526.6703704900001,12086.71633348616,799.672856834184,277381.6791520739,289468.3954855601,289468.3954855601,289471.52877299505,289609.52240281313,289930.88449095713,289995.06585605006,289995.0386123561,289491.3175418661,277931.27157886996,289218.3150555219,12636.308760282176,549.5924267959781,549.5924267959781,546.4591393610463,408.46550954296254,87.10342139896238,22.92205630603712
74.3827,31028872.30134653,74.3827,5532.78605929,411543.56561235024,1559978.8462962369,30611721.577873763,31023265.143486116,31023265.143486112,31023269.452709503,31028070.408466917,31027983.413303975,31028797.929545403,31028797.91864653,31023339.51528724,30617328.73573418,29468893.455050293,417150.7234727666,5607.157860413194,5607.157860416919,5602.848637025803,801.8928796127439,888.8880425542593,74.37180112674832
91.5735,71096449.17559233,91.5735,8385.70590225,767908.4394396903,7940043.198518238,70320063.47903048,71087971.91847017,71087971.91847017,71087976.4356121,71096938.17099075,71095105.30311728,71096357.62437242,71096357.60209233,71088063.46969008,70328540.73615265,63156405.977074094,776385.696561858,8477.257122159004,8477.257122159004,8472.739980235696,488.9953984171152,1343.8724750578403,91.55121991038322
