x1,x2,x3,x4,x5,y
3.6698,4.2951,4.4727,3.6696,4.9348,3219.4214
4.0091,3.1719,4.1799,4.173,3.5866,983.8362
3.8988,4.6839,3.6395,3.5188,4.1873,1514.6313
3.7986,4.4989,3.3769,3.9482,3.1391,610.3492
4.427,4.0653,3.5653,3.037,4.8188,2749.6752
3.5278,3.0369,4.0576,3.4821,3.9326,1167.1583
4.9037,4.3271,4.7418,4.8137,3.6964,1357.246
3.994,3.352,4.2643,3.7606,3.0295,547.9572
3.456,3.5633,3.2602,4.738,4.4613,2322.0343
3.0554,3.9052,4.3636,4.4073,4.5787,2491.0809
4.6597,3.2874,3.4186,3.116,3.2954,538.3267
3.1763,3.4469,3.7232,4.9735,4.6883,2943.5699
4.225,4.5457,4.6972,3.8935,4.2033,1670.3863
3.2408,4.7549,3.0773,3.2613,4.338,1704.3173
4.1279,3.7919,4.5794,3.305,3.3142,633.6998
3.3058,4.8774,4.8051,4.6092,4.7158,2921.6376
4.5612,4.1405,3.9492,4.2516,4.0179,1457.1608
4.7128,3.6493,3.847,4.5921,3.4608,1016.0992
4.3115,4.9784,4.9837,4.014,3.7412,1145.397
4.8575,3.8053,3.1658,4.3075,3.8885,1284.3559
