x1,x2,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals
64.6888,64.7384,-0.5440723007541696,64.6888,0.959337517329009,-0.04959999999999809,-0.5825814575244019,-0.5825814575244019,-0.6321814575244,-0.6405701475244019,-0.632645830901353,-0.6350010341973579,-0.6349795434167748,-0.6282131795867536,-0.6343116219483432,-0.6349914548116266,-0.6333757048937737,-0.63331387407082,-0.6292565135443591,-0.6336725120538235,-0.6503270569723218,65.23287230075417,1.5034098180831785,0.4944723007541715,0.03850915677023237,0.03850915677023237,0.08810915677023046,0.09649784677023232,0.08857353014718339,0.0909287334431883,0.09090724266260519,0.08414087883258403,0.09023932119417366,0.09091915405745699,0.08930340413960414,0.08924157331665039,0.0851842127901895,0.0896002112996539,0.10625475621815228
88.4607,88.5103,0.7114989704701656,88.4607,0.4760043416426587,-0.04959999999999809,0.8633197787498021,0.8633197787498021,0.8137197787498041,0.8053310887498022,0.81419637843924,0.7877559437568479,0.7877869231332739,0.795753536977929,0.8157656328480047,0.7947486196934324,0.789254935536362,0.7893464875564005,0.8128121604975432,0.8194410186225799,0.8269595448274845,87.74920102952984,0.23549462882750694,0.7610989704701637,0.1518208082796365,0.1518208082796365,0.10222080827963842,0.09383211827963656,0.10269740796907434,0.07625697328668224,0.07628795266310828,0.08425456650776342,0.1042666623778391,0.08324964922326672,0.07775596506619631,0.07784751708623483,0.1013131900273776,0.10794204815241426,0.11546057435731882
39.5303,39.5798,-0.5909805083391892,39.5303,0.9662891720463083,-0.049500000000001876,-0.539870840865954,-0.539870840865954,-0.5893708408659559,-0.597859530865954,-0.5900886159978768,-0.5917652337050983,-0.5917440439286016,-0.5849839813495147,-0.5926283177414842,-0.5920652268058322,-0.5903222489287042,-0.5902611207819665,-0.59596868825903,-0.5938626959574039,-0.6073595734596494,40.12128050833918,1.5572696803854975,0.5414805083391874,0.0511096674732352,0.0511096674732352,0.0016096674732333227,0.006879022526764755,0.0008918923413124835,0.0007847253659090114,0.0007635355894123341,0.0059965269896745665,0.0016478094022949197,0.001084718466642931,0.0006582594104850292,0.0007193875572227837,0.004988179919840796,0.002882187618214682,0.016379065120460168
58.0525,58.1021,-0.0098989918572645,58.0525,0.9977587429370073,-0.04959999999999809,0.08422827199501569,0.08422827199501569,0.0346282719950176,0.026239581995015686,0.03467821055241758,0.03462079431775256,0.03464113220458232,0.042175344889216114,0.034779915863928146,0.034645369765515216,0.037901329513671096,0.037958311082041736,0.03433638408480339,0.03478109833410446,0.03570785360429026,58.062398991857265,1.0076577347942717,0.03970100814273359,0.0941272638522802,0.0941272638522802,0.0445272638522821,0.036138573852280184,0.044577202409682076,0.044519786175017055,0.04454012406184682,0.05207433674648061,0.044678907721192644,0.044544361622779714,0.047800321370935595,0.047857302939306234,0.04423537594206789,0.04468009019136896,0.04560684546155476
15.065,15.1146,-1.073136699729942,15.065,0.5995696405634602,-0.049599999999999866,-0.9445844932840307,-0.9445844932840307,-0.9941844932840306,-1.0025731832840308,-0.9974373441422446,-1.0180044559827603,-1.0179743555430216,-1.010547764810441,-1.0085797204225193,-1.0145076791411782,-1.0204747203667948,-1.0203853403658028,-1.0236150470589578,-1.0389787605259828,-1.020273590756669,16.13813669972994,1.6727063402934021,1.0235366997299422,0.12855220644591137,0.12855220644591137,0.0789522064459115,0.0705635164459113,0.07569935558769747,0.05513224374718173,0.05516234418692045,0.06258893491950102,0.06455697930742277,0.05862902058876385,0.052661979363147315,0.05275135936413933,0.049521652670984295,0.034157939203959264,0.052863108973273176
57.2601,57.3097,0.8970998982553311,57.2601,0.6529192548100552,-0.04959999999999809,0.9951693173121569,0.9951693173121569,0.9455693173121588,0.9371806273121569,0.9464087433809031,0.9289547354215437,0.9289818818264008,0.9351392406639988,0.9492226526799284,0.9321855417692416,0.9297974418691164,0.9298787824119094,0.9521278001386753,0.9438662665629969,0.9663787768087302,56.36300010174467,0.2441806434452759,0.9466998982553292,0.09806941905682576,0.09806941905682576,0.04846941905682767,0.0400807290568258,0.04930884512557199,0.031854837166212624,0.03188198357106975,0.03803934240866769,0.05212275442459735,0.035085643513910525,0.032697543613785296,0.03277888415657826,0.055027901883344166,0.046766368307665784,0.06927887855339909
53.5953,53.6448,0.3194732778263992,53.5953,-0.18711543179722914,-0.04949999999999477,0.41318588013801083,0.41318588013801083,0.36368588013801606,0.3551971901380108,0.3640420069697283,0.3253811324016832,0.32541698527283325,0.33751962325745277,0.3651994484382548,0.33938914273086207,0.3300814713395831,0.33018399885161437,0.3639782883584426,0.3642738926347381,0.36241545847404544,53.275826722173605,0.5065887096236283,0.368973277826394,0.0937126023116116,0.0937126023116116,0.04421260231161683,0.035723912311611594,0.0445687291433291,0.005907854575283977,0.005943707446434021,0.018046345431053545,0.04572617061185558,0.019915864904462843,0.010608193513183872,0.010710721025215142,0.044505010532043365,0.04480061480833886,0.04294218064764621
48.6428,48.6923,-0.0481748631200858,48.6428,-0.9986542166873409,-0.049500000000001876,0.054245622245394635,0.054245622245394635,0.00474562224539276,-0.003743067754605367,0.0047706841509961295,0.0047454813282447675,0.004765693471892644,0.012202379228022808,0.004787388985579645,0.004767096273868499,0.007912601661989364,0.00796957010845424,0.004725243532259217,0.004690476499431101,0.004649053373796052,48.69097486312009,0.9504793535672551,0.001325136879916075,0.10242048536548043,0.10242048536548043,0.05292048536547856,0.044431795365480434,0.05294554727108193,0.05292034444833057,0.052940556591978445,0.06037724234810861,0.05296225210566544,0.052941959393954297,0.056087464782075165,0.05614443322854004,0.05290010665234502,0.0528653396195169,0.05282391649388185
3.6743,3.7239,0.8192722011981107,3.6743,-0.5078674032673537,-0.049599999999999866,0.8979172551415388,0.8979172551415388,0.8483172551415389,0.8399285651415388,0.8597894432305727,0.8240013031004222,0.8240316068840031,0.8315770221512633,0.8972816802089308,0.8409293991528983,0.8368421965332348,0.8369320873156849,0.8236035558217139,0.8755085053393307,0.8723426084712322,2.8550277988018893,1.3271396044654644,0.8688722011981106,0.07864505394342802,0.07864505394342802,0.029045053943428156,0.02065636394342807,0.040517242032461986,0.004729101902311461,0.004759405685892393,0.012304820953152551,0.07800947901082012,0.0216571979547876,0.017569995335124045,0.017659886117574186,0.004331354623603123,0.05623630414121994,0.05307040727312151
86.3807,86.4302,-0.1839376693235163,86.3807,-0.9999142227685411,-0.04949999999999477,-0.023301943295579115,-0.023301943295579115,-0.07280194329557388,-0.08129063329557912,-0.07282343839283993,-0.07283474332451151,-0.07281451784533273,-0.06538836870483594,-0.07296733556979626,-0.0728051049695186,-0.06975116358744751,-0.06969413662899346,-0.0728795270953365,-0.0721304552383327,-0.07089544911167675,86.56463766932352,0.8159765534450248,0.13443766932352152,0.1606357260279372,0.1606357260279372,0.11113572602794242,0.10264703602793718,0.11111423093067636,0.11110292599900479,0.11112315147818357,0.11854930061868035,0.11097033375372004,0.1111325643539977,0.11418650573606878,0.11424353269452284,0.1110581422281798,0.1118072140851836,0.11304222021183954
