x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals
61.4634,14507424.250302551,61.4634,3777.74953956,232193.3310497921,378178.5085089686,14271391.58364579,14503584.914695583,14503584.914695583,14506356.42073366,14507424.127635144,14507362.78690255,14503646.500762992,14275230.919252759,14129245.741793582,236032.6666567605,3839.3356069680303,3839.3356069680303,1067.8295688908547,0.12266740761697292
94.6364,81067418.27502617,94.6364,8956.04820496,847568.1603438765,10353567.044541553,80210799.44956723,81058367.6099111,81058367.6099111,81068484.35298659,81067418.29451606,81067323.63862617,81058462.22682121,80219850.1146823,70713851.23048462,856618.8254589438,9050.665115073323,9050.665115073323,1066.0779604166746,0.01948988437652588
76.0141,33832015.45612472,76.0141,5778.14339881,439220.3701314832,1841220.5105646385,33386941.137211576,33826161.50734306,33826161.50734306,33831404.12952502,33832015.66484187,33831939.44202472,33826237.31272592,33392795.08599324,31990794.945560083,445074.31891314685,5853.948781661689,5853.948781661689,611.326599702239,0.20871714502573013
29.5051,784444.6542900061,29.5051,870.5509260099999,25685.692127017646,3199.354819544378,757858.9147768683,783544.606903886,783544.606903886,783851.1964622525,784444.6629298959,784415.1491900062,783574.1033639961,758758.9621629885,781245.2994704618,26585.739513137843,900.0473861201899,900.0473861201899,593.4578277536202,0.008639889769256115
66.2088,19510677.67711004,66.2088,4383.60519744,290233.23979626544,651394.4773367714,19215994.527022976,19506227.766819246,19506227.766819246,19509692.048816096,19510677.580816686,19510611.46831004,19506294.071912598,19220444.437313773,18859283.199773267,294683.15008706227,4449.910290792584,4449.910290792584,985.6282939426601,0.09629335254430771
50.5785,6676306.68959368,50.5785,2558.1846622499997,129389.14293961161,95849.47555219042,6544308.766171146,6673697.9091107575,6673697.9091107575,6675242.323798713,6676306.672273007,6676256.11109368,6673748.50493143,6546917.546654069,6580457.21404149,131997.92342253402,2608.7804829226807,2608.7804829226807,1064.3657949669287,0.01732067298144102
96.0889,86146230.81738646,96.0889,9233.07670321,887196.1840270753,11715825.662761346,85249705.40735923,86136901.59138632,86136901.5913863,86147491.34247808,86146230.75698951,86146134.72848646,86136997.74068326,85259034.63335939,74430405.15462512,896525.4100272357,9329.226000145078,9329.226000159979,1260.5250916182995,0.0603969544172287
95.3096,83392563.82140018,95.3096,9083.919852160001,865784.7675414289,10965978.995104827,82517599.88046658,83383384.648008,83383384.648008,83393718.82815033,83392563.87746017,83392468.51180018,83383479.90154801,82526779.05385876,72426584.82629535,874963.9409336001,9179.173392176628,9179.173392176628,1155.006750151515,0.05605998635292053
73.8538,30158657.43145408,73.8538,5454.383774440001,402826.968400737,1477510.416963475,29750302.35887435,30153129.327275086,30153129.327275086,30157937.55053531,30158657.564849526,30158583.577654082,30153203.04767964,29755830.463053346,28681147.014490604,408355.0725797303,5528.104178994894,5528.104178994894,719.8809187710285,0.13339544460177422
39.4279,2479541.562771382,39.4279,1554.55929841,61293.00856177964,18532.536440451946,2416654.612272992,2477947.620834771,2477947.620834771,2478679.2264435664,2479541.608033181,2479502.134871382,2477987.0034729717,2418248.554209602,2461009.0263309297,62886.95049839001,1593.9419366107322,1593.9419366107322,862.3363278154284,0.04526179935783148
39.0786,2393391.9576355466,39.0786,1527.1369779600002,59678.37510690767,17515.913629707822,2332147.349452802,2391825.72455971,2391825.72455971,2392538.057580661,2393391.94013767,2393352.8790355464,2391864.8206575867,2333713.582528639,2375876.0440058387,61244.60818274459,1566.2330758366734,1566.2330758366734,853.9000548855402,0.017497876659035683
21.6482,230263.34199919127,21.6482,468.64456323999997,10145.311233932167,590.0603991645046,219627.72665441033,229773.0378883425,229773.0378883425,229894.13435229295,230263.33065158248,230241.69379919127,229794.69743595127,220118.03076525911,229673.28160002676,10635.615344780934,490.3041108487814,490.3041108487814,369.2076468983141,0.011347608786309138
36.1631,1758898.781609074,36.1631,1307.76980161,47293.01011260259,10785.808090427448,1710261.8540030587,1757554.8641156615,1757554.8641156612,1758119.3629429673,1758898.7970172712,1758862.618509074,1757591.011807464,1711605.7714964715,1748112.9735186466,48636.92760601523,1343.917493412504,1343.9174934127368,779.4186661066487,0.015408197185024619
35.3349,1604291.3954744583,35.3349,1248.5551580099998,44117.57165276754,9352.838226317315,1558889.9825933757,1603007.5542461432,1603007.5542461432,1603534.150404905,1604291.4443041533,1604256.0605744584,1603042.8403164484,1560173.8238216909,1594938.557248141,45401.41288108262,1283.841228315141,1283.841228315141,757.2450695533771,0.04882969497703016
90.2315,67030534.85493191,90.2315,8141.7235922499995,734639.9323141058,7053499.101390666,66287663.052600235,67022302.98491435,67022302.98491434,67031071.79407442,67030534.94000659,67030444.62343191,67022393.13133966,66295894.92261781,59977035.753541246,742871.8023316786,8231.870017565787,8231.870017573237,536.9391425102949,0.08507467806339264
34.1226,1396644.524088185,34.1226,1164.35183076,39730.711780291174,7560.231762033133,1355715.1857941635,1395445.8975744548,1395445.8975744548,1395920.1312964067,1396644.372005215,1396610.4014881852,1395480.172257425,1356913.8123078938,1389084.2923261519,40929.33829402155,1198.626513730269,1198.626513730269,724.3927917783149,0.15208297013305128
24.4315,371491.8660406476,24.4315,596.89819225,14583.118183955874,1116.252932878805,356287.45191131794,370870.5700952738,370870.57009527384,371044.63711054117,371491.89978752384,371467.4345406476,370894.9678483976,356908.7478566917,370375.6131077688,15204.41412932967,621.2959453738295,621.2959453737712,447.22893010644475,0.033746876229997724
66.4587,19805773.766249016,66.4587,4416.7588056899995,293532.04843970994,669782.8853382763,19507758.34764015,19801290.39607986,19801290.396079857,19804794.053316444,19805773.61358555,19805707.307549015,19801357.007443327,19512241.717809305,19135990.88091074,298015.41860886663,4483.3701691553,4483.370169159025,979.7129325717688,0.1526634655892849
49.1913,5976855.911025918,49.1913,2419.7839956899998,119032.32046718548,79291.99370529113,5855354.585797461,5974386.906264646,5974386.906264646,5975807.699848207,5976855.881560337,5976806.719725918,5974436.127030228,5857823.590558733,5897563.917320627,121501.32522845734,2469.00476127211,2469.00476127211,1048.211177711375,0.02946558129042387
33.2035,1253187.112627281,33.2035,1102.47241225,36605.94274014287,6412.078798595592,1215445.4197723337,1252051.3625124767,1252051.3625124765,1252488.2983662116,1253187.0384247266,1253153.909127281,1252084.640215031,1216581.1698871383,1246775.0338286855,37741.69285494741,1135.7501148043666,1135.7501148045994,698.8142610695213,0.07420255453325808
85.4189,53867916.21056068,85.4189,7296.388477209999,623249.4776959531,4562075.726500994,53237284.810362846,53860534.2880588,53860534.288058795,53867973.51847447,53867916.095436014,53867830.79166068,53860619.822083466,53244666.73286472,49305840.484059684,630631.4001978338,7381.92250187695,7381.922501884401,57.30791378766298,0.1151246652007103
91.6882,71452338.35896893,91.6882,8406.726019239999,770797.5765972808,8020311.759723944,70673042.3625668,71443839.93916409,71443839.93916407,71453040.33319785,71452338.35338332,71452246.67076893,71443931.6329497,70681540.78237164,63432026.59924498,779295.9964021295,8498.41980484128,8498.419804856181,701.9742289185524,0.005585610866546631
82.3587,46573985.63219534,82.3587,6782.95546569,558635.394312123,3424886.2555749854,46008484.84953384,46567120.24384597,46567120.24384596,46573788.22763955,46573985.55801165,46573903.27349534,46567202.67672965,46015350.23788322,43149099.37662035,565500.7826614976,6865.388349369168,6865.388349376619,197.40455579012632,0.07418368756771088
64.4728,17550721.53425169,64.4728,4156.741939840001,267996.7917389164,535706.0545096619,17278503.55442481,17546500.34616373,17546500.34616373,17549699.20946928,17550721.560903568,17550657.06145169,17546564.79231185,17282724.742512774,17015015.479742028,272217.97982687876,4221.1880879588425,4221.1880879588425,1022.3247824087739,0.026651877909898758
13.7345,38377.0014770052,13.7345,188.63649025,2590.8278753386253,69.68759255566584,35583.72545383835,38174.553329176975,38174.553329176975,38205.47796886259,38376.92431942697,38363.2669770052,38188.3649867552,35786.173601666575,38307.31388444953,2793.276023166851,202.44814782822505,202.44814782822505,171.52350814260717,0.07715757822734304
99.543,99180853.92024884,99.543,9908.808849000001,986352.5592560072,15632083.314557327,98184492.80602074,99170845.36527672,99170845.36527674,99182618.66669452,99180853.71712573,99180754.37724884,99170945.11139983,98194501.36099283,83548770.60569151,996361.1142280996,10008.554972112179,10008.554972097278,1764.746445685625,0.20312310755252838
42.6527,3389138.690271146,42.6527,1819.2528172900002,77596.0446400252,30717.82266948409,3309680.813217603,3387276.8578576283,3387276.8578576283,3388203.0597656607,3389138.7633749186,3389096.037571146,3387319.437453856,3311542.645631121,3358420.867601662,79457.877053543,1861.83241351787,1861.83241351787,935.6305054854602,0.0731037724763155
49.4532,6104491.114808445,49.4532,2445.61899024,120943.68504813679,82205.95924604543,5981052.245422519,6101995.930470655,6101995.930470655,6103439.538484127,6104491.002660896,6104441.6616084445,6102045.495818205,5983547.429760308,6022285.1555624,123438.86938592605,2495.184337790124,2495.184337790124,1051.5763243176043,0.11214754916727543
