x1,x2,y
1.0,1.0495,0.6494243246884721
1.099,1.1486,0.8227763762576076
1.1981,1.2476,0.6016146618746742
1.2971,1.3467,0.5146347088916953
1.3962,1.4457,0.24768693496521352
1.4952,1.5448,-0.06791542434951195
1.5943,1.6438,-0.1161197774037537
1.6933,1.7429,-0.4296613047799252
1.7924,1.8419,-0.2263070259700825
1.8914,1.941,-0.7051964699094395
1.9905,2.04,-0.8595201488016069
2.0895,2.1391,-0.8828166582470346
2.1886,2.2381,-0.9734054614030881
2.2876,2.3372,-1.1352320705366017
2.3867,2.4362,-1.1535757023703286
2.4857,2.5353,-1.0170263872882577
2.5848,2.6343,-0.6568750489663304
2.6838,2.7334,-0.9163191470980794
2.7829,2.8324,-0.6959734815261102
2.8819,2.9315,-0.6359727643156737
2.981,3.0305,-0.275343608865825
3.08,3.1296,0.031208739127549137
3.1791,3.2286,0.1499764679226339
3.2781,3.3277,0.22643685122183402
3.3772,3.4267,0.5515919188689116
3.4762,3.5258,0.6476699986395743
3.5753,3.6248,0.6453407456036987
3.6743,3.7239,0.8192722011981107
3.7734,3.8229,0.9938644558113545
3.8724,3.922,0.9326347897312371
3.9715,4.021,1.1476426153269532
4.0705,4.1201,0.968402887824076
4.1696,4.2191,0.8193727237252245
4.2686,4.3182,0.8281514285839944
4.3677,4.4172,0.600830812396334
4.4667,4.5163,0.412797546225963
4.5658,4.6153,0.28897624033854685
4.6648,4.7144,-0.18430831556459104
4.7639,4.8134,-0.1281431122112947
4.8629,4.9125,-0.33621385466596426
4.962,5.0115,-0.7986613191749867
5.061,5.1106,-0.7077719099352203
5.1601,5.2096,-0.7641785971746144
5.2591,5.3087,-0.9393862051749541
5.3582,5.4077,-1.0661663075750027
5.4572,5.5068,-1.106716920759946
5.5563,5.6058,-0.9389426878546625
5.6553,5.7049,-1.0713756870782665
5.7544,5.8039,-1.0292564236887478
5.8534,5.903,-0.7751581457449196
5.9525,6.002,-0.42049617765531117
6.0515,6.1011,-0.7520985635818421
6.1506,6.2001,-0.3982705829089984
6.2496,6.2991,-0.06006602677214855
6.3487,6.3982,0.19075206218170457
6.4477,6.4972,0.3118206670461308
6.5468,6.5963,0.6423598990943153
6.6458,6.6953,0.6727484473554238
6.7449,6.7944,0.7304021983021183
6.8439,6.8934,0.9709363353530827
6.943,6.9925,1.0727226156402812
7.042,7.0915,0.9320553153149183
7.1411,7.1906,0.9931622033044596
7.2401,7.2896,1.028185637050634
7.3392,7.3887,0.893141272009197
7.4382,7.4877,0.9324559465650865
7.5373,7.5868,0.43026048434952624
7.6363,7.6858,0.329034618465857
7.7354,7.7849,0.1930030100516489
7.8344,7.8839,-0.09810785523155677
7.9335,7.983,-0.30115161496248605
8.0325,8.082,-0.5807400147388545
8.1316,8.1811,-0.4974012617557728
8.2306,8.2801,-0.7524832974812973
8.3297,8.3792,-0.899619721189597
8.4287,8.4782,-0.8943695710047135
8.5278,8.5773,-0.9654049591407854
8.6268,8.6763,-1.0515096799349213
8.7259,8.7754,-1.1040588452516118
8.8249,8.8744,-0.9812622231934529
8.924,8.9735,-0.7325687544086492
9.023,9.0725,-0.7110144005492092
9.1221,9.1716,-0.5424281386617917
9.2211,9.2706,-0.3824592398142746
9.3202,9.3697,-0.35196176490711356
9.4192,9.4687,-0.004898481183991876
9.5183,9.5678,0.1522595589596427
9.6173,9.6668,0.22050844245600004
9.7164,9.7659,0.49967674231112325
9.8154,9.8649,0.7556255816286043
9.9145,9.964,0.7426341750189941
10.0135,10.063,0.9803470657049629
10.1126,10.1621,0.8260717924053963
10.2116,10.2611,0.9447281479182981
10.3107,10.3602,0.79355849327137
10.4097,10.4592,0.7709781537463118
10.5088,10.5583,0.8542183349119743
10.6078,10.6573,0.6274060443869776
10.7069,10.7564,0.30759992020978755
10.8059,10.8554,0.19159241563043394
10.905,10.9545,0.022248355034623114
11.004,11.0535,-0.15972865925026303
11.1031,11.1526,-0.3589308836485072
11.2021,11.2516,-0.6599453329397458
11.3012,11.3507,-0.6016516941863986
11.4002,11.4497,-0.9654775582714263
11.4992,11.5488,-1.0062337106052108
11.5983,11.6478,-1.0318817901239816
11.6973,11.7469,-0.9795304793711115
11.7964,11.8459,-1.0695182989052974
11.8954,11.945,-1.0028476602606475
11.9945,12.044,-0.772393372166216
12.0935,12.1431,-0.9543631233205249
12.1926,12.2421,-0.8178393691500796
12.2916,12.3412,-0.6544211803195796
12.3907,12.4402,-0.4811611001983265
12.4897,12.5393,-0.10739324930378677
12.5888,12.6383,0.08824883881319655
12.6878,12.7374,0.2157681518494369
12.7869,12.8364,0.30220217242154335
12.8859,12.9355,0.5955678196398695
