x1,x2,x3,x4,x5,y
2.3098,1.8925,2.4838,2.5062,1.5909,0.7154
1.4144,1.3572,2.494,1.165,1.9551,-0.3272
2.1017,1.9943,1.611,1.3637,2.8741,-1.0789
1.266,2.7552,1.691,1.1091,1.2257,1.2035
1.6617,1.7741,1.8261,2.2852,1.1821,0.287
1.0598,2.7813,1.0438,2.0424,2.399,-0.7557
1.8156,1.0057,2.1187,2.591,1.1556,0.6501
1.078,1.4372,1.1309,2.3461,1.1127,1.1424
1.7506,1.7491,2.2469,1.1845,2.3782,-0.3903
2.8251,1.2776,2.68,2.3157,2.3035,-1.1409
1.8922,1.5994,2.1798,1.2202,1.9099,-0.3048
2.9755,2.4487,2.7801,1.3204,2.9047,0.0892
1.2617,1.0354,1.2985,2.3659,2.6114,0.5729
2.4734,2.9897,1.8235,1.0519,2.2015,0.7813
1.9557,1.6168,2.1759,2.2706,2.6871,-0.6905
1.5031,1.1351,2.5301,2.8661,2.3009,-0.1476
1.1753,1.3048,2.8319,2.838,2.6921,-0.1972
2.6552,2.9574,1.6061,1.6897,2.9381,-0.4675
2.1704,1.8541,2.651,1.5698,2.1827,0.4526
1.0208,2.7534,1.672,1.7004,1.6772,0.6387
2.3621,2.1153,2.4616,2.1991,1.371,1.3382
2.9132,1.2389,2.6895,2.4057,1.8536,-0.9428
2.3711,2.5486,2.9124,2.6585,1.6712,1.0681
1.8138,1.175,2.4815,2.4991,1.3345,0.1363
1.3516,1.5695,1.1375,2.6759,2.5313,0.3952
1.6332,1.3926,2.9873,1.024,2.4559,-0.1877
2.5247,1.5341,1.9727,2.3951,2.5629,-0.9834
2.9609,1.4426,2.8506,2.3595,2.9377,-1.0752
1.3121,1.4427,2.3145,2.3924,2.6644,-0.6188
2.4638,2.6473,2.1179,1.723,1.2907,1.6801
1.7657,1.3294,1.2172,1.4201,2.3561,0.2347
2.6205,2.9136,2.3287,2.5399,2.543,0.907
2.9597,2.69,2.6127,2.0732,1.5403,0.9427
1.3342,2.8649,2.0207,1.9195,2.8134,0.9629
2.3799,2.846,2.0747,1.8266,2.0941,1.1359
2.8065,1.0406,1.3074,1.6917,2.1044,0.0327
2.0725,2.9489,2.8036,1.1436,1.2369,0.7732
2.7405,2.1015,2.9449,2.3444,1.6389,1.3373
2.3979,1.151,1.8039,2.758,2.4961,-0.1062
1.8501,1.8253,1.0682,2.2819,1.7527,0.4542
