x1,x2,x3,x4,x5,y
3.098,3.125,4.3663,3.649,3.7018,968.5278
4.0971,4.7022,4.3466,3.1119,4.1742,1469.3677
3.5019,4.8955,4.9621,4.8254,3.0254,945.2767
4.887,3.5894,4.2302,3.7308,3.4364,766.4053
4.267,3.8563,3.291,3.1264,3.4302,625.2148
4.7739,3.7422,4.3616,3.8895,3.1162,624.4645
3.7159,4.9298,3.5402,3.1559,4.1584,1415.0425
4.1061,4.7231,4.3163,3.1964,3.7409,943.8378
3.7034,4.7808,3.021,3.3686,3.2423,541.2112
4.2789,4.8471,4.4566,4.224,3.8764,1309.9021
4.4125,3.2514,4.0728,4.4779,3.341,900.8856
3.9398,4.2702,3.9685,3.9043,3.6572,971.2901
3.6015,3.1549,4.0901,3.0164,3.2021,501.4104
3.5665,4.5104,4.2904,3.4195,3.085,519.0435
4.2316,3.9572,4.1045,3.755,3.0148,536.9034
4.4696,4.328,4.9082,4.6407,3.2637,975.5431
3.9017,3.0147,4.8859,4.1713,3.3946,883.1351
4.5536,4.9583,4.5277,3.1843,4.7017,2522.3722
3.8675,4.4491,4.6497,4.9174,4.3986,2355.4396
3.0068,3.3585,3.8825,4.8069,4.49,2431.5799
