x1,y
1.0,5.0
1.1052631578947367,6.818798844472694
1.2105263157894737,9.196483258544992
1.3157894736842106,12.266482479093124
1.4210526315789473,16.183006818386502
1.526315789473684,21.12259849060962
1.631578947368421,27.285682438383922
1.736842105263158,34.898117159289676
1.8421052631578947,44.212745532387835
1.9473684210526314,55.51094564474197
2.052631578947368,69.10418161794011
2.1578947368421053,85.33555443461674
2.263157894736842,104.58135276497424
2.3684210526315788,127.25260379330547
2.473684210526316,153.79662404451523
2.5789473684210527,184.6985702106418
2.6842105263157894,220.48298997737973
2.789473684210526,261.7153728506008
2.894736842105263,309.0037009828765
3.0,363.0
