x1,x2,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals
83.2174,15.9967,-1.925726082293776,15.9967,-0.958604345092845,-0.8183903347458482,-0.9481152546293333,-0.9580237721126347,-1.9160475442252694,-1.9160475442252674,-1.9129600267421076,-1.9130093594453208,-1.9162279133873839,-1.91246735627251,-1.9150755579565062,-1.9161605814595006,-1.9121106331341076,-1.9161606523016708,-1.916163643921298,17.922426082293775,0.9671217372009311,1.107335747547928,0.9776108276644427,0.9677023101811414,0.009678538068506715,0.009678538068508713,0.012766055551668432,0.012716722848455264,0.009498168906392213,0.013258726021265987,0.010650524337269873,0.009565500834275431,0.013615449159668502,0.009565429992105301,0.009562438372478166
64.3041,78.2803,-1.933319666319019,78.2803,-0.9665142047425227,-0.8229101874115988,-0.9870727705525882,-0.9618246167918313,-1.9236492335836626,-1.9236492335836677,-1.9205494667443372,-1.9205989951691473,-1.9240733738748186,-1.9201850245622083,-1.9226650452262424,-1.9241046510246542,-1.920245536641089,-1.924103029910699,-1.9240510083727889,80.21361966631902,0.9668054615764964,1.1104094789074201,0.9462468957664308,0.9714950495271878,0.009670432735356504,0.009670432735351397,0.01277019957468184,0.012720671149871743,0.009246292444200499,0.013134641756810783,0.010654621092776706,0.009215015294364859,0.01307412967792998,0.009216636408320156,0.009268657946230219
64.5372,19.037,1.94409058508997,19.037,0.9824837355242304,0.8318783041129175,0.9986014661471251,0.9736037683378654,1.9472075366757309,1.9472075366757333,1.9440698080056098,1.9441199429888418,1.946593413375157,1.9436988325420619,1.9462028604578694,1.9466746303348832,1.943314627091496,1.9466739241334239,1.9466970160485835,17.09290941491003,0.9616068495657395,1.1122122809770523,0.9454891189428448,0.9704868167521045,0.003116951585760974,0.0031169515857634167,2.077708436010184e-05,2.9357898871928967e-05,0.0025028282851871086,0.0003917525479080197,0.0021122753678994854,0.002584045244913291,0.0007759579984738529,0.0025833390434539805,0.0026064309586135703
29.3254,30.4448,-0.965880386554519,30.4448,0.5643699092831286,0.5348835423258269,-0.8998388707063498,-0.48984666977939784,-0.9796933395587957,-0.9796933395587992,-0.9781146624935311,-0.978139886774059,-0.980275874392191,-0.9793979738494079,-0.9790344309683614,-0.9655916389515954,-0.9784867610158237,-0.9652947615775599,-0.9728160629085755,31.41068038655452,1.5302502958376476,1.500763928880346,0.0660415158481692,0.4760337167751212,0.013812953004276651,0.013812953004280204,0.012234275939012051,0.012259500219540032,0.014395487837671972,0.013517587294888833,0.01315404441384238,0.00028874760292363355,0.012606374461304637,0.0005856249769591315,0.0069356763540564526
20.1218,21.1226,-1.2296621819699487,21.1226,-0.6459352336729652,-0.6019455204924969,-0.8419029573357835,-0.6173612083897496,-1.2347224167794992,-1.2347224167794995,-1.232732786062794,-1.2327645766071993,-1.2349932202087746,-1.233269456162909,-1.2340375655484712,-1.2500241094280116,-1.230232299032601,-1.2495698174314436,-1.243209766790508,22.352262181969948,0.5837269482969835,0.6277166614774518,0.38775922463416523,0.6123009735801991,0.0050602348095505345,0.0050602348095507566,0.0030706040928452083,0.003102394637250594,0.005331038238825858,0.0036072741929602525,0.004375383578522518,0.020361927458062867,0.0005701170626521979,0.019907635461494877,0.013547584820559289
21.01,86.6156,0.3829532591553618,86.6156,0.21998786065174725,0.21821777630579364,-0.3596061052755581,0.18283996359672267,0.36567992719344533,0.3656799271934445,0.3650906708506923,0.3651000860551185,0.36549724552437235,0.3629972392165482,0.3654117116541954,0.3656335544884689,0.364838532784691,0.36563782328190353,0.3654447342462765,86.23264674084464,0.16296539850361458,0.16473548284956818,0.7425593644309199,0.20011329555863916,0.017273331961916494,0.017273331961917326,0.017862588304669524,0.017853173100243314,0.017456013630989475,0.01995601993881363,0.017541547501166432,0.01731970466689292,0.018114726370670797,0.017315435873458296,0.017508524909085332
94.1015,27.6139,0.2190198483396606,27.6139,-0.7897261365912778,-0.7101604883039977,-0.49179864433253256,0.11510928953021143,0.23021857906042287,0.23021857906042292,0.22984760502591103,0.2298535324909519,0.22499607542107347,0.2275479817545371,0.22472822592710598,0.22750747242898284,0.22999898171396949,0.22750615644644065,0.22742948489310544,27.39488015166034,1.0087459849309384,0.9291803366436583,0.7108184926721932,0.10391055880944916,0.011198730720762273,0.011198730720762329,0.01082775668625044,0.010833684151291295,0.005976227081412877,0.008528133414876515,0.005708377587445385,0.008487624089322243,0.010979133374308891,0.008486308106780055,0.008409636553444844
31.8843,29.3441,-0.4169696667784056,29.3441,-0.4803293775736816,-0.4620713067226176,0.5657913320729431,-0.21683774190882404,-0.4336754838176481,-0.4336754838176481,-0.4329766594892325,-0.432987825383314,-0.4346451850775992,-0.42997865595903195,-0.4325972795365418,-0.4242314216920669,-0.4339819168065804,-0.4243949287214633,-0.4295129436913818,29.761069666778408,0.06335971079527603,0.04510163994421201,0.9827609988513486,0.20013192486958153,0.01670581703924251,0.01670581703924251,0.016006992710826895,0.016018158604908406,0.017675518299193616,0.013008989180626374,0.015627612758136233,0.007261754913661322,0.017012250028174802,0.007425261943057704,0.012543276912976242
3.5816,78.4906,0.8509726125738345,78.4906,-0.9987891204015663,-0.8408161270339379,0.46994077921150784,0.4254303422746311,0.8508606845492622,0.8508606845492526,0.8494896083214314,0.8495115155323214,0.8510904639641297,0.8494517380033894,0.8484845185684255,0.8575496208207726,0.8495860680337476,0.8568142807444403,0.856780963128869,77.63962738742616,1.8497617329754008,1.6917887396077724,0.38103183336232666,0.4255422702992034,0.00011192802457227202,0.00011192802458193096,0.0014830042524031084,0.001461097041513093,0.00011785139029518721,0.001520874570445141,0.0024880940054089473,0.006577008246938076,0.0013865445400869092,0.005841668170605829,0.0058083505550344805
18.2652,8.0664,0.2296582010558819,8.0664,-0.21082452468869795,-0.2092662395304422,-0.6990170651071044,0.11630394046449156,0.23260788092898313,0.23260788092898377,0.23223305677534772,0.23223904575802695,0.23237974628497046,0.22916198657858544,0.232220618415829,0.23643923008201082,0.22961850595955116,0.23638813956126362,0.2343666944708886,7.836741798944118,0.4404827257445798,0.43892444058632407,0.9286752661629862,0.11335426059139032,0.002949679873101241,0.002949679873101879,0.002574855719465835,0.002580844702145063,0.0027215452290885733,0.0004962144772964472,0.002562417359947111,0.006781029026128926,3.969509633072743e-05,0.006729938505381727,0.004708493415006704
9.6025,31.0502,-0.3275020318308286,31.0502,0.9338641781706464,0.8039240873225921,-0.5170908013944568,-0.16509593693121105,-0.3301918738624221,-0.33019187386241855,-0.3296598029404762,-0.32966830442978723,-0.33081849453836737,-0.33088317561557407,-0.32483897944596346,-0.3287873503818566,-0.3288932777990609,-0.32827250967024085,-0.330815276605622,31.37770203183083,1.261366210001475,1.1314261191534207,0.18958876956362825,0.16240609489961755,0.0026898420315935034,0.0026898420315899507,0.0021577711096475993,0.0021662725989586296,0.00331646270753877,0.003381143784745466,0.002663052384865139,0.0012853185510279808,0.001391245968232313,0.0007704778394122536,0.003313244774793389
