x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals
68.7541,8.445932941279963,68.7541,4.23053637113214,8.46107274226428,8.46107274226428,8.12593179308852,8.29180921150505,8.277969586235544,8.278193431952452,8.280548290770223,8.284988297216875,60.30816705872003,4.215396570147823,0.015139800984316665,0.015139800984316665,0.32000114819144265,0.15412372977491273,0.16796335504441906,0.16773950932751092,0.16538465050973983,0.16094464406308795
97.1063,9.411826569056227,97.1063,4.575806254757958,9.151612509515916,9.151612509515916,10.610840428288254,9.854252888981488,10.026760830137437,10.026925843947158,10.031010329179871,9.989341388472928,87.69447343094377,4.83602031429827,0.26021405954031174,0.26021405954031174,1.1990138592320267,0.4424263199252607,0.6149342610812099,0.6150992748909303,0.6191837601236436,0.5775148194167006
80.7176,8.9378199645605,80.7176,4.390956643195012,8.781913286390024,8.781913286390024,9.191345594939317,8.984297412708464,9.032791622975655,9.03304017852363,9.036230053575625,9.021689233892339,71.7797800354395,4.546863321365488,0.1559066781704761,0.1559066781704761,0.25352563037881737,0.046477448147964395,0.09497165841515454,0.0952202139631293,0.09841008901512538,0.08386926933183858
63.8692,8.237105485383678,63.8692,4.156837242052749,8.313674484105498,8.313674484105498,7.682427321650415,7.991820818812194,7.960367146438883,7.960195901174833,7.962123396375279,7.973903589099394,55.63209451461632,4.080268243330929,0.07656899872181988,0.07656899872181988,0.5546781637332625,0.24528466657148407,0.2767383389447948,0.2769095842088447,0.2749820890083985,0.2632018962842837
88.2029,9.4354884706834,88.2029,4.47963984229081,8.95927968458162,8.95927968458162,9.844865112514778,9.391639899399891,9.491625865329867,9.491770429841845,9.495391650246088,9.468549967537559,78.7674115293166,4.955848628392589,0.47620878610177897,0.47620878610177897,0.4093766418313791,0.043848571283508164,0.05613739464646805,0.05628195915844536,0.059903179562688535,0.0330614968541596
49.5314,6.778734061725742,49.5314,3.902606811898236,7.805213623796472,7.805213623796472,6.345937777921806,7.037854786794055,6.979080556608147,6.979836417696226,6.979915760680759,7.010671847549826,42.752665938274255,2.8761272498275057,1.0264795620707305,1.0264795620707305,0.43279628380393564,0.2591207250683132,0.20034649488240497,0.20110235597048387,0.20118169895501747,0.2319377858240843
69.9736,7.903797453436383,69.9736,4.248118028055963,8.496236056111925,8.496236056111925,8.235835202538093,8.36502241479364,8.356636193902482,8.356593983553898,8.359045855207468,8.361607903092022,62.06980254656362,3.65567942538042,0.5924386026755428,0.5924386026755428,0.33203774910171013,0.46122496135725655,0.45283874046609895,0.4527965301175154,0.45524840177108494,0.4578104496556392
12.6448,3.4720122260768647,12.6448,2.5372460634685736,5.074492126937147,5.074492126937147,2.4918355736285527,3.5559527555916715,3.5395018232455637,3.541964231750512,3.510966351759393,3.538216059312462,9.172787773923135,0.934766162608291,1.6024799008602826,1.6024799008602826,0.980176652448312,0.0839405295148068,0.06748959716869907,0.06995200567364712,0.03895412568252832,0.0662038332355972
44.5204,6.519213681939644,44.5204,3.7959475110929475,7.591895022185895,7.591895022185895,5.864201213254062,6.67236090151005,6.615070164366167,6.614530276546004,6.613591398501968,6.649564802091906,38.001186318060356,2.7232661708466965,1.072681340246251,1.072681340246251,0.655012468685582,0.153147219570406,0.09585648242652312,0.0953165946063601,0.09437771656232385,0.13035112015226158
14.2885,3.637007169550845,14.2885,2.6594550179227494,5.318910035845499,5.318910035845499,2.686358653127452,3.780013227490084,3.7907073578322104,3.7714769339575303,3.744702593656014,3.7746727397740596,10.651492830449156,0.9775521516280956,1.6819028662946538,1.6819028662946538,0.9506485164233931,0.14300605793923893,0.15370018828136534,0.13446976440668523,0.10769542410516886,0.13766557022321457
80.1364,8.616056696463625,80.1364,4.383730182811431,8.767460365622862,8.767460365622862,9.140206702754442,8.951893654417482,8.996758808812018,8.997032148970638,9.000186288740158,8.98659052830769,71.52034330353636,4.232326513652194,0.15140366915923664,0.15140366915923664,0.5241500062908173,0.33583695795385715,0.38070211234839313,0.3809754525070126,0.3841295922765333,0.37053383184406563
77.0017,9.136442005951084,77.0017,4.343827499532048,8.687654999064096,8.687654999064096,8.863346899513763,8.775061253347467,8.801755224687676,8.801749748643312,8.804704128388193,8.7961726408571,67.86525799404892,4.792614506419036,0.44878700688698814,0.44878700688698814,0.2730951064373208,0.36138075260361724,0.33468678126340734,0.33469225730777197,0.3317378775628903,0.34026936509398453
1.4517,1.0930240968603306,1.4517,0.3727352834852455,0.7454705669704911,0.745470566970491,1.9473605858103107,1.2048651376813921,0.9778929497221499,1.1245467630526136,1.0692064592250001,0.9298714893217025,0.35867590313966935,0.7202888133750851,0.34755352988983956,0.3475535298898397,0.85433648894998,0.1118410408210615,0.11513114713818073,0.031522666192282944,0.023817637635330513,0.16315260753862815
80.9525,8.827579289819402,80.9525,4.393862562908039,8.787725125816078,8.787725125816078,9.211997284960855,8.997360724123492,9.047347092877862,9.047576312055927,9.050780523876837,9.035857254392875,72.1249207101806,4.4337167269113635,0.039854164003324755,0.039854164003324755,0.3844179951414528,0.16978143430408998,0.21976780305845978,0.21999702223652484,0.2232012340574343,0.20827796457347247
44.4192,6.751369662276256,44.4192,3.793671808398653,7.587343616797306,7.587343616797306,5.854380959056892,6.664773064403618,6.607419092273199,6.606995123668755,6.60603257849491,6.642100856371368,37.66783033772374,2.9576978538776024,0.8359739545210507,0.8359739545210507,0.896988703219364,0.08659659787263774,0.14395057000305655,0.14437453860750082,0.1453370837813459,0.10926880590488786
32.5968,5.704420575548908,32.5968,3.4842141240455,6.968428248091,6.968428248091,4.67778368944674,5.709360734793345,5.6725110108847465,5.6696075349168185,5.664514582651786,5.707783245430043,26.892379424451093,2.220206451503408,1.2640076725420917,1.2640076725420917,1.0266368861021675,0.004940159244436693,0.031909564664161394,0.034813040632089454,0.039905992897121934,0.00336266988113465
70.796,8.701333564717078,70.796,4.259802501928507,8.519605003857015,8.519605003857015,8.309774921249176,8.414035892483465,8.40934415810109,8.409259258131009,8.411774687498161,8.413061399581757,62.09466643528293,4.441531062788571,0.18172856086006384,0.18172856086006384,0.3915586434679028,0.28729767223361335,0.29198940661598805,0.2920743065860698,0.2895588772189175,0.2882721651353215
62.2434,8.038574664566797,62.2434,4.13105250562748,8.26210501125496,8.26210501125496,7.533600688348748,7.889448649937459,7.852484711320404,7.852828626699717,7.854597515611104,7.868745190643089,54.204825335433206,3.907522158939317,0.22353034668816285,0.22353034668816285,0.5049739762180492,0.1491260146293376,0.18608995324639288,0.1857460378670801,0.18397714895569273,0.1698294739237074
65.256,8.115790067515546,65.256,4.178317995998279,8.356635991996558,8.356635991996558,7.80888386935819,8.078118592840786,8.051230351110249,8.051151316250257,8.053207133941779,8.062936038093216,57.14020993248445,3.9374720715172664,0.24084592448101283,0.24084592448101283,0.306906198157356,0.03767147467475951,0.0645597164052969,0.06463875126528862,0.06258293357376665,0.05285402942232942
