x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals
64.7207,17821139.34204288,64.7207,4188.76900849,271100.0623677787,551002.8145874832,17545785.806486294,17816885.868854072,17812907.179891083,17820038.7354694,17821410.88417381,17820984.229566664,17821080.55794788,17821074.637862563,17821074.62134288,17816950.573034387,17550039.2796751,17270136.527455397,275353.5355565846,4253.473188806325,8232.16215179488,1100.6065734773874,271.5421309322119,155.1124762147665,58.784094996750355,64.70418031513691
88.5045,62057799.153461896,88.5045,7833.046520249999,693259.865751466,6044832.741473062,61356617.78840062,62049877.65415209,62045851.036585,62057940.19706479,62058339.485165566,62057541.636112764,62057698.78169731,62057710.700672336,62057710.648961894,62049966.10694165,61364539.28771043,56012966.41198883,701181.3650612757,7921.499309808016,11948.116876892745,141.04360289126635,540.3317036703229,257.51734913140535,100.37176458537579,88.45278955996037
39.5495,2510071.382362245,39.5495,1564.1629502500002,61861.862600912384,18898.605168094386,2446605.7349347845,2508467.5975356973,2506964.1739135236,2509187.0448115594,2510157.3210077016,2509998.00037491,2510044.784244969,2510031.760485947,2510031.832862245,2508507.2194119953,2448209.519761333,2491172.7771941507,63465.647427460644,1603.7848265478387,3107.2084487215616,884.337550685741,85.93864545645192,73.38198733516037,26.598117276094854,39.62187629798427
58.0811,11579286.263632707,58.0811,3373.4141772099997,195931.60616795172,251879.57921538875,11379923.21100142,11575854.81716937,11572483.885189109,11578133.482155945,11579499.026434852,11579155.421261689,11579237.201072255,11579228.231346581,11579228.182532707,11575912.849455498,11383354.657464756,11327406.684417319,199363.0526312869,3431.446463337168,6802.378443598747,1152.7814767621458,212.76280214451253,130.84237101860344,49.06256045214832,58.03228612616658
15.0721,55271.78710948685,15.0721,227.16819841000003,3423.9018032553618,104.2388139480132,51605.39036884514,55029.292172100504,54894.38327484187,55069.11180768219,55274.69591145193,55251.55728570012,55264.7783356234,55256.46037051047,55256.715009486856,55044.618911076854,51847.88530623149,55167.54829553884,3666.396740641714,242.4949373863492,377.40383464498154,202.67530180466565,2.9088019650735077,20.229823786736233,7.0087738634538255,15.326738976385968
57.2883,10962547.903248971,57.2883,3281.94931689,188017.29705078938,228430.70108820198,10771191.318634737,10959208.615685526,10956996.528404552,10961395.238048498,10962754.017904516,10962419.729049334,10962499.842559183,10962490.565002417,10962490.614948971,10959265.95393208,10774530.606198182,10734117.20216077,191356.58461423405,3339.2875634450465,5551.374844418839,1152.6652004737407,206.11465554498136,128.1741996370256,48.06068978831172,57.338246554136276
53.6216,8424317.732108865,53.6216,2875.27598656,154176.8988409257,143485.53893598926,8267211.998888582,8421388.897729507,8422000.995774364,8423181.959645338,8424494.98160792,8424202.115196811,8424274.718727743,8424264.173716068,8424264.110508865,8421442.456122305,8270140.833267939,8280832.193172876,157105.73322028294,2928.834379358217,2316.7363345008343,1135.7724635265768,177.24949905462563,115.61691205389798,43.01338112168014,53.55839279666543
48.6667,5727226.085450345,48.6667,2368.44768889,115264.53314090296,73731.9332781594,5609544.455008382,5724808.988149285,5727176.508386756,5726149.50314326,5727367.55895004,5727126.3164474815,5727189.285348148,5727177.435838175,5727177.418750345,5724857.637761455,5611961.552309441,5653494.1521721855,117681.63044196274,2417.0973010594025,49.57706358842552,1076.5823070844635,141.47349969483912,99.76900286320597,36.800102196633816,48.64961216971278
3.6757,249.42745781700404,3.6757,13.51077049,49.661539090093,1.481111449398963,182.54091923345484,232.20245832354786,239.08042563433207,232.78001705701172,246.79778294632277,245.42161909867693,247.93324091732543,245.70294456598197,245.75175781700403,235.91668732700404,199.76591872691102,247.9463463676051,66.8865385835492,17.22499949345618,10.347032182671967,16.64744075999232,2.6296748706812707,4.005838718327112,1.4942168996786052,3.724513251022074
86.4234,56439073.78897826,86.4234,7469.00406756,645496.726132365,5003897.425521984,55786021.76122783,56431518.487360194,56438984.21919742,56439025.54973544,56439587.053031966,56438826.28417846,56438977.56500587,56438987.49142775,56438987.36557826,56431604.784910694,55793577.06284589,51435176.36345627,653052.027750425,7555.30161806196,89.56978083401918,48.23924281448126,513.264053709805,247.504799798131,96.22397238761187,86.29755050688982
70.964,25722654.58948256,70.964,5035.889295999999,357366.84800134395,1092460.9605512538,25360181.00156737,25717547.849568713,25712705.535567664,25721703.990274288,25722987.986316938,25722475.046748098,25722586.02269112,25722583.738864712,25722583.62548256,25717618.70018656,25365287.74148122,24630193.628931306,362473.58791518956,5106.739913847297,9949.053914897144,950.5992082729936,333.3968343771994,179.54273446276784,68.56679144129157,70.8506178483367
4.0721,363.0967872809097,4.0721,16.581998409999997,67.52355572536098,1.763857553518976,274.96267126924243,342.4862269946034,355.78371533691353,343.2715191953338,360.39931713756886,358.7103278419212,361.54201207514393,359.06240680060745,359.02468728090975,346.51478887090974,295.5732315555488,361.33292972739076,88.13411601166729,20.610560286306338,7.313071943996192,19.825268085575942,2.6974701433408654,4.386459438988538,1.554775205765793,4.034380480302275
50.1532,6455670.932706584,50.1532,2515.34347024,126152.52413164076,90471.23726006101,6326952.773279006,6453105.297410647,6453387.133283986,6454572.438651045,6455822.555801877,6455566.350965097,6455632.14830445,6455620.640880887,6455620.779506585,6453155.589236344,6329518.408574943,6365199.695446523,128718.15942757856,2565.635295936838,2283.799422598444,1098.4940555393696,151.623095292598,104.58174148760736,38.78440213389695,50.29182569682598
78.6937,38843111.42441356,78.6937,6192.698419690001,487326.35162955907,2403840.178294568,38349513.717231035,38836840.0688606,38837789.267386,38842507.62559741,38843529.87561834,38842899.10717394,38843029.51696448,38843032.76728029,38843032.73071356,38836918.72599387,38355785.072784,36439271.24611899,493597.7071825266,6271.3555529639125,5322.157027564943,603.798816151917,418.4512047767639,212.3172396197915,81.90744908154011,78.65713327378035
95.8378,85251632.18321267,95.8378,9184.88390884,880259.0670786261,11469287.350062924,84362092.41886796,85242351.48594658,85233168.2991899,85252588.8108708,85252273.6707969,85251338.12791358,85251516.76983355,85251536.36985542,85251536.34541267,85242447.29930383,84371373.11613405,73782344.83314975,889539.7643447071,9280.697266086936,18463.884022772312,956.6276581287384,641.487584233284,294.0552990883589,115.41337911784649,95.81335724890232
69.6757,23911322.10316377,69.6757,4854.703170490001,338254.8416961102,952099.6210865772,23568142.873565666,23906397.715261776,23903816.243146103,23910331.58524522,23911642.12147628,23911147.636946388,23911255.513601735,23911252.418432266,23911252.42746377,23906467.39999328,23573067.26146766,22959222.482077193,343179.22959810495,4924.387901995331,7505.860017668456,990.517918549478,320.018312510103,174.46621738374233,66.58956203609705,69.68473150581121
11.7027,20507.129407046625,11.7027,136.95318729,1602.722064898683,36.26644027954539,18756.175508889817,20358.897573788498,20463.01381014896,20377.537071131064,20506.84444536778,20492.894831960624,20502.624303011537,20495.850761062356,20495.426707046623,20370.176219756624,18904.40734214794,20470.86296676708,1750.9538981568076,148.23183325812715,44.115596897663636,129.5923359155604,0.2849616788444109,14.234575086000405,4.505104035088152,11.278645984268223
99.7027,99817240.15274838,99.7027,9940.628387289998,991107.4899094584,15838993.846075222,98816092.73419575,99807200.22410521,99814524.07445802,99818726.70510212,99817938.81953722,99816926.2989397,99817116.79069324,99817140.8524925,99817140.45004837,99807299.52436109,98826132.66283892,83978246.30667315,1001147.4185526222,10039.928643167019,2716.0782903581858,1486.5523537397385,698.6667888462543,313.85380867123604,123.36205513775349,99.30025587975979
37.3694,2003752.9410803532,37.3694,1396.47205636,52185.32286293938,13223.070888302576,1950134.2041943267,2002319.527057266,2002771.6633823332,2002926.4371436299,2003828.098533948,2003685.8583589976,2003729.0682900485,2003715.999113626,2003715.5716803533,2002356.4690239932,1951567.6182174138,1990529.8701920507,53618.73688602657,1433.4140230871271,981.2776980199851,826.5039367233403,75.1574535947293,67.08272135560401,23.87279030471109,36.94196672714315
99.4054,98634977.71775796,99.4054,9881.43354916,982267.8545276694,15455777.23544905,97642728.98646478,98624996.84099245,98633914.94374444,98636420.51791383,98635671.48982133,98634664.9986206,98634854.56609204,98634878.27454162,98634878.31235796,98625096.28420879,97652709.86323029,83179200.48230891,992248.7312931716,9980.87676550448,1062.774013519287,1442.800155878067,693.7720633745193,312.71913735568523,123.15166591107845,99.4432163387537
31.7207,1045399.9502443412,31.7207,1006.20280849,31917.457427268746,4883.748868532102,1012444.0918131637,1044361.5492404326,1044059.6108328,1044732.746078566,1045448.5232688293,1045346.0346706054,1045380.5162920976,1045367.7520489226,1045368.2295443412,1044393.7474358511,1013482.4928170724,1040516.201375809,32955.85843117745,1038.4010039085988,1340.339411541121,667.2041657752125,48.57302448817063,53.91557373572141,19.433952243532985,32.19819541857578
71.3604,26300140.86165988,71.3604,5092.30668816,363389.0421897728,1139258.3285457774,25931587.406279065,26294976.448468838,26290999.46630864,26299202.6266906,26300477.531419467,26299958.845355593,26300070.78295744,26300068.755156998,26300069.501259882,26295048.55497172,25936751.819470108,25160882.5331141,368553.455380816,5164.4131910428405,9141.395351242274,938.2349692806602,336.66975958645344,182.01630428805947,70.078702442348,72.10650288313627
67.5946,21189512.52789001,67.5946,4569.02994916,308841.75180149055,759405.3229201843,20876034.676321033,21184876.428122524,21189439.66594201,21188468.2268118,21189812.229183502,21189346.842413776,21189449.796861794,21189445.458071683,21189444.933290012,21184943.497940853,20880670.77608852,20430107.204969827,313477.8515689783,4636.099767487496,72.8619480021298,1044.3010782115161,299.7012934908271,165.68547623604536,62.73102821782231,67.06981832906604
31.8198,1058417.2362614707,31.8198,1012.4996720400001,32217.537064378394,4974.724812936282,1025155.5858811076,1057373.122945486,1056975.2276767856,1057747.809679791,1058466.8993074498,1058363.7693308545,1058398.3974661299,1058385.6226175262,1058385.4164614708,1057404.7365894306,1026199.6991970923,1053442.5114485344,33261.650380363106,1044.1133159846067,1442.008584685158,669.4265816796105,49.663045979104936,53.466930616181344,18.838795340852812,31.61364394449629
61.8468,14871281.641747428,61.8468,3825.0266702400004,236565.65946899925,395601.52007588843,14630829.028047303,14867394.687516304,14870582.087713044,14870145.922479361,14871526.761699952,14871137.156723404,14871227.057707693,14871219.714186544,14871219.794947429,14867456.615077188,14634715.982278429,14475680.121671539,240452.61370012537,3886.9542311243713,699.5540343839675,1135.7192680668086,245.11995252408087,144.4850240238011,54.58403973467648,61.92756088450551
