x1,x2,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals
47.6034,48.0667,-1.4505220905508074,47.6034,-0.4613446666412842,-0.972805138930832,-0.972805138930832,-1.4341498055721162,-1.4341498055721162,-1.44384122817305,-1.4587373728741533,-1.4529422151989526,-1.4419922242315735,-1.4410714913924598,-1.464444317449963,-1.5632622998196568,-1.436300068415007,49.053922090550806,0.9891774239095232,0.4777169516199754,0.4777169516199754,0.016372284978691143,0.016372284978691143,0.006680862377757446,0.008215282323345896,0.0024201246481452277,0.008529866319233914,0.009450599158347561,0.013922226899155676,0.11274020926884942,0.014222022135800483
75.5848,6.6852,0.7157761278644912,75.5848,0.1854957203750325,0.6515318077329387,0.6515318077329387,0.8370275281079712,0.8370275281079712,0.8394816686279571,0.8327057568250558,0.8241031997601148,0.8360672886794699,0.8256439381989524,0.832874247522021,0.8782028333050413,0.8392656218036461,74.86902387213551,0.5302804074894587,0.06424432013155246,0.06424432013155246,0.12125140024348002,0.12125140024348002,0.12370554076346596,0.11692962896056458,0.10832707189562363,0.1202911608149787,0.10986781033446125,0.11709811965752981,0.16242670544055016,0.12348949393915487
7.3981,38.1855,1.4256173889308716,7.3981,0.8978732342229432,0.41997609954080095,0.41997609954080095,1.317849333763744,1.317849333763744,1.4392147159866044,1.2371593050917011,1.2085111638961954,1.261118787687061,1.2737985659477529,1.2043188482115572,1.452900124330689,1.300896048438025,5.972482611069129,0.5277441547079285,1.0056412893900708,1.0056412893900708,0.10776805516712762,0.10776805516712762,0.0135973270557328,0.1884580838391705,0.21710622503467625,0.16449860124381055,0.15181882298311877,0.22129854071931443,0.027282735399817293,0.12472134049284667
79.2571,99.321,-0.698429340858357,79.2571,-0.6573400820664214,0.06007253852162593,0.06007253852162593,-0.5972675435447954,-0.5972675435447954,-0.60556131258336,-0.6043598664649866,-0.6016703250466384,-0.6050272238413013,-0.5946440905482805,-0.6311982742878088,-0.6360087293785235,-0.5924781830917074,79.95552934085835,0.04108925879193559,0.7585018793799829,0.7585018793799829,0.10116179731356156,0.10116179731356156,0.09286802827499696,0.09406947439337032,0.09675901581171853,0.0934021170170557,0.10378525031007646,0.06723106657054811,0.062420611479833465,0.10595115776664954
49.8532,53.5503,0.436408959288617,49.8532,-0.4007015771097591,0.5967643389637818,0.5967643389637818,0.19606276185402266,0.19606276185402266,0.18802513183007719,0.19662491754733788,0.2131054589749139,0.19491550494433957,0.20650997968968104,0.19157803973092505,0.3207881628372884,0.19001470707065138,49.41679104071138,0.8371105363983762,0.16035537967516478,0.16035537967516478,0.24034619743459434,0.24034619743459434,0.24838382745853982,0.23978404174127912,0.2233035003137031,0.24149345434427744,0.22989897959893596,0.24483091955769196,0.11562079645132861,0.24639425221796563
12.8159,31.2873,-0.7373440537800675,12.8159,0.24694794777566473,-0.9585208847464735,-0.9585208847464735,-0.7115729369708087,-0.7115729369708087,-0.6923040641038494,-0.7187307092185745,-0.7840880988102035,-0.7091012772950289,-0.7347784210527677,-0.7052685077868115,-0.590316650731239,-0.6977437161382707,13.553244053780066,0.9842920015557323,0.22117683096640595,0.22117683096640595,0.02577111680925881,0.02577111680925881,0.04503998967621814,0.018613344561492995,0.04674404503013596,0.02824277648503859,0.002565632727299816,0.032075545993256016,0.14702740304882855,0.03960033764179682
19.7918,75.6065,-0.4090255683079056,19.7918,0.8088795965126481,-0.9769744647870954,-0.9769744647870954,-0.1680948682744473,-0.1680948682744473,-0.12722543767628808,-0.16634784796368812,-0.20561154497163286,-0.17654559462557526,-0.1855375184829866,-0.19332254878079272,-0.055888228164268194,-0.17709461190792342,20.200825568307906,1.2179051648205537,0.5679488964791898,0.5679488964791898,0.2409307000334583,0.2409307000334583,0.2818001306316175,0.24267772034421747,0.20341402333627273,0.23247997368233034,0.223488049824919,0.21570301952711288,0.3531373401436374,0.23193095639998218
9.1669,59.5781,-0.0510092082848741,9.1669,0.2550292571624195,-0.43469443162235705,-0.43469443162235705,-0.17966517445993757,-0.17966517445993757,-0.15184450911370062,-0.1774848482904447,-0.2875971876465958,-0.1827790136635484,-0.19461461361256047,-0.18656419401567462,-0.2110906179240787,-0.20477673003836475,9.217909208284874,0.3060384654472936,0.38368522333748295,0.38368522333748295,0.12865596617506347,0.12865596617506347,0.10083530082882652,0.1264756400055706,0.2365879793617217,0.1317698053786743,0.14360540532768637,0.13555498573080052,0.1600814096392046,0.15376752175349065
86.3048,54.1633,-1.502527683444604,86.3048,-0.9960422936688406,-0.5517587408267486,-0.5517587408267486,-1.5478010344955893,-1.5478010344955893,-1.5593420182377316,-1.5601561262818662,-1.556469370608293,-1.555720229098715,-1.6060660410037693,-1.5831038950432375,-1.554482441475815,-1.5492300820852392,87.8073276834446,0.5064853897757634,0.9507689426178554,0.9507689426178554,0.04527335105098529,0.04527335105098529,0.056814334793127585,0.057628442837262206,0.05394168716368908,0.053192545654111134,0.1035383575591653,0.08057621159863348,0.05195475803121097,0.04670239864063519
74.0121,75.707,0.2743336632352989,74.0121,-0.9829964145809074,0.9593948324115732,0.9593948324115732,-0.023601582169334168,-0.023601582169334168,-0.036883145786376616,-0.02350487295385494,-0.021929080645024177,-0.019565407280613473,-0.05825535658776567,-0.006228962805538054,0.09184806252067619,-0.025276138719219077,73.73776633676471,1.2573300778162062,0.6850611691762742,0.6850611691762742,0.29793524540463306,0.29793524540463306,0.31121680902167553,0.29783853618915385,0.2962627438803231,0.29389907051591235,0.33258901982306455,0.2805626260408369,0.18248560071462272,0.299609801954518
