x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals
92.8655,75182983.84641364,92.8655,8624.00109025,800872.1732466114,8887782.496856438,74373394.80463319,75174266.97787979,75174271.509032,75183685.39481162,75183076.70997004,75182984.03187214,75182890.98091364,75174359.8453234,74382111.67316703,66295201.349557206,809589.0417804569,8716.868533849716,8712.337381646037,701.5483979731798,92.86355639994144,0.1854584962129593
59.4584,12712153.622300752,59.4584,3535.3013305599998,210203.3606329687,297809.86044006393,12498355.497859305,12708558.858492274,12708562.943769183,12711030.89205399,12712213.076622833,12712152.644982256,12712094.163900752,12708618.32097019,12501950.261667782,12414343.761860687,213798.12444144674,3594.76380847767,3590.6785315684974,1122.7302467618138,59.45432208105922,0.9773184955120087
93.8248,78329293.41794665,93.8248,8803.09309504,825948.4490235089,9656579.812785957,77494448.03994092,78320396.48896444,78320401.03039365,78330109.80791463,78329387.23165947,78329294.3187294,78329199.59314665,78320490.32485162,77503344.96892314,68672713.6051607,834845.3780057281,8896.92898221314,8892.38755300641,816.3899679780006,93.81371282041073,0.9007827490568161
61.3959,14444062.619441517,61.3959,3769.4565368099998,231429.17658833307,375183.6044281253,14208802.582899638,14440231.75948797,14440235.876831027,14442953.412890485,14444124.00782478,14444062.746359771,14444001.223541517,14440293.162904706,14212633.442853184,14068879.015013391,235260.03654187918,3830.8599535468966,3826.7426104899496,1109.2065510321409,61.38838326372206,0.12691825442016125
4.6235,581.8355109694874,4.6235,21.37675225,98.83541402787499,2.2552806789357316,456.96553675788,555.800950785755,557.3321027797906,556.9632750218057,586.4247030357551,581.7124310648231,577.2120109694873,560.4587587194874,483.00009694161236,579.5802302905516,124.86997421160737,26.03456018373231,24.503408189696756,24.872235947681702,4.589192066267742,0.12307990466422325
45.8292,4509727.502956558,45.8292,2100.31557264,96255.78244163308,49271.57388707014,4411325.504674091,4507581.287115725,4507585.112037167,4508713.274368394,4509773.261088364,4509727.159276648,4509681.673756558,4507627.187383918,4413471.720514925,4460455.929069488,98401.99828246702,2146.2158408332616,2142.390919391066,1014.2285881638527,45.75813180580735,0.343679909594357
71.2855,26190286.206418466,71.2855,5081.62251025,362246.0014544264,1130279.730723419,25822887.33667951,26185133.33813394,26185137.60482688,26189393.423560243,26190357.53164419,26190285.681777995,26190214.920918465,26185204.583908215,25828040.204964038,25060006.475695048,367398.86973895505,5152.868284527212,5148.601591587067,892.782858222723,71.32522572577,0.5246404707431793
67.8043,21452689.464563586,67.8043,4597.42309849,311725.0549969455,777085.7318941561,21136299.14652939,21448024.201526333,21448028.41815195,21451690.150518112,21452757.23322482,21452689.68606137,21452621.660263587,21448092.041465096,21140964.40956664,20675603.732669428,316390.3180341944,4665.263037253171,4661.046411637217,999.3140454739332,67.76866123452783,0.2214977853000164
19.8736,164257.5092926109,19.8736,394.95997696,7849.276598112256,382.6319702728714,155993.38340024374,163842.659998356,163845.6493905738,163934.9690610051,164277.367175316,164258.01349100526,164237.6356926109,163862.5493156509,156408.23269449864,163874.87732233803,8264.125892367156,414.84929425490554,411.8599020371039,322.540231605788,19.85788270510966,0.50419839436654
11.6159,19919.74131334547,11.6159,134.92913281,1567.323313807679,35.2254048827375,18205.870880858616,19773.1941946663,19775.646569515528,19791.626230301335,19931.355127476298,19920.32052769634,19908.125413345468,19784.812180535468,18352.41799953779,19884.51590846273,1713.8704324868522,146.54711867916922,144.09474382994085,128.11508304413292,11.613814130829269,0.5792143508733716
