x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals
69.6329,115656229120.12062,69.6329,13394099.238459611,4595294700.176946,932669972.8617344,259006674.1560304,115184070489.53879,115182133465.3885,115760183222.29512,115706430525.53989,115623437718.32439,115646948005.30545,115668266573.68484,115656229050.48772,115642835020.88216,111060934419.94368,114723559147.25888,115397222445.96458,472158630.5818329,474095654.7321167,103954102.17449951,50201405.41926575,32791401.79623413,9281114.815170288,12037453.564224243
63.6901,67811687630.80254,63.6901,4556778.479187681,1987189537.325356,290221677.01731133,49576895.77115225,67428327686.43129,67427217598.52163,67967199799.38408,67825191899.88968,67789846824.26046,67806301439.1783,67821222092.148865,67811687567.11244,67807130852.32336,65824498093.47719,67521465953.78523,67762110735.031395,383359944.37125397,384470032.2809143,155512168.58153534,13504269.087135315,21840806.54208374,5386191.62424469,9534461.346321106
68.8775,108346725307.09874,68.8775,11688714.514934871,4144065329.477946,805089434.0024266,209913641.9196751,107884287366.07669,107882477764.22842,108460269068.55556,108391349894.27374,108315536365.49385,108338042945.24525,108358451375.81027,108346725238.22124,108335036592.5838,104202659977.62079,107541635873.09631,108136811665.17906,462437941.02204895,464247542.87031555,113543761.45681763,44624587.17500305,31188941.604888916,8682361.853485107,11726068.711532593
99.9253,1005589776942.1134,99.9253,2661151538.4002767,161074561868.2912,265916365820.10916,1184005067800.3691,1006796745489.3705,1006778373261.1895,1004592898409.8495,1005875252333.64,1005404362352.3424,1005504063886.9811,1005594470864.3795,1005589776842.1881,1002928625403.7131,844515215073.8223,739673411122.0043,178415290858.25574,1206968547.25708,1188596319.0760498,996878532.263916,285475391.5266113,185414589.7709961,85713055.13232422,4693922.266113281
46.8664,10827707364.885698,46.8664,195170.86883884613,125651906.06613569,9146956.007348899,459807.5708867138,10696819936.001848,10696656836.088734,10940638827.731894,10809605346.342838,10822024373.128267,10826848807.239193,10831223489.205795,10827707318.019299,10827512194.01686,10702055458.819563,10818560408.87835,10827247557.314812,130887428.8838501,131050528.79696465,112931462.84619522,18102018.54286003,5682991.75743103,858557.6465053558,3516124.3200969696
71.5254,135792726597.17767,71.5254,18820790.475565583,5930664529.849864,1346164567.0810187,438500385.68174446,135299368896.79424,135297079221.23778,135868333586.6742,135858065784.1362,135755618017.98991,135781790275.27531,135805522654.93668,135792726525.65227,135773905806.7021,129862062067.3278,134446562030.09665,135354226211.49593,493357700.3834381,495647375.93989563,75606989.496521,65339186.95852661,37108579.1877594,10936321.902359009,12796057.759002686
32.3996,1193585195.25526,32.3996,11105.462994547424,5813225.918552713,359812.5588381387,8215.660764811088,1166624340.7710083,1166608258.7885878,1227853571.02495,1185498672.4434993,1192373812.6569483,1193475754.2959976,1194474968.7335377,1193585162.85566,1193574089.7922654,1187771969.3367074,1193225382.6964219,1193576979.5944953,26960854.484251738,26976936.466672182,34268375.76969004,8086522.811760664,1211382.5983116627,109440.95926237106,889773.4782776833
4.8706,16798.050245107926,4.8706,21.680087164308755,59.72756399804999,105.59503254248222,3.8768978336620874,13402.193002194283,13401.951356615766,30188.940558647526,14013.347258760623,16091.045776359035,16653.814376328948,17164.11954146387,16793.179645107928,16776.370157943617,16738.322681109876,16692.455212565445,16794.173347274264,3395.857242913644,3396.0988884921608,13390.8903135396,2784.7029863473035,707.0044687488917,144.23586877897833,366.06929635594497
42.6519,6165011044.789212,42.6519,86209.07392763195,55874570.25398013,3676980.800253965,142352.2220592503,6075966294.915065,6075875919.790122,6252004557.118124,6148751256.1599045,6161204614.922913,6164514047.435774,6167514962.030277,6165011002.137312,6164924835.715284,6109136474.535233,6161334063.988958,6164868692.567153,89044749.87414742,89135124.9990902,86993512.32891178,16259788.629307747,3806429.866299629,496997.3534383774,2503917.2410650253
82.1772,311763529683.0141,82.1772,124401941.88627669,22732970485.11587,10223003258.776937,8491039016.81512,311307399392.7318,311301959847.96783,311552950219.2498,311939917112.51447,311692272580.6537,311737876834.9132,311779229686.6928,311763529600.8369,311639127741.1278,289030559197.89825,301540526424.2372,303272490666.199,456130290.2822876,461569835.04626465,210579463.76428223,176387429.5003662,71257102.3604126,25652848.100891113,15700003.678710938
40.6182,4604155422.694846,40.6182,57837.726525840095,36963230.62857621,2349264.343571878,80843.46269181218,4531659066.310099,4531592540.101934,4679050144.172534,4589320557.223899,4601057350.648239,4603779316.63952,4606247530.581709,4604155382.076646,4604097584.96832,4567192192.06627,4601806158.3512745,4604074579.232154,72496356.3847475,72562882.59291172,74894721.47768784,14834865.470947266,3098072.0466070175,376106.0553264618,2092107.8868627548
73.7026,162491152287.86087,73.7026,27784469.16398479,7901872060.546059,2047787617.0055056,803577073.1778406,161980483333.63278,161977722882.67075,162526112795.06198,162575909542.73935,162448502433.53107,162478009853.2892,162504766478.86002,162491152214.15826,162463367818.6969,154589280227.31482,160443364670.85538,161687575214.68304,510668954.2280884,513429405.1901245,34960507.20111084,84757254.878479,42649854.32980347,13142434.571655273,13614190.999145508
