x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals
25.9969,12349324.2071,25.9969,675.83880961,2920.354052940761,9514.447212863648,11874294.560852226,12331052.657427287,12349298.210186446,12349298.2102,12348648.36829039,12346403.85304706,12339809.759887137,475029.64624777436,18271.549672713503,25.996913554146886
49.0466,289728206.5541,49.0466,2405.5689715599997,296382.4151403954,1153748.831026748,283821004.8824645,289607766.9593968,289728157.50748885,289728157.5075,289725800.9851284,289431824.1389596,288574457.72307324,5907201.671635449,120439.59470319748,49.04661113023758
79.9257,3302936686.9333,79.9257,6388.117520490001,83746561.26754053,366901846.2766438,3261611598.669955,3302419644.1255465,3302936607.0075746,3302936607.0076,3302930298.8157797,3219190125.6657596,2936034840.6566563,41325088.26334524,517042.8077535629,79.92572546005249
14.5383,697456.2266,14.5383,211.36216689,228.43487226469205,611.4713928125018,649483.5139725154,694157.4795649515,697441.6883227385,697441.6883,697244.8644331101,697227.7917277353,696844.7552071875,47972.712627484696,3298.747035048553,14.538277261541225
26.4047,13340537.2796,26.4047,697.2081820899999,3184.640560073388,10425.054706677085,12835304.844644714,13321404.093817959,13340510.87488568,13340510.8749,13339840.07141791,13337352.639039926,13330112.224893322,505232.43495528586,19133.1857820414,26.404714319854975
72.2819,2000774261.8023,72.2819,5224.673067609999,21553111.493088886,92259683.33214062,1973094106.8876827,2000391315.551092,2000774189.5203652,2000774189.5204,2000769037.1292324,1979221150.309211,1908514578.4701593,27680154.9146173,382946.25120806694,72.28193473815918
65.409,1215845803.7341,65.409,4278.337281000001,6234545.716402575,26064515.04480504,1197257448.334649,1215561618.2246435,1215845738.3251374,1215845738.3251002,1215841525.396819,1209611258.0176976,1189781288.689295,18588355.399451017,284185.5094566345,65.40896272659302
6.1673,10647.7561,6.1673,38.03558929,29.66602944198485,53.97025456697593,8922.27023843164,10368.9762910692,10641.58877018742,10641.588800000001,10609.72051071,10618.090070558015,10593.785845433025,1725.4858615683606,278.77980893079985,6.167329812580647
52.4257,403724601.7396,52.4257,2748.45402049,562884.415841851,2228682.827526437,396023711.7311972,403577711.2339448,403724549.31390727,403724549.3139,403721853.2855795,403161717.3237581,401495918.91207355,7700890.008402824,146890.5056552291,52.42569273710251
78.2159,2965265219.3682,78.2159,6117.727012810001,61934964.50797246,270003802.5364952,2927353936.097809,2964780519.9010744,2965265141.1523485,2965265141.1523,2965259101.641187,2903330254.8602276,2695261416.8317046,37911283.27039099,484699.4671254158,78.21585130691528
48.9482,286845502.9187,48.9482,2395.92628324,290866.16517820646,1131691.1959417146,280985319.0105973,286725781.7653175,286845453.970498,286845453.9705,286843106.99241674,286554636.7535218,285713811.7227583,5860183.908102691,119721.15338248014,48.94820195436478
4.5612,2527.3087,4.5612,20.804545440000002,20.19758985949564,30.651574490504338,1974.2201409336717,2407.049251898696,2522.747489999624,2522.7475,2506.50415456,2507.1111101405045,2496.657125509496,553.0885590663283,120.25944810130386,4.561210000375922
12.5966,344499.0159,12.5966,158.67433156,144.33808948217137,365.67000382444326,317151.444401875,342328.9878978879,344486.41931437654,344486.4193,344340.34156844,344354.67781051784,344133.34589617554,27347.571498124977,2170.0280021121143,12.596585623454303
25.4581,11130974.0813,25.4581,648.1148556100001,2603.5675086739766,8427.836451787718,10693747.869502455,11113800.735564826,11130948.623226041,11130948.6232,11130325.96644439,11128370.513791326,11122546.244848212,437226.21179754473,17173.345735173672,25.45807395875454
14.7361,745471.9232,14.7361,217.15264321,239.24608716701562,643.6438118472662,694884.7809237732,742040.0513768627,745457.1870856795,745457.1871,745254.7705567899,745232.6771128329,744828.2793881526,50587.142276226776,3431.871823137277,14.736114320461638
89.8695,5928177734.3476,89.8695,8076.52703025,474744399.58053595,2135570561.2302248,5862213445.634719,5927443734.505077,5928177644.478053,5928177644.4781,5928169657.82057,5453433334.767064,3792607173.1173754,65964288.71288109,733999.8425226212,89.86954689025879
80.2567,3371722349.396,80.2567,6441.137894889999,88773006.5702984,389290073.5843905,3329710626.148737,3371198883.529725,3371722269.139309,3371722269.1393,3371715908.258105,3282949342.8257017,2982432275.8116093,42011723.247262955,523465.8662748337,80.2566909790039
55.5414,538238368.1617,55.5414,3084.84711396,1010690.2496115783,4060072.797022106,528547609.329221,538063891.0457283,538238312.6203375,538238312.6203,538235283.314586,537227677.9120884,534178295.3646779,9690758.832479,174477.11597168446,55.54136252403259
31.1475,30289203.1725,31.1475,970.16675625,8585.580152207487,29523.526251976185,29316760.054314625,30257983.58924727,30289172.025043815,30289172.025,30288233.00574375,30280617.592347793,30259679.646248024,972443.1181853749,31219.583252727985,31.14745618402958
65.4983,1224142285.9122,65.4983,4290.02730289,6336679.277069381,26500146.00897367,1205452606.6317368,1223856940.8912785,1224142220.4138741,1224142220.4139,1224137995.884897,1217805606.6351306,1197642139.9032264,18689679.28046322,285345.02092146873,65.49832582473755
23.7215,7841801.2208,23.7215,562.70956225,1793.05099037624,5677.484040157914,7511224.423413926,7827866.474861512,7841777.4993046755,7841777.4993,7841238.51123775,7840008.169809624,7836123.736759842,330576.79738607444,13934.745938488282,23.721495324745774
8.6725,55452.3686,8.6725,75.21225625,55.40967943446906,119.69361243143292,49059.32206889534,54716.205559111004,55443.69610768913,55443.6961,55377.15634375,55396.958920565536,55332.67498756857,6393.046531104665,736.1630408889978,8.672492310870439
2.8544,290.1266,2.8544,8.147599360000001,15.201993505260678,15.944788194977727,189.4847065450131,255.86808187608554,287.2721888492696,287.2722,281.97900064,274.9246064947393,274.1818118050223,100.6418934549869,34.258518123914456,2.8544111507304137
