x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_19_Y_pred,Model_20_Y_pred,Model_21_Y_pred,Model_22_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals,Model_19_Residuals,Model_20_Residuals,Model_21_Residuals,Model_22_Residuals
64.7207,-0.7331199854983769,64.7207,0.9498468296837977,-0.5161141195518748,-0.49350415329082836,-0.9117339147869651,-0.9853239098204469,-0.9874332879795005,-0.9805859442353584,-1.032409467695106,-0.992085463534023,-0.9958677085194242,-0.7325552027730975,-0.7404225027730975,-0.7338014561151363,-0.7338600370842219,-0.7338585283208185,-0.7311525007200996,-0.734925506193481,-0.7330957617453018,-0.728795550084846,-0.7305132034459657,-0.7263648599481934,65.45381998549837,1.6829668151821746,0.21700586594650206,0.2396158322075485,0.1786139292885882,0.25220392432207006,0.2543133024811236,0.24746595873698152,0.29928948219672924,0.2589654780356462,0.2627477230210473,0.000564782725279378,0.0073025172747206435,0.0006814706167593831,0.000740051585845003,0.000738542822441679,0.0019674847782772398,0.0018055206951040903,2.422375307509217e-05,0.0043244354135308916,0.0026067820524111607,0.006755125550183427
88.5045,-1.9991750697212851,88.5045,0.514055106997532,-0.22733055198394375,-0.22537756251760155,-0.9117339147869651,-0.9941917630516242,-0.9944442113589487,-1.0039214469666227,-1.1564871595413753,-1.0041822233146354,-1.0084357356267053,-1.7466005637737405,-1.7544678637737405,-1.7475117591290088,-1.7475547501710422,-1.747553646857385,-1.755298261554202,-1.7483410125779906,-1.7699780222089294,-1.7819825198971717,-1.7673815134838473,-1.7789620550620644,90.50367506972128,2.513230176718817,1.7718445177373414,1.7737975072036836,1.0874411549343201,1.004983306669661,1.0047308583623364,0.9952536227546624,0.8426879101799098,0.9949928464066498,0.9907393340945798,0.2525745059475446,0.24470720594754458,0.2516633105922763,0.2516203195502429,0.2516214228639002,0.24387680816708301,0.25083405714329454,0.2291970475123557,0.2171925498241134,0.2317935562374378,0.22021301465922072
39.5495,-0.9682091546380632,39.5495,0.9611681583002663,-0.8597785821320654,-0.7576980830063496,-0.9117339147869651,-0.9756970844561811,-0.97927000413788,-0.9689361678217184,-0.7746604460930894,-0.985168559218702,-0.99760611887588,-0.9053231984816161,-0.9131904984816162,-0.9073634359554561,-0.9074584919745807,-0.9074560229617332,-0.9065674060950052,-0.9091648734714433,-0.9065808230609684,-0.9050585265344122,-0.9047213681923884,-0.9032528337582133,40.51770915463806,1.9293773129383296,0.10843057250599786,0.21051107163171368,0.05647523985109815,0.0074879298181178555,0.011060849499816783,0.0007270131836552007,0.19354870854497386,0.016959404580638715,0.02939696423781679,0.0628859561564471,0.05501865615644708,0.06084571868260713,0.0607506626634825,0.06075313167633001,0.06164174854305804,0.05904428116661997,0.0616283315770948,0.06315062810365102,0.06348778644567488,0.06495632087984993
58.0811,-0.7366756690763048,58.0811,0.9992641884992349,-0.6056231024396609,-0.5692744688765715,-0.9117339147869651,-0.9827953639221841,-0.9855189864448293,-0.9834447956957477,-0.9759118223762902,-1.016717662672793,-1.0004029645817922,-1.0234046261715366,-1.0312719261715366,-1.024793445118308,-1.0248586239436175,-1.0248569427043914,-1.0251587249102683,-1.0260413069374668,-1.030794858031217,-1.031171178107042,-1.0284268078277257,-1.028789837618558,58.817775669076305,1.7359398575755396,0.13105256663664389,0.16740120019973326,0.1750582457106603,0.24611969484587937,0.2488433173685245,0.24676912661944295,0.23923615329998538,0.2800419935964882,0.26372729550548746,0.28672895709523183,0.29459625709523185,0.2881177760420033,0.2881829548673127,0.28818127362808665,0.2884830558339635,0.289365637861162,0.2941191889549122,0.2944955090307373,0.2917511387514209,0.29211416854225325
15.0721,-1.5649633278594628,15.0721,0.59387228583439,-0.909487249993655,-0.7891889377815696,-0.9117339147869651,-0.9605979070047047,-0.962873489195741,-0.9119190263776722,-0.7290135784299934,-1.0484032129815037,-1.0441391485239309,-1.6652696604675372,-1.6731369604675372,-1.6706321585885435,-1.6708727144547055,-1.6708662357142774,-1.6779641073335645,-1.674962108871915,-1.656213936221586,-1.6669107244221912,-1.6572063891546094,-1.6675254048875057,16.637063327859465,2.158835613693853,0.6554760778658077,0.7757743900778932,0.6532294130724977,0.6043654208547581,0.6020898386637218,0.6530443014817906,0.8359497494294694,0.516560114877959,0.5208241793355319,0.10030633260807442,0.10817363260807444,0.10566883072908073,0.10590938659524274,0.1059029078548146,0.1130007794741017,0.1099987810124523,0.09125060836212318,0.10194739656272844,0.09224306129514659,0.10256207702804288
57.2883,-0.4371069186791414,57.2883,0.6740162834291383,-0.6165022866740116,-0.5781848986301255,-0.9117339147869651,-0.988234660769666,-0.9891054714465128,-1.0011441322919203,-0.9685026661537868,-1.0066676990540038,-0.9890461460403811,-0.3724723282051636,-0.38033962820516365,-0.37388038023219305,-0.37394644752795725,-0.37394474302243674,-0.36752959504330207,-0.3751448714085166,-0.3935272037146982,-0.38343726425993496,-0.3913485165106655,-0.38161491778691203,57.72540691867914,1.1111232021082798,0.17939536799487021,0.14107797995098403,0.47462699610782366,0.5511277420905246,0.5519985527673714,0.5640372136127789,0.5313957474746454,0.5695607803748624,0.5519392273612397,0.0646345904739778,0.05676729047397777,0.06322653844694837,0.06316047115118417,0.06316217565670468,0.06957732363583935,0.06196204727062482,0.04357971496444324,0.05366965441920646,0.04575840216847593,0.05549200089222939
53.6216,-0.2713442750218094,53.6216,-0.2128832319812337,-0.6671952187958985,-0.6187850990592505,-0.9117339147869651,-1.0039701021972718,-1.0039401830509598,-0.9860034262990311,-0.9324817698387169,-1.0003048222479174,-0.9880025809506727,-0.35667919470459497,-0.364546494704595,-0.35818360316340303,-0.35825411581847455,-0.3582522947571184,-0.35167833455348696,-0.3595311433842382,-0.344257493939068,-0.3339136186532903,-0.3417439539179019,-0.33176538747241335,53.89294427502181,0.0584610430405757,0.3958509437740891,0.3474408240374411,0.6403896397651556,0.7326258271754624,0.7325959080291504,0.7146591512772218,0.6611374948169075,0.728960547226108,0.7166583059288634,0.08533491968278556,0.09320221968278558,0.08683932814159362,0.08690984079666514,0.08690801973530898,0.08033405953167755,0.08818686836242878,0.0729132189172586,0.06256934363148087,0.0703996788960925,0.06042111245060394
48.6667,-1.0166925195470102,48.6667,-0.9996084138051439,-0.7361701156996201,-0.6714547241767339,-0.9117339147869651,-1.02053988484539,-1.017286139092517,-1.0199534299602584,-0.8796415577141692,-0.9811620722049296,-0.9998228607925048,-0.9913792193305931,-0.9992465193305932,-0.9930369229304455,-0.9931144877995873,-0.9931124813306135,-0.9930954077979052,-0.994515687024239,-0.9974751578281792,-0.9973365453670612,-0.9953326622110346,-0.9951989450484408,49.683392519547006,0.017084105741866362,0.28052240384739013,0.3452377953702763,0.10495860476004515,0.0038473652983797013,0.0005936195455067406,0.0032609104132481637,0.13705096183284105,0.03553044734208066,0.016869658754505412,0.02531330021641709,0.017446000216417068,0.02365559661656469,0.0235780317474229,0.02358003821639676,0.02359711174910506,0.02217683252277125,0.01921736171883104,0.019355974179949054,0.021359857335975674,0.02149357449856948
3.6757,-1.801712163425374,3.6757,-0.5090729145221569,0.26581837175583045,0.2626989848013025,-0.9117339147869651,-1.1384968616922373,-1.132591867793564,-0.9224828785724472,-1.1453366250237598,-1.1609198230266446,-1.189708351872727,-1.697310988978582,-1.705178288978582,-1.719483238076697,-1.720286147451798,-1.720259581566768,-1.7284078794193114,-1.730627497736629,-1.687159456781432,-1.6983714335215354,-1.703075599591748,-1.7138916092395269,5.477412163425374,1.2926392489032172,2.0675305351812048,2.0644111482266765,0.889978248638409,0.6632153017331368,0.6691202956318101,0.879229284852927,0.6563755384016143,0.6407923403987295,0.6120038115526472,0.10440117444679209,0.09653387444679207,0.0822289253486772,0.08142601597357602,0.08145258185860604,0.0733042840060627,0.07108466568874516,0.11455270664394201,0.10334072990383869,0.09863656383362618,0.08782055418584722
86.4234,-0.913188891975222,86.4234,-0.9995618920135446,-0.25043593001233244,-0.24782631373738823,-0.9117339147869651,-1.0115658709564024,-1.0097338706103298,-1.0119124238990072,-1.149997655386018,-0.9888632021923172,-1.0003394729009374,-1.02933840230688,-1.03720570230688,-1.0302715497392527,-1.0303155657834382,-1.0303144359016747,-1.030657700006612,-1.0311202822154626,-1.0365577782102582,-1.0370295067351998,-1.0337775683630452,-1.0342326371163233,87.33658889197523,0.0863730000383226,0.6627529619628896,0.6653625782378338,0.001454977188256934,0.09837697898118036,0.0965449786351078,0.09872353192378513,0.23680876341079604,0.07567431021709514,0.08715058092571537,0.11614951033165788,0.1240168103316579,0.1170826577640307,0.11712667380821618,0.11712554392645269,0.11746880803138993,0.11793139024024057,0.12336888623503617,0.12384061475997776,0.12058867638782322,0.12104374514110128
