x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals
41.9226,-0.5447755061640638,41.9226,-0.4696557644872442,-0.8285784971974227,-0.9117339147869651,-0.9525595008817354,-0.9850863865005025,-1.0418521698322614,-0.541328298676826,-0.5373348986768258,-0.5373384392258904,-0.5384222838478463,-0.5413144178398663,-0.5413151313032579,-0.5443056573287277,-0.5443056574208721,42.46737550616407,0.07511974167681956,0.28380299103335893,0.3669584086229013,0.40778399471767157,0.4403108803364387,0.4970766636681976,0.0034472074872378133,0.00744060748723796,0.0074370669381733645,0.006353222316217488,0.0034610883241974477,0.0034603748608058593,0.000469848835336073,0.0004698487431916698
89.2875,-1.2093524397125288,89.2875,0.24535961296197636,-0.21874435898992994,-0.9117339147869651,-0.9525595008817354,-0.9856857808202553,-0.9876564871988035,-1.2191647422639682,-1.215171342263968,-1.2151748828130327,-1.212985619388821,-1.2191532301659638,-1.219153821878379,-1.216151526340079,-1.2161515264164993,90.49685243971253,1.4547120526745052,0.9906080807225989,0.29761852492556373,0.25679293883079346,0.22366665889227355,0.22169595251372531,0.009812302551439389,0.005818902551439242,0.005822443100503838,0.0036331796762922863,0.00980079045343496,0.009801382165850248,0.006799086627550244,0.006799086703970447
82.6901,-0.5073987394990906,82.6901,0.5329687626360307,-0.2929292977806266,-0.9117339147869651,-0.9525595008817354,-0.9793931373936463,-0.9715430224094549,-0.46718182941524955,-0.4631884294152495,-0.463191969964314,-0.4614579689592275,-0.4671667178376856,-0.4671674945599622,-0.47010194432942354,-0.47010194442973785,83.1974987394991,1.0403675021351213,0.21446944171846405,0.40433517528787444,0.4451607613826447,0.47199439789455566,0.46414428291036425,0.040216910083841095,0.04421031008384113,0.044206769534776647,0.04594077053986312,0.04023202166140505,0.04023124493912844,0.03729679516966711,0.037296795069352795
68.0807,-1.476874706184253,68.0807,0.511094723894565,-0.47212095437216284,-0.9117339147869651,-0.9525595008817354,-0.9755126603100129,-0.9683144515979333,-1.4627945196338437,-1.4588011196338435,-1.458804660182908,-1.4580795427656517,-1.462779875197527,-1.4627806279091948,-1.465474841587059,-1.4654748416842724,69.55757470618424,1.987969430078818,1.0047537518120904,0.565140791397288,0.5243152053025177,0.5013620458742402,0.5085602545863198,0.014080186550409435,0.01807358655040958,0.018070046001344986,0.018795163418601435,0.014094830986726148,0.014094078275058264,0.011399864597193998,0.01139986449998065
6.7295,-0.166996830057113,6.7295,0.9020439656306419,-0.3294344440806778,-0.9117339147869651,-0.9525595008817354,-0.6337565054249344,-0.7444464545318525,-0.12990011248968802,-0.125906712489688,-0.12591025303875247,-0.12943306313697378,-0.12984204484863127,-0.1298450294558866,-0.13129250038206786,-0.13129250076753263,6.896496830057113,1.069040795687755,0.1624376140235648,0.7447370847298521,0.7855626708246224,0.4667596753678215,0.5774496244747396,0.03709671756742497,0.041090117567425005,0.04108657701836052,0.03756376692013921,0.03715478520848173,0.03715180060122639,0.03570432967504514,0.03570432928958037
58.8089,-1.2385844614186607,58.8089,-0.6361020277192955,-0.5956669898704184,-0.9117339147869651,-0.9525595008817354,-0.9909987806880268,-1.044069284897084,-1.2516836387306505,-1.2476902387306503,-1.247693779279715,-1.2476094769260664,-1.2516654668950458,-1.2516664009115395,-1.2527226884985052,-1.2527226886191343,60.04748446141866,0.6024824336993653,0.6429174715482423,0.32685054663169566,0.2860249605369254,0.24758568073063392,0.19451517652157668,0.01309917731198973,0.009105777311989582,0.009109317861054178,0.009025015507405643,0.013081005476385021,0.013081939492878725,0.014138227079844468,0.01413822720047353
4.6649,-0.9796576404419324,4.6649,-0.04747113284675282,0.03072509265614096,-0.9117339147869651,-0.9525595008817354,-0.7955716089198859,-1.0156720822664564,-1.0108157214846043,-1.0068223214846042,-1.0068258620336688,-1.0104919389371683,-1.010804877993217,-1.0108054353398583,-1.0100165823903782,-1.01001658246236,5.644557640441933,0.9321865075951795,1.0103827330980732,0.06792372565496729,0.02709813956019702,0.1840860315220465,0.03601444182452407,0.031158081042671926,0.02716468104267178,0.027168221591736375,0.03083429849523589,0.03114723755128468,0.031147794897925962,0.030358941948445795,0.03035894202042755
88.0321,-0.3948319179045644,88.0321,0.9977223554048092,-0.23253902421396233,-0.9117339147869651,-0.9525595008817354,-0.9691919470970036,-0.9492514331928399,-0.389505203367398,-0.385511803367398,-0.38551534391646247,-0.38341269498765884,-0.3871283798785232,-0.38725050095320546,-0.38737165554124176,-0.38737167131347106,88.42693191790457,1.3925542733093736,0.16229289369060207,0.5169019968824007,0.557727582977171,0.5743600291924392,0.5544195152882755,0.005326714537166377,0.009320114537166413,0.009316573988101928,0.011419222916905558,0.007703538026041179,0.0075814169513589436,0.007460262363322645,0.007460246591093345
67.1725,-1.2704976990596513,67.1725,-0.36323904532356155,-0.483916870809818,-0.9117339147869651,-0.9525595008817354,-0.9896472488490486,-1.022751014717508,-1.2650114644092363,-1.2610180644092364,-1.2610216049583007,-1.2603592390353686,-1.2649990008871042,-1.2649996415018445,-1.262642289558909,-1.262642289641645,68.44299769905965,0.9072586537360897,0.7865808282498332,0.3587637842726862,0.3179381981779159,0.2808504502106026,0.2477466843421432,0.005486234650414978,0.009479634650414903,0.00947609410135053,0.010138460024282647,0.005498698172547112,0.005498057557806746,0.007855409500742372,0.007855409418006332
38.5396,-0.6351415839121499,38.5396,0.6670992436347,-0.8726987955330653,-0.9117339147869651,-0.9525595008817354,-0.9494396213712719,-0.9367913222213576,-0.5844050580869138,-0.5804116580869139,-0.5804151986359782,-0.5817332344227581,-0.5843855635696389,-0.5843865655706065,-0.5859971920688835,-0.5859971921982927,39.17474158391215,1.30224082754685,0.23755721162091537,0.27659233087481516,0.31741791696958543,0.314298037459122,0.3016497383092077,0.050736525825236134,0.05472992582523606,0.054726385276171685,0.05340834948939177,0.05075602034251103,0.05075501834154339,0.049144391843266466,0.049144391713857205
