x1,x2,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_19_Y_pred,Model_20_Y_pred,Model_21_Y_pred,Model_22_Y_pred,Model_23_Y_pred,Model_24_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals,Model_19_Residuals,Model_20_Residuals,Model_21_Residuals,Model_22_Residuals,Model_23_Residuals,Model_24_Residuals
12.6052,33.2888,-0.0854421255996991,33.2888,-0.29750393278623577,0.0,-0.9655499491279764,-0.011548992315183424,-0.13204257711717252,-0.023097984630366847,-0.02309798463036794,-0.023207919617277105,-0.02320831193859478,-0.023375048863299188,-0.023943838752077385,-0.02394362632285538,-0.023761577107901298,-0.023537279609249586,-0.02378541558780882,-0.02410275742808463,-0.024078661390265977,-0.023883533516720155,-0.024200875356995964,-0.02418519425828175,-0.024184947969476393,-0.052267078266855574,-0.029655068392020114,33.3742421255997,0.21206180718653667,0.0854421255996991,0.8801078235282773,0.07389313328451567,0.04660045151747341,0.06234414096933226,0.06234414096933116,0.062234205982422,0.06223381366110432,0.06206707673639991,0.06149828684762172,0.06149849927684373,0.061680548491797806,0.061904845990449514,0.061656710011890284,0.06133936817161448,0.06136346420943313,0.06155859208297895,0.06124125024270314,0.06125693134141735,0.06125717763022271,0.03317504733284353,0.055787057207678986
24.083,5.2602,-0.8703900600870118,5.2602,0.5208198187019869,0.0,-0.026752729317796115,-0.4517041327183148,-0.9852121047590626,-0.9034082654366296,-0.9034082654366309,-0.9077080421238486,-0.9077233865933669,-0.897218194217461,-0.8738513514171896,-0.8774199095509317,-0.8871747612859463,-0.8925621638511022,-0.8831149857717453,-0.8921906087705601,-0.873352672300567,-0.8869525737424936,-0.8960281967413084,-0.8775193853297024,-0.8811481515560954,-0.9057026274268699,-0.9063890490442288,6.1305900600870125,1.3912098787889988,0.8703900600870118,0.8436373307692157,0.41868592736869703,0.11482204467205082,0.033018205349617746,0.03301820534961908,0.03731798203683678,0.037333326506355125,0.026828134130449155,0.003461291330177807,0.007029849463919935,0.016784701198934493,0.0221721037640904,0.01272492568473349,0.021800548683548304,0.0029626122135552047,0.01656251365548178,0.025638136654296595,0.0071293252426906095,0.010758091469083575,0.0353125673398581,0.03599898895721698
52.7375,1.7383,-0.2121098410305692,1.7383,-0.16672148281794244,0.0,0.6696352380759255,-0.10347617077125844,0.5633232356898323,-0.20695234154251688,-0.20695234154251985,-0.20793733236845294,-0.20794084747233016,-0.21138207778927584,-0.218345527026898,-0.2176280252932286,-0.2127412958402584,-0.21759491538178313,-0.22801664796730026,-0.20991839456696917,-0.21803841587825892,-0.2288957608189387,-0.21079750741860764,-0.2189929245438383,-0.2182947635627512,-0.20755199625558896,-0.206285255594141,1.9504098410305692,0.04538835821262677,0.2121098410305692,0.8817450791064947,0.10863367025931077,0.7754330767204015,0.005157499488052331,0.005157499488049361,0.00417250866211627,0.004168993558239048,0.0007277632412933666,0.006235685996328788,0.0055181842626594035,0.0006314548096891803,0.0054850743512139255,0.01590680693673105,0.002191446463600033,0.005928574847689716,0.01678591978836949,0.0013123336119615636,0.006883083513269106,0.006184922532182002,0.004557844774980252,0.00582458543642822
45.8157,9.5365,-1.9879973161494136,9.5365,-0.9937655817615757,0.0,-0.9886385155949066,-0.9596959284839595,-0.9136961492568554,-1.919391856967919,-1.9193918569679198,-1.928527213235929,-1.9285598142768645,-1.9262843888692076,-1.9368386180673658,-1.93425046701368,-1.9289375390442376,-1.9240652731993135,-1.928300205396102,-1.9248781335275174,-1.934578538503014,-1.936453590065316,-1.9330315181967312,-1.9434311861534974,-1.9411783080638048,-1.9278125610578185,-1.9286497162553118,11.524497316149414,0.9942317343878379,1.9879973161494136,0.999358800554507,1.028301387665454,1.0743011668925582,0.06860545918149463,0.06860545918149374,0.059470102913484535,0.05943750187254904,0.06171292728020594,0.05115869808204776,0.053746849135733576,0.05905977710517596,0.06393204295010002,0.05969711075331152,0.0631191826218962,0.05341877764639946,0.05154372608409763,0.054965797952682305,0.04456612999591614,0.04681900808560879,0.060184755091595044,0.059347599894101766
77.6539,34.0754,-1.3189440465052351,34.0754,-0.8860143342068758,0.0,-0.39291293351276,-0.6862136456068387,-0.8414277432326517,-1.3724272912136775,-1.3724272912136777,-1.3789593665747675,-1.3789826773740395,-1.3779550322068097,-1.3793591790038022,-1.3786866625908305,-1.3765168565524677,-1.3738405636638427,-1.3751309810568249,-1.3747060223802332,-1.3755185563066183,-1.3809609149471715,-1.38053595627058,-1.381848485857437,-1.38154857815916,-1.3786172856810377,-1.3790390433005344,35.39434404650524,0.4329297122983593,1.3189440465052351,0.9260311129924751,0.6327304008983964,0.47751630327258343,0.053483244708442346,0.05348324470844257,0.06001532006953236,0.060038630868804344,0.05901098570157459,0.060415132498567115,0.05974261608559539,0.05757281004723258,0.05489651715860755,0.05618693455158974,0.05576197587499809,0.05657450980138323,0.062016868441936435,0.06159190976534479,0.0629044393522018,0.06260453165392499,0.059673239175802584,0.06009499679529928
70.6942,24.5834,1.7452220175468047,24.5834,0.8528686683811882,0.0,0.8484711450050366,0.8528388274704487,0.9705910589312655,1.7056776549408974,1.7056776549408936,1.713795837270213,1.713824808356471,1.6985406846641584,1.6951823757658315,1.6968460714446105,1.6996527458230215,1.7034689382643073,1.701451637701297,1.702372230450883,1.69960204227588,1.7086971858117204,1.7096177785613065,1.7074689941073562,1.708432090978637,1.7138672735317595,1.7139973210003918,22.838177982453196,0.8923533491656165,1.7452220175468047,0.8967508725417681,0.892383190076356,0.7746309586155392,0.039544362605907324,0.0395443626059111,0.03142618027659183,0.03139720919033362,0.04668133288264631,0.0500396417809732,0.0483759461021942,0.04556927172378322,0.041753079282497385,0.0437703798455078,0.04284978709592169,0.04561997527092476,0.03652483173508436,0.03560423898549825,0.03775302343944853,0.03678992656816771,0.03135474401504523,0.03122469654641291
25.6692,51.5584,0.3077547383541354,51.5584,0.274316422404184,0.0,-0.6863503207414092,0.14020187032564912,0.950505476722557,0.28040374065129825,0.28040374065129914,0.2817383238217087,0.2817430865041148,0.2767559401144013,0.273785699540604,0.2740700855101957,0.2754366723685115,0.27787872387172396,0.2760261000698527,0.27471367683066605,0.27702026492859216,0.2772172271197654,0.27590480388057875,0.27831354722884366,0.2784589396505433,0.30202225217291817,0.28343311454304704,51.250645261645865,0.03343831594995139,0.3077547383541354,0.9941050590955447,0.1675528680284863,0.6427507383684217,0.027350997702837165,0.027350997702836277,0.0260164145324267,0.026011651850020634,0.030998798239734116,0.033969038813531416,0.03368465284393973,0.03231806598562392,0.02987601448241145,0.03172863828428274,0.03304106152346936,0.03073447342554325,0.03053751123437004,0.03184993447355666,0.029441191125291755,0.029295798703592113,0.0057324861812172445,0.024321623811088378
36.0485,40.6091,1.94795914850916,40.6091,-0.973299352677822,0.0,0.9885021539347448,0.970200788295872,0.9340929863191053,1.940401576591744,1.940401576591746,1.9496369287376973,1.9496698866305842,1.9475160747686817,1.953405067860707,1.9513560890543045,1.949245964183007,1.9441343182512252,1.9471714534137792,1.9478813979305307,1.947248033482988,1.9554140852709834,1.956124029787735,1.956197582474586,1.9551187764232767,1.9510468221030033,1.9498985334850987,38.661140851490835,2.921258501186982,1.94795914850916,0.9594569945744152,0.9777583602132881,1.0138661621900549,0.007557571917416128,0.00755757191741413,0.0016777802285372623,0.0017107381214240824,0.00044307374047836134,0.005445919351546813,0.003396940545144389,0.0012868156738470304,0.003824830257934897,0.0007876950953809025,7.77505786293542e-05,0.0007111150261720489,0.007454936761823294,0.008164881278574843,0.008238433965426006,0.0071596279141166175,0.00308767359384321,0.0019393849759385962
58.5388,75.9477,1.561935713169634,75.9477,0.8527981292109775,0.0,0.9915436826262047,0.778911297767267,0.9365870722350785,1.557822595534534,1.557822595534528,1.5652370608824517,1.5652635206374115,1.551303747635801,1.5510311366954457,1.5519367915525888,1.5530907830251734,1.5560209242832477,1.554467430567332,1.5540718593340848,1.5566761374849967,1.561084905170903,1.5606893339376557,1.5638611500139203,1.5640140325279244,1.5658100063706004,1.5653604668760057,74.38576428683037,0.7091375839586566,1.561935713169634,0.5703920305434294,0.7830244154023671,0.6253486409345556,0.004113117635100139,0.004113117635106134,0.0033013477128176483,0.0033278074677773883,0.010631965533833165,0.01090457647418841,0.009998921617045298,0.008844930144460639,0.005914788886386413,0.007468282602302034,0.007863853835549328,0.005259575684637419,0.0008508079987310513,0.001246379231978345,0.0019254368442862546,0.0020783193582902815,0.003874293200966328,0.0034247537063716305
13.5043,34.8626,-1.5401716055669676,34.8626,-0.9538226826079602,0.0,-0.5914440916221055,-0.7691007525585342,-0.8352571409621794,-1.5382015051170683,-1.5382015051170685,-1.5455225837755096,-1.5455487102645082,-1.5439564964516914,-1.554872723378832,-1.5531240121479655,-1.5512339846316874,-1.546607945529522,-1.5515135352233553,-1.5574587830729718,-1.5562139287483452,-1.558047661396942,-1.5639929092465585,-1.5633084445924186,-1.5614190489283126,-1.5743466361660678,-1.546751730258702,36.40277160556697,0.5863489229590074,1.5401716055669676,0.9487275139448621,0.7710708530084335,0.7049144646047882,0.0019701004498993147,0.0019701004498990926,0.005350978208541912,0.005377104697540602,0.0037848908847237794,0.01470111781186434,0.012952406580997833,0.01106237906471974,0.006436339962554438,0.011341929656387695,0.01728717750600417,0.01604232318137755,0.017876055829974424,0.0238213036795909,0.02313683902545094,0.021247443361344986,0.03417503059910021,0.0065801246917343015
