x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_19_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals,Model_19_Residuals
64.7207,-0.7180634647868465,64.7207,0.9498468296837977,-0.5161141195518748,-0.49350415329082836,-0.9117339147869651,-0.9853239098204469,-0.9874332879795005,-0.9808654147959376,-0.9660635350267535,-0.7325552027730975,-0.7372519027730975,-0.7372519027730975,-0.7421190127205903,-0.7461423913706395,-0.7463435090644794,-0.7475342206775146,-0.7461379346865965,-0.7431222125868021,-0.7487664693528893,65.43876346478685,1.6679102944706443,0.20194934523497166,0.2245593114960181,0.19367045000011862,0.26726044503360047,0.269369823192654,0.2628019500090911,0.248000070239907,0.01449173798625103,0.019188437986251028,0.019188437986251028,0.02405554793374387,0.028078926583793073,0.028280044277632976,0.029470755890668165,0.028074469899750043,0.02505874779995565,0.030703004566042802
88.5045,-1.7788657602109172,88.5045,0.514055106997532,-0.22733055198394375,-0.22537756251760155,-0.9117339147869651,-0.9941917630516242,-0.9944442113589487,-1.0038985814766659,-0.9996214374393485,-1.7466005637737405,-1.7512972637737407,-1.7512972637737407,-1.7536937060303321,-1.7578982382017805,-1.7580993558956206,-1.7589152947906181,-1.7578958549630301,-1.7534978615509376,-1.7584161110798562,90.28336576021091,2.292920867208449,1.5515352082269736,1.5534881976933157,0.8671318454239522,0.7846739971592931,0.7844215488519686,0.7749671787342514,0.7792443227715687,0.032265196437176735,0.027568496437176515,0.027568496437176515,0.0251720541805851,0.020967522009136763,0.020766404315296638,0.0199504654202991,0.02096990524788711,0.025367898659979682,0.020449649131061065
39.5495,-0.920991874152382,39.5495,0.9611681583002663,-0.8597785821320654,-0.7576980830063496,-0.9117339147869651,-0.9756970844561811,-0.97927000413788,-0.9696682107794028,-0.8225411950460108,-0.9053231984816161,-0.9100198984816161,-0.9100198984816161,-0.9076934609083491,-0.9122234224284175,-0.9124245401222574,-0.9125568601652947,-0.9122114875977165,-0.9136482807623302,-0.9150530588705481,40.47049187415239,1.8821600324526484,0.06121329202031667,0.16329379114603249,0.009257959365416957,0.054705210303799046,0.05827812998549797,0.048676336627020755,0.09845067910637129,0.015668675670765908,0.01097197567076591,0.01097197567076591,0.013298413244032914,0.008768451723964565,0.008567334030124663,0.008435013987087348,0.008780386554665509,0.007343593390051861,0.005938815281833931
58.0811,-0.9776111772827972,58.0811,0.9992641884992349,-0.6056231024396609,-0.5692744688765715,-0.9117339147869651,-0.9827953639221841,-0.9855189864448293,-0.9837249864096584,-0.9391064184360777,-1.0234046261715366,-1.0281013261715366,-1.0281013261715366,-1.0298333195119993,-1.0340783122995714,-1.0342794299934113,-1.0350092589720443,-1.03407277843417,-1.0206878849738887,-1.0225744345328298,59.058711177282795,1.9768753657820322,0.37198807484313634,0.4083367084062257,0.06587726249583215,0.005184186639386912,0.007907809162032042,0.006113809126861214,0.038504758846719556,0.045793448888739374,0.05049014888873937,0.05049014888873937,0.05222214222920207,0.05646713501677414,0.05666825271061404,0.057398081689247094,0.056461601151372665,0.04307670769109151,0.044963257250032584
15.0721,-1.7175175458928242,15.0721,0.59387228583439,-0.909487249993655,-0.7891889377815696,-0.9117339147869651,-0.9605979070047047,-0.962873489195741,-0.9150949317083704,-0.7932672207972702,-1.665269660467537,-1.6699663604675372,-1.6699663604675372,-1.6639233959795847,-1.6687148737196884,-1.6689159914135283,-1.6684332835525353,-1.6686326966362293,-1.668474551835478,-1.670395384454959,16.789617545892824,2.3113898317272144,0.8080302958991692,0.9283286081112546,0.8057836311058592,0.7569196388881195,0.7546440566970832,0.8024226141844538,0.924250325095554,0.052247885425287244,0.047551185425287024,0.047551185425287024,0.05359414991323952,0.04880267217313583,0.04860155447929593,0.04908426234028895,0.048884849256594975,0.049042994057346245,0.047122161437865184
57.2883,-0.3500203060180472,57.2883,0.6740162834291383,-0.6165022866740116,-0.5781848986301255,-0.9117339147869651,-0.988234660769666,-0.9891054714465128,-1.0011306559675035,-0.9353125425615841,-0.3724723282051636,-0.3771690282051636,-0.3771690282051636,-0.3665509713105385,-0.37166159160793444,-0.37186270930177434,-0.3707977499573806,-0.37165590351887595,-0.374196966692291,-0.37208878555298214,57.638320306018045,1.0240365894471855,0.26648198065596446,0.22816459261207828,0.5617136087689178,0.6382143547516188,0.6390851654284657,0.6511103499494564,0.5852922365435369,0.02245202218711645,0.027148722187116447,0.027148722187116447,0.01653066529249131,0.02164128558988726,0.021842403283727163,0.020777443939333395,0.021635597500828774,0.024176660674243844,0.02206847953493496
53.6216,-0.3612499859349843,53.6216,-0.2128832319812337,-0.6671952187958985,-0.6187850990592505,-0.9117339147869651,-1.0039701021972718,-1.0039401830509598,-0.9859486392746227,-0.9161824041662536,-0.35667919470459497,-0.36137589470459497,-0.36137589470459497,-0.35534512034179555,-0.3601335840935299,-0.3603347017873698,-0.3599369148073972,-0.36012709149244143,-0.3615668622964545,-0.36170816915185006,53.98284998593498,0.1483667539537506,0.3059452328609142,0.2575351131242662,0.5504839288519807,0.6427201162622875,0.6426901971159755,0.6246986533396384,0.5549324182312694,0.004570791230389337,0.0001259087696106609,0.0001259087696106609,0.005904865593188757,0.0011164018414543952,0.0009152841476144924,0.0013130711275871065,0.0011228944425428766,0.0003168763614702086,0.0004581832168657485
48.6667,-1.0347455915510122,48.6667,-0.9996084138051439,-0.7361701156996201,-0.6714547241767339,-0.9117339147869651,-1.02053988484539,-1.017286139092517,-1.0203716202422544,-0.8863833105689273,-0.9913792193305931,-0.9960759193305931,-0.9960759193305931,-0.9886585043892372,-0.9935463892308954,-0.9937475069247353,-0.9931417850162131,-0.9935385072666504,-1.0099638774269293,-1.0118761001498744,49.701445591551014,0.03513717774586833,0.2985754758513921,0.3632908673742783,0.12301167676404712,0.014205706705622267,0.017459452458495228,0.014373971308757838,0.14836228098208493,0.04336637222041906,0.03866967222041906,0.03866967222041906,0.04608708716177501,0.04119920232011676,0.040998084626276854,0.041603806534799115,0.04120708428436182,0.02478171412408292,0.02286949140113781
3.6757,-1.737669100667394,3.6757,-0.5090729145221569,0.26581837175583045,0.2626989848013025,-0.9117339147869651,-1.1384968616922373,-1.132591867793564,-0.912684410052431,-0.8674882150254264,-1.697310988978582,-1.702007688978582,-1.702007688978582,-1.697586068337818,-1.7022634459648953,-1.7024645636587352,-1.7008742279762474,-1.7008817320194312,-1.7050087887498733,-1.7039048104576207,5.413369100667394,1.2285961861452372,2.003487472423225,2.0003680854686965,0.825935185880429,0.5991722389751568,0.6050772328738301,0.8249846906149632,0.8701808856419677,0.04035811168881209,0.035661411688812095,0.035661411688812095,0.040083032329575996,0.03540565470249879,0.03520453700865889,0.036794872691146674,0.03678736864796295,0.032660311917520835,0.03376429020977345
86.4234,-0.9766992874230992,86.4234,-0.9995618920135446,-0.25043593001233244,-0.24782631373738823,-0.9117339147869651,-1.0115658709564024,-1.0097338706103298,-1.0120518619327026,-0.9999902698049928,-1.02933840230688,-1.03403510230688,-1.03403510230688,-1.0137886769871618,-1.019578364069148,-1.019779481762988,-1.0173092673559354,-1.0195758646703217,-1.0153688480111382,-1.0043511604068318,87.4000992874231,0.022862604590445423,0.7262633574107668,0.7288729736857109,0.06496537263613411,0.034866583533303186,0.033034583187230626,0.035352574509603385,0.023290982381893643,0.0526391148837807,0.0573358148837807,0.0573358148837807,0.0370893895640626,0.04287907664604884,0.043080194339888744,0.040609979932836215,0.04287657724722249,0.038669560588039054,0.027651872983732617
70.964,-1.0313729575318713,70.964,0.9615608518037512,-0.4351602674014154,-0.4215557376590287,-0.9117339147869651,-0.9864500189983125,-0.9884436369178553,-0.9828788065587609,-0.9837876189909402,-1.0229640990554805,-1.0276607990554805,-1.0276607990554805,-1.0219261336130063,-1.0266959025375624,-1.0268970202314023,-1.0265405263267524,-1.0266921955418555,-1.0292399459617119,-1.0295342744210787,71.99537295753187,1.9929338093356224,0.5962126901304559,0.6098172198728427,0.11963904274490622,0.044922938533558776,0.042929320614016,0.048494150973110384,0.047585338540931055,0.008408858476390835,0.0037121584763908366,0.0037121584763908366,0.009446823918864977,0.004677054994308927,0.004475937300469024,0.004832431205118892,0.004680761990015769,0.0021330115701594377,0.001838683110792605
4.0721,-0.5137071637578726,4.0721,-0.8019231466269416,0.16586736014339687,0.16510784906471723,-0.9117339147869651,-1.1969311035158618,-1.1764923829630516,-1.0528740628834687,-0.912797286074766,-0.5418183344335941,-0.5465150344335941,-0.5465150344335941,-0.5413637606258588,-0.546092399793553,-0.5462935174873929,-0.5448615586589018,-0.5449665994202553,-0.5445967601351811,-0.5479809077593992,4.585807163757872,0.288215982869069,0.6795745239012695,0.6788150128225898,0.39802675102909246,0.6832239397579892,0.662785219205179,0.5391668991255961,0.39909012231689334,0.028111170675721442,0.03280787067572144,0.03280787067572144,0.02765659686798616,0.03238523603568033,0.032586353729520234,0.031154394901029225,0.03125943566238265,0.03088959637730848,0.03427374400152661
50.1532,-0.1123264268797959,50.1532,-0.11204667540384516,-0.7154770228493235,-0.6559775388197754,-0.9117339147869651,-1.0022340882616432,-1.00222941656746,-1.0225444872598943,-0.8957727675226009,-0.12725424619685133,-0.13195094619685133,-0.13195094619685133,-0.1281865002980963,-0.13281531910878241,-0.13301643680262232,-0.1329488006186208,-0.13280789745038035,-0.13248973185493393,-0.13341017554635395,50.265526426879795,0.0002797514759507319,0.6031505959695276,0.5436511119399795,0.7994074879071692,0.8899076613818473,0.889902989687664,0.9102180603800984,0.783446340642805,0.014927819317055432,0.01962451931705543,0.01962451931705543,0.01586007341830041,0.02048889222898652,0.02069000992282642,0.020622373738824903,0.020481470570584456,0.020163304975138033,0.021083748666558058
78.6937,-0.4519387864566174,78.6937,-0.15327704678473894,-0.33991440244571625,-0.33340639342553396,-0.9117339147869651,-1.001947767696585,-1.0019401498893288,-0.9895018126337631,-0.9963839776935179,-0.4263943376112327,-0.4310910376112327,-0.4310910376112327,-0.42518172873332927,-0.42995981988331367,-0.43016093757715357,-0.42978856783569264,-0.4299568053622221,-0.43153283660892844,-0.43152885320382,79.14563878645663,0.2986617396718785,0.11202438401090115,0.11853239303108343,0.4597951283303477,0.5500089812399676,0.5500013634327114,0.5375630261771458,0.5444451912369006,0.025544448845384704,0.020847748845384706,0.020847748845384706,0.026757057723288125,0.021978966573303726,0.021777848879463824,0.022150218620924755,0.02198198109439531,0.020405949847688953,0.020409933252797385
95.8378,-0.9921183519124482,95.8378,0.999815223343291,-0.1491729398914422,-0.14862030834181048,-0.9117339147869651,-0.9895676317346257,-0.9912208842941945,-0.9894789245165666,-0.9944216560253544,-0.9825899815014064,-0.9872866815014064,-0.9872866815014064,-0.9983482402038842,-1.001937381025548,-1.002138498719388,-1.0042319904916173,-1.0019353485534792,-1.0140791655791452,-1.0281272739765663,96.82991835191245,1.9919335752557392,0.842945412021006,0.8434980435706377,0.08038443712548315,0.002550720177822541,0.0008974676182537111,0.0026394273958816328,0.002303304112906135,0.00952837041104182,0.004831670411041822,0.004831670411041822,0.006229888291436003,0.009819029113099842,0.010020146806939745,0.012113638579169028,0.009816996641030973,0.021960813666697,0.0360089220641181
69.6757,-1.7213284236314568,69.6757,0.5317466434132435,-0.4515817583462095,-0.43638927910382336,-0.9117339147869651,-0.9923682626308277,-0.9927228634144452,-1.004543748129171,-0.9807101193069169,-1.6851806629732062,-1.6898773629732062,-1.6898773629732062,-1.6905679306255808,-1.6948896150067876,-1.6950907327006275,-1.6956626864561186,-1.6948857696594317,-1.6919861159554956,-1.695400276280652,71.39702842363147,2.2530750670447004,1.2697466652852474,1.2849391445276335,0.8095945088444917,0.7289601610006291,0.7286055602170116,0.7167846755022858,0.7406183043245399,0.03614776065825054,0.03145106065825054,0.03145106065825054,0.030760493005876022,0.026438808624669186,0.026237690930829283,0.025665737175338155,0.026442653972025054,0.029342307675961132,0.025928147350804842
11.7027,-1.6552893087378202,11.7027,-0.7602322985006302,-0.7764566035483379,-0.7007559609003021,-0.9117339147869651,-1.0649621282695985,-1.0588829761370915,-1.1369774393267291,-0.8670184386411889,-1.6217938861531502,-1.6264905861531505,-1.6264905861531505,-1.6202464510563268,-1.625051996043462,-1.6252531137373016,-1.6246852397215892,-1.624915686546988,-1.6226480398488883,-1.6253896116744653,13.357989308737821,0.89505701023719,0.8788327051894823,0.9545333478375181,0.7435553939508551,0.5903271804682217,0.5964063326007287,0.5183118694110911,0.7882708700966313,0.033495422584669976,0.028798722584669756,0.028798722584669756,0.0350428576814934,0.030237312694358254,0.030036195000518573,0.030604069016231028,0.030373622190832172,0.03264126888893193,0.029899697063354935
99.7027,-0.6100706265226069,99.7027,-0.736759294025447,-0.10997333531255728,-0.10975179726946765,-0.9117339147869651,-1.0073895621084028,-1.006738947045616,-1.014374987216376,-0.9895241052934678,-0.6020668380296552,-0.6067635380296552,-0.6067635380296552,-0.6099806450152441,-0.6141169585643054,-0.6143180762581453,-0.6152777734784939,-0.6141150806126032,-0.6087779550836765,-0.6144836970817725,100.3127706265226,0.12668866750284014,0.5000972912100496,0.5003188292531393,0.3016632882643582,0.3973189355857959,0.39666832052300915,0.4043043606937692,0.3794534787708609,0.008003788492951691,0.003307088492951693,0.003307088492951693,8.998150736283517e-05,0.004046332041698464,0.004247449735538367,0.0052071469558869765,0.004044454089996319,0.001292671438930415,0.004413070559165622
37.3694,-0.0406230656163124,37.3694,-0.32377040629503306,-0.887336611306955,-0.7753926245021802,-0.9117339147869651,-1.0086640515045742,-1.0085134714338833,-1.035177947059444,-0.8065584574203951,-0.0544150599173695,-0.0591117599173695,-0.0591117599173695,-0.056632242172311,-0.06117169910570419,-0.061372816799544094,-0.06148417627605296,-0.061158331118915644,-0.06075859485425768,-0.061742135222722545,37.41002306561631,0.28314734067872066,0.8467135456906426,0.7347695588858678,0.8711108491706527,0.9680409858882618,0.9678904058175709,0.9945548814431316,0.7659353918040828,0.013791994301057105,0.018488694301057103,0.018488694301057103,0.0160091765559986,0.020548633489391795,0.020749751183231697,0.020861110659740563,0.020535265502603248,0.02013552923794528,0.02111906960641015
