x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals
67.6503,314250.1295173871,67.6503,4576.5630900900005,309605.86601351557,314182.42910360557,314250.07940360554,314250.0794036056,314182.4792173871,309673.5664272971,4644.263503871509,67.70041378150927,0.05011378152994439,0.05011378147173673
34.9228,43846.03597501577,34.9228,1219.60195984,42591.91532310036,43811.51728294036,43846.44008294036,43846.44008294036,43811.11317501577,42626.43401517577,1254.1206519154148,34.51869207541313,0.4041079245871515,0.4041079245871515
11.9054,1840.7883125251467,11.9054,141.73854916,1687.4541231694639,1829.1926723294637,1841.0980723294638,1841.0980723294638,1828.8829125251466,1699.0497633651466,153.33418935568284,11.595640195683018,0.30975980431708194,0.30975980431708194
83.7005,593476.6278041543,83.7005,7005.773700250001,586386.7615977753,593392.5352980252,593476.2357980253,593476.2357980253,593392.9273041543,586470.8541039043,7089.866206379025,84.0925061290618,0.39200612902641296,0.39200612902641296
60.635,226667.67442874608,60.635,3676.603225,222930.836547875,226607.439772875,226668.074772875,226668.074772875,226607.03942874607,222991.07120374608,3736.837880871084,60.234655871085124,0.40034412892418914,0.40034412892418914
18.5894,6788.534679372163,18.5894,345.56579236000005,6423.860740496985,6769.426532856985,6788.015932856985,6788.015932856985,6769.945279372163,6442.968887012163,364.67393887517756,19.108146515177395,0.5187465151775541,0.5187465151775541
21.3872,10260.257057303312,21.3872,457.41232384,9782.768852430849,10240.181176270848,10261.568376270847,10261.568376270849,10238.869857303313,9802.844733463311,477.48820487246303,20.075881032464167,1.311318967535044,1.311318967536863
30.9705,30697.00341511345,30.9705,959.1718702500001,29706.03240757763,30665.20427782763,30696.17477782763,30696.17477782763,30666.03291511345,29737.83154486345,990.9710075358198,31.799137285819597,0.8286372858201503,0.8286372858201503
25.0176,16309.154569530978,25.0176,625.88030976,15658.023237451778,16283.90354721178,16308.921147211779,16308.921147211779,16284.136969530979,15683.274259770978,651.1313320791996,25.251022319198455,0.23342231919923506,0.23342231919923506
75.0311,428104.7457063335,75.0311,5629.6659672099995,422400.0301523302,428029.6961195402,428104.7272195402,428104.72721954016,428029.71460633347,422475.07973912347,5704.715554003313,75.04958679329138,0.01848679326940328,0.01848679332761094
86.7889,661339.420408205,86.7889,7532.313163209999,653721.1738905163,661253.4870537262,661340.2759537263,661340.2759537263,661252.631508205,653807.107244995,7618.2465176887345,85.93335447879508,0.855545521248132,0.855545521248132
24.1722,14731.776636481003,24.1722,584.29525284,14123.701710699048,14707.996963539048,14732.169163539049,14732.169163539047,14707.604436481002,14147.481383641003,608.0749257819552,23.77967294195514,0.3925270580457436,0.3925270580439246
67.9036,317775.1652633321,67.9036,4610.89889296,313096.6340679986,317707.5329609586,317775.4365609586,317775.4365609586,317707.26166333206,313164.2663703721,4678.53119533346,67.63230237347307,0.27129762654658407,0.27129762654658407
45.7391,97826.79969306444,45.7391,2092.06526881,95689.18253662747,97781.24780543745,97826.98690543746,97826.98690543746,97781.06059306444,95734.73442425445,2137.6171564369724,45.55188762699254,0.18721237301360816,0.18721237301360816
60.3894,223940.67913138343,60.3894,3646.8796323600004,220232.872870441,223879.752502801,223940.141902801,223940.14190280103,223880.28973138344,220293.79949902341,3707.8062609424233,60.92662858241238,0.5372285824269056,0.5372285823978018
49.6679,125043.04397311476,49.6679,2466.9002904100003,122525.75693405487,124992.65722446486,125042.32512446486,125042.32512446486,124993.37607311476,122576.14368270476,2517.2870390598982,50.38674864990753,0.7188486499071587,0.7188486499071587
57.7021,195508.3339281549,57.7021,3329.53234441,192121.00829038027,195450.54063479026,195508.24273479026,195508.24273479026,195450.6318281549,192178.8015837449,3387.3256377746293,57.793293364637066,0.09119336464209482,0.09119336464209482
35.8073,47229.224735205375,35.8073,1282.1627332899998,45910.785639735004,47192.94837302501,47228.75567302501,47228.75567302501,47193.417435205374,45947.06200191537,1318.4390954703704,36.27636218036787,0.46906218036747305,0.46906218036747305
6.3141,297.9631833374751,6.3141,39.86785881,251.729647312221,291.597506122221,297.911606122221,297.911606122221,291.6490833374751,258.0953245274751,46.23353602525407,6.365677215254095,0.051577215254098974,0.051577215254098974
82.2282,562826.1086179854,82.2282,6761.4768752400005,555984.0727926098,562745.5496678498,562827.7778678498,562827.7778678498,562743.8804179854,556064.6317427454,6842.035825375584,80.55895013560075,1.6692498644115403,1.6692498644115403
3.8553,76.43985161923524,3.8553,14.863338090000001,57.30262733837701,72.165965428377,76.021265428377,76.021265428377,72.58455161923524,61.57651352923524,19.137224280858234,4.273886190858235,0.41858619085823534,0.41858619085823534
59.5688,214984.9563017145,59.5688,3548.4419334400004,211376.4278447007,214924.8697781407,214984.43857814072,214984.43857814072,214925.3875017145,211436.5143682745,3608.528457013803,60.08652357378742,0.5177235737792216,0.5177235737792216
57.7543,196035.4908624376,57.7543,3335.55916849,192642.884884722,195978.444053212,196036.198353212,196036.198353212,195977.7365624376,192699.9316939476,3392.6059777156042,57.0468092256051,0.70749077439541,0.70749077439541
90.9494,760676.6471972346,90.9494,8271.79336036,752314.6430487257,760586.4364090856,760677.3858090857,760677.3858090857,760585.6977972345,752404.8538368746,8362.004148508888,90.21078814892098,0.7386118511203676,0.7386118511203676
14.8655,3521.447083933258,14.8655,220.98309025000003,3285.024128111376,3506.0072183613756,3520.8727183613755,3520.8727183613755,3506.581583933258,3300.463993683258,236.42295582188217,15.439865571882365,0.5743655718824812,0.5743655718824812
15.0019,3615.982456326876,15.0019,225.05700360999998,3376.2826624568584,3601.3396660668586,3616.341566066859,3616.3415660668584,3600.980556326876,3390.9254527168764,239.69979387001786,14.642790260017591,0.359109739982614,0.3591097399821592
53.8511,159118.31305744487,53.8511,2899.94097121,156165.01123472684,159064.95220593683,159118.80330593683,159118.80330593683,159064.46195744487,156218.3720862349,2953.301822718029,53.36085150804138,0.4902484919584822,0.4902484919584822
81.0604,539282.8749702063,81.0604,6570.78844816,532630.7399232289,539201.5283713889,539282.5887713889,539282.588771389,539201.8145702063,532712.0865220462,6652.135046977433,81.3465988173848,0.2861988174263388,0.28619881730992347
49.5622,124250.73409895189,49.5622,2456.4116688399995,121745.16641338181,124201.57808222181,124251.14028222181,124251.14028222181,124201.17189895188,121794.32243011189,2505.567685570073,49.15601673007768,0.40618326992262155,0.40618326992262155
75.278,432325.96830911975,75.278,5666.777284000001,426583.6603849521,432250.4376689521,432325.7156689521,432325.7156689521,432250.69030911976,426659.19102511974,5742.3079241676605,75.53064016764984,0.2526401676586829,0.2526401676586829
64.2648,269606.08678703004,64.2648,4129.964519039999,265411.34382320166,269541.3083422417,269605.5731422417,269605.5731422417,269541.82198703004,265476.12226799,4194.742963828379,64.7784447883605,0.5136447883560322,0.5136447883560322
19.5549,7878.714640820972,19.5549,382.39411401,7477.678660054149,7860.072774064149,7879.627674064149,7879.627674064149,7859.159740820972,7496.320526810972,401.03598076682283,18.64186675682322,0.9130332431768693,0.9130332431768693
8.2194,631.3450779729674,8.2194,67.55853636,555.2906337573841,622.8491701173841,631.0685701173841,631.0685701173841,623.1256779729674,563.7865416129673,76.05444421558332,8.495907855583255,0.27650785558330426,0.27650785558330426
36.727,50925.39346261879,36.727,1348.8725289999998,49540.041372582986,50888.91390158299,50925.64090158299,50925.64090158299,50888.66646261879,49576.52093361879,1385.3520900358053,36.479561035797815,0.24743896420113742,0.24743896420113742
4.9579,151.41649742775326,4.9579,24.580772410000005,121.86901153153903,146.44978394153904,151.40768394153903,151.40768394153903,146.45859742775326,126.83572501775325,29.547485896214226,4.966713486214218,0.008813486214222621,0.008813486214222621
45.4388,95927.08496465726,45.4388,2064.68454544,93816.78812333907,95881.47266877907,95926.91146877907,95926.91146877907,95881.64616465726,93862.40041921726,2110.296841318195,45.612295878192526,0.17349587818898726,0.17349587818898726
53.92,159726.98062523978,53.92,2907.3664000000003,156765.19628800004,159672.56268800003,159726.48268800005,159726.48268800002,159673.06062523977,156819.61422523978,2961.7843372397474,54.417937239748426,0.4979372397356201,0.4979372397647239
85.681,636430.1960900354,85.681,7341.2337609999995,629004.249876241,636345.483637241,636431.1646372409,636431.1646372409,636344.5150900354,629088.9623290354,7425.9462137944065,84.71245279442519,0.9685472055571154,0.9685472055571154
35.0322,44255.49393939833,35.0322,1227.2550368400002,42993.44390158626,44220.69893842626,44255.731138426265,44255.731138426265,44220.46173939833,43028.23890255833,1262.0500378120705,34.79500097206619,0.2371990279352758,0.2371990279352758
