x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals
38.2515,-1.6131015669078446,38.2515,0.5247216988156936,-0.8763378491050968,-1.002136,-1.0227611947912771,-1.020056878641987,-0.9815053617146491,-1.613579611069977,-1.6157156110699769,-1.6135795467665428,-1.613579611069977,-1.6089594157259768,-1.607292078856823,-1.6155472779162907,-1.6084292184166988,-1.6072936069920547,-1.6084292184166988,-1.6083316649143358,39.864601566907844,2.1378232657235383,0.7367637178027477,0.6109655669078446,0.5903403721165674,0.5930446882658575,0.6315962051931955,0.0004780441621323739,0.0026140441621322896,0.0004779798586982409,0.0004780441621323739,0.004142151181867781,0.00580948805102155,0.0024457110084461497,0.004672348491145728,0.005807959915789862,0.004672348491145728,0.004769901993508796
49.1744,-1.3934363368927865,49.1744,-0.8871270156398803,-0.7291067046140639,-1.002136,-1.009474402067793,-1.0091385747802333,-0.9842624756661913,-1.3628775710634498,-1.3650135710634497,-1.3628775037680572,-1.3628775710634498,-1.3603726928002131,-1.3602542505429436,-1.364786464491414,-1.3575339911367998,-1.3602548958978844,-1.3575339911367998,-1.3574811016744766,50.56783633689278,0.5063093212529062,0.6643296322787225,0.39130033689278654,0.3839619348249934,0.3842977621125532,0.40917386122659516,0.030558765829336698,0.028422765829336782,0.03055883312472929,0.030558765829336698,0.03306364409257334,0.033182086349842876,0.0286498724013724,0.03590234575598661,0.033181440994902056,0.03590234575598661,0.0359552352183099
17.0873,-0.9770801551777186,17.0873,-0.9817275317257258,-0.9543688677831833,-1.002136,-0.9889861954561372,-0.9890518190443346,-1.0113109884114377,-1.0363671992046466,-1.0385031992046465,-1.0363615464809355,-1.0363671992046466,-1.0373999882763767,-1.0398719254584818,-1.038695396490616,-1.0409075881739962,-1.0398710944470477,-1.0409075881739962,-1.0409293950855318,18.064380155177716,0.004647376548007176,0.022711287394535318,0.025055844822281292,0.011906040278418573,0.011971663866615967,0.034230833233719116,0.05928704402692797,0.06142304402692789,0.05928139130321686,0.05928704402692797,0.06031983309865807,0.06279177028076321,0.06161524131289742,0.06382743299627758,0.0627909392693291,0.06382743299627758,0.06384923990781322
67.19,-1.030181058738767,67.19,-0.9379096748216535,-0.4836888965255068,-1.002136,-0.9948638494920823,-0.9949657177470275,-0.9995915742058288,-0.9904769963848701,-0.99261299638487,-0.9904769748037754,-0.9904769963848701,-0.9923596472436724,-0.9954538771093725,-0.9923321645721838,-0.9957715219885209,-0.9954526914271276,-0.9957715219885209,-0.9958112733780896,68.22018105873876,0.09227138391711343,0.5464921622132601,0.02804505873876706,0.03531720924668469,0.03521534099173951,0.030589484532938194,0.039704062353896896,0.03756806235389698,0.039704083934991585,0.039704062353896896,0.03782141149509455,0.03472718162939448,0.037848894166583213,0.03440953675024605,0.03472836731163942,0.03440953675024605,0.03436978536067736
94.2625,-0.1337745243148595,94.2625,0.014719860685120961,-0.1655399961649265,-1.002136,-1.0107212491130853,-1.0090066650247809,-1.0089773120497998,-0.1613962132347525,-0.16353221323475242,-0.16139621323338027,-0.1613962132347525,-0.1559694109545996,-0.15371145381925655,-0.16321021839870692,-0.15328549924961243,-0.15371331857385961,-0.15328549924961243,-0.1531709145773975,94.39627452431486,0.14849438499998047,0.031765471850067006,0.8683614756851404,0.8769467247982258,0.8752321407099214,0.8752027877349403,0.027621688919893,0.029757688919892916,0.027621688918520765,0.027621688919893,0.02219488663974009,0.019936929504397044,0.029435694083847413,0.019510974934752928,0.01993879425900011,0.019510974934752928,0.019396390262538005
6.8855,-1.2457872747951366,6.8855,0.5665513574905241,-0.3509836944059162,-1.002136,-1.1359449021518437,-1.119299895809736,-0.9606117168287958,-1.232646110838319,-1.234782110838319,-1.232574710301897,-1.2326461108380828,-1.2281737977786495,-1.22661474447392,-1.236329786287044,-1.2269408268471036,-1.2266144382466053,-1.2269405256491461,-1.2268453763600196,8.131287274795136,1.8123386322856607,0.8948035803892205,0.2436512747951367,0.10984237264329288,0.12648737898540063,0.28517555796634086,0.013141163956817525,0.01100516395681761,0.013212564493239709,0.01314116395705378,0.017613477016487078,0.019172530321216685,0.009457488508092693,0.01884644794803303,0.019172836548531302,0.018846749145990493,0.018941898435117066
14.9963,-0.2889426931667022,14.9963,0.6530942278060994,-0.9073796423278774,-1.002136,-0.9519298588537057,-0.9561988021703008,-0.9395379633648238,-0.2691855485665855,-0.2713215485665854,-0.26918133174806746,-0.2691855485665855,-0.2732955845290259,-0.27802076836233225,-0.271614468946529,-0.28108239349130104,-0.27801865313041485,-0.2810823934912948,-0.28116917519049545,15.285242693166701,0.9420369209728016,0.6184369491611752,0.7131933068332977,0.6629871656870036,0.6672561090035987,0.6505952701981216,0.019757144600116683,0.017621144600116767,0.019761361418634715,0.019757144600116683,0.015647108637676266,0.010921924804369931,0.01732822422017316,0.007860299675401139,0.01092404003628733,0.007860299675407356,0.007773517976206734
56.9679,-1.0810987871869435,56.9679,0.4070592955688127,-0.6209084084422536,-1.002136,-1.01629488735942,-1.0140911164418576,-0.9986616547656159,-1.0697335580167286,-1.0718695580167288,-1.0697335501505374,-1.0697335580167286,-1.064776170299028,-1.0628619316979573,-1.071614866423952,-1.0626459540086663,-1.0628636005528875,-1.0626459540086663,-1.062541280829628,58.048998787186946,1.4881580827557563,0.46019037874468993,0.0789627871869436,0.06480389982752355,0.06700767074508596,0.08243713242132766,0.011365229170214874,0.009229229170214737,0.011365237036406128,0.011365229170214874,0.016322616887915586,0.018236855488986237,0.009483920762991538,0.018452833178277173,0.01823518663405599,0.018452833178277173,0.018557506357315567
30.4978,-0.8738559379308536,30.4978,-0.7944652421567018,-0.962136300375058,-1.002136,-1.0203178206856447,-1.0190683183304552,-1.0066994739035633,-0.8767407464506376,-0.8788767464506375,-0.8767403816582787,-0.8767407464506376,-0.8734446400900223,-0.872746838384495,-0.8787777406474938,-0.8732092266493203,-0.8727478139407926,-0.8732092266493203,-0.8731396307349274,31.371655937930853,0.07939069577415181,0.08828036244420445,0.12828006206914633,0.1464618827547911,0.1452123803996016,0.1328435359727097,0.00288480851978401,0.005020808519783926,0.0028844437274251344,0.00288480851978401,0.00041129784083127063,0.0011090995463586273,0.004921802716640222,0.0006467112815332632,0.001108123990060994,0.0006467112815332632,0.0007163071959261913
11.0072,-1.000130813530534,11.0072,-0.9999324221663219,-0.7364132512699805,-1.002136,-1.0010572845013337,-1.0010572606607884,-1.0975835675927534,-0.9886230527045609,-0.9907590527045608,-0.9885889960950899,-0.9886230527045609,-0.9885599568469888,-0.9902294562869338,-0.991377884997483,-0.9941533267315124,-0.9902290819791177,-0.9941533266939065,-0.9941519942246466,12.007330813530533,0.00019839136421206938,0.26371756226055354,0.0020051864694659027,0.0009264709707996754,0.0009264471302543598,0.09745275406221943,0.011507760825973157,0.009371760825973241,0.011541817435444135,0.011507760825973157,0.011570856683545183,0.009901357243600195,0.008752928533050985,0.0059774867990216585,0.00990173155141627,0.005977486836627466,0.005978819305887395
