x1,x2,y
1.5111811095224499,1.8593564154356086,0.6878236928816125
1.9531899390427898,1.6789826144955335,1.2448171591937798
1.9253575182046065,1.1896464746245488,1.9257273186487345
1.2057678841409014,1.311789426559414,1.9228854074881219
1.8756646391461786,1.640290623623711,1.3897876441801986
1.1757343012441381,1.5699249174765764,1.5493743693319355
1.1199923803807232,1.996056893477169,0.1536875309341077
1.2596931721260434,1.7617908520523593,0.9896731912285295
1.7587343675582392,1.0292988702533965,1.8544810538700323
1.4642628922764522,1.537318319521565,1.6963613892679872
1.6878795188286788,1.802908006667415,0.8844839886853373
1.6426483370136864,1.3631425289908925,1.956414855998202
1.5859243438673114,1.2633135429999616,1.999568957336375
1.3290188406671959,1.4462825320354453,1.8382672313840756
1.3601893357681767,1.2204594216821198,1.9746031958578532
1.0292832529020208,1.1136010341934426,1.802748606846888
1.7465809220084703,1.4570356915382114,1.8359849027934259
1.0660341489942309,1.0563430204505362,1.77357877162934
1.8449085276725943,1.9227844001664511,0.43529159898857017
1.4025909556814056,1.7424686741276023,1.0910873544422397
