x1,y
1.0,5.874308326352043
1.1053,9.385976629782508
1.2105,12.936081003664855
1.3158,17.36545117043298
1.4211,23.652250956433594
1.5263,34.43671429341686
1.6316,45.72533063685322
1.7368,61.76964015861334
1.8421,82.43859383573343
1.9474,109.80991151697481
2.0526,143.76684361026827
2.1579,185.72481508966135
2.2632,238.6428901516282
2.3684,304.2006841966185
2.4737,382.33312222949763
2.5789,479.8023970849666
2.6842,593.9230332277916
2.7895,732.901993782449
2.8947,897.6530646535646
3.0,1091.9648767555177
