x1,y
2.8591,291.6599663164995
2.5573,178.7402951333236
1.5519,22.23352903259954
1.7224,33.6973938638018
2.7491,245.82008046577891
1.4049,15.637451711961397
2.3424,121.04435684289444
1.3984,15.884820592343566
2.6935,223.47188267258124
2.2265,96.86356050339593
1.8433,44.85167842537613
1.6996,31.657557338039336
2.0012,62.3318893272183
2.1172,79.2095965174146
1.2591,10.628074113907541
2.4338,142.22748211443903
2.9622,342.4218146159963
1.0002,5.510515822980199
1.1411,7.647030764270038
1.9548,56.77358069856416
