x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals
94.7888,860749.1685,94.7888,8984.91660544,851669.463129731,860654.379735171,860749.168535171,860749.168535171,860654.3797,851764.2518945601,9079.705370269017,94.78876482904889,3.517093136906624e-05,3.517093136906624e-05
56.2658,181350.6404,56.2658,3165.84024964,178128.53431819432,181294.3745678343,181350.6403678343,181350.6403678343,181294.3746,178184.80015036,3222.1060818056867,56.2658321656927,3.216569893993437e-05,3.216569893993437e-05
78.6112,492053.597,78.6112,6179.72076544,485795.2650361569,491974.98580159695,492053.59700159694,492053.59700159694,491974.9858,485873.87623456,6258.331963843084,78.61119840305764,1.5969271771609783e-06,1.5969271771609783e-06
14.4394,3233.4967,14.4394,208.49627235999998,3010.5610751149834,3219.0573474749835,3233.4967474749837,3233.4967474749837,3219.0573,3025.00042764,222.93562488501675,14.439352525016602,4.747498360302416e-05,4.747498360302416e-05
84.9673,620720.9095,84.9673,7219.442069289999,613416.5001339841,620635.9422032741,620720.9095032741,620720.9095032741,620635.9421999999,613501.46743071,7304.4093660158105,84.96729672583751,3.2741809263825417e-06,3.2741809263825417e-06
23.4449,13459.9102,23.4449,549.6633360100001,12886.801946420852,13436.46528243085,13459.91018243085,13459.91018243085,13436.4653,12910.24686399,573.1082535791484,23.444917569149766,1.7569149349583313e-05,1.7569149349583313e-05
46.6638,103835.0759,46.6638,2177.51023044,101610.90189120609,103788.41212164608,103835.07592164607,103835.07592164607,103788.4121,101657.56566955999,2224.1740087939106,46.66377835391904,2.164607576560229e-05,2.164607576560229e-05
94.2559,846364.3113,94.2559,8884.17468481,837385.8806739828,846270.0553587928,846364.3112587928,846364.3112587928,846270.0554,837480.13661519,8978.430626017158,94.25594120717142,4.1207182221114635e-05,4.1207182221114635e-05
65.9291,290983.0491,65.9291,4346.64622681,286570.47375197924,290917.11997878924,290983.04907878925,290983.04907878925,290917.12,286636.40287319,4412.575348020764,65.9291212107637,2.1210755221545696e-05,2.1210755221545696e-05
7.122,419.0933,7.122,50.722884,361.248379848,411.971263848,419.093263848,419.093263848,411.9713,368.370416,57.844920151999986,7.122036152000021,3.61520000069504e-05,3.61520000069504e-05
45.1102,93876.1461,45.1102,2034.93014404,91796.1057836732,93831.03592771321,93876.1461277132,93876.1461277132,93831.0359,91841.21595596,2080.040316326791,45.11017228678975,2.7713205781765282e-05,2.7713205781765282e-05
61.9758,241952.0101,61.9758,3840.99978564,238049.03451486753,241890.0343005075,241952.0101005075,241952.01010050753,241890.03430000003,238111.01031436003,3902.975585132488,61.97579949250212,5.074834916740656e-07,5.075125955045223e-07
7.7107,525.6044,7.7107,59.45489449,458.438854944043,517.893749434043,525.604449434043,525.6044494340431,517.8937000000001,466.14950551000004,67.16554505595707,7.710650565957053,4.943404292134801e-05,4.943404303503485e-05
21.1805,9971.654,21.1805,448.6135802499999,9501.859936485123,9950.473516735123,9971.654016735123,9971.654016735123,9950.4735,9523.040419750001,469.79406351487705,21.180483264877694,1.67351226991741e-05,1.67351226991741e-05
67.6583,314361.0204,67.6583,4577.64555889,309715.71651704726,314293.3620759373,314361.0203759373,314361.0203759373,314293.36209999997,309783.37484110997,4645.303882952721,67.65832406270783,2.4062697775661945e-05,2.4062697775661945e-05
24.2013,14784.6763,24.2013,585.70292169,14174.772118696197,14760.475040386196,14784.676340386197,14784.676340386197,14760.474999999999,14198.973378309998,609.904181303802,24.201259613802904,4.0386197724728845e-05,4.0386197724728845e-05
65.0962,280148.752,65.0962,4237.51525444,275846.1405060771,280083.6557605171,280148.75196051714,280148.7519605171,280083.65579999995,275911.23674555996,4302.611493922886,65.09623948286753,3.948283847421408e-05,3.948289668187499e-05
80.1668,521716.1246,80.1668,6426.715822239999,515209.2419783496,521635.95780058956,521716.12460058957,521716.12460058957,521635.9578,515289.40877776,6506.882621650409,80.16679941042094,5.895853973925114e-07,5.895853973925114e-07
50.1468,128669.084,50.1468,2514.70155024,126104.23569957523,128618.93724981522,128669.08404981522,128669.08404981522,128618.9372,126154.38244976,2564.8483004247682,50.1467501847801,4.981522215530276e-05,4.981522215530276e-05
31.6481,32732.058,31.6481,1001.60223361,31698.80764951264,32700.409883122637,32732.057983122635,32732.057983122635,32700.409900000002,31730.45576639,1033.2503504873603,31.648116877364373,1.687736585154198e-05,1.687736585154198e-05
36.4578,49824.2861,36.4578,1329.1711808399998,48458.657076828546,49787.82825766854,49824.286057668534,49824.28605766854,49787.8283,48495.11491916,1365.629023171452,36.45784233145969,4.233146319165826e-05,4.2331455915700644e-05
39.2972,62269.0513,39.2972,1544.2699278399998,60685.48420831403,62229.754136154035,62269.051336154036,62269.051336154036,62229.7541,60724.781372159996,1583.5670916859672,39.29716384596395,3.615403693402186e-05,3.615403693402186e-05
15.0885,3677.842,15.0885,227.66283225,3435.090644404125,3662.7534766541253,3677.841976654125,3677.841976654125,3662.7535000000003,3450.17916775,242.75135559587488,15.088523345874819,2.3345874978986103e-05,2.3345874978986103e-05
19.3017,7582.8142,19.3017,372.55562289,7190.956866335913,7563.512489225913,7582.814189225913,7582.814189225913,7563.5125,7210.25857711,391.8573336640866,19.30171077408704,1.0774087058962323e-05,1.0774087058962323e-05
40.562,68421.5166,40.562,1645.2758439999998,66735.67878432799,68380.95462832798,68421.51662832798,68421.51662832798,68380.9546,66776.240756,1685.8378156720137,40.56197167202481,2.8327980544418097e-05,2.8327980544418097e-05
6.2353,287.5363,6.2353,38.87896609,242.422017260977,281.300983350977,287.536283350977,287.536283350977,281.301,248.65733390999998,45.114282739023,6.235316649022991,1.6649022995807172e-05,1.6649022995807172e-05
5.8943,245.4214,5.8943,34.74277249000001,204.78432388780706,239.52709637780706,245.42139637780704,245.42139637780707,239.52710000000002,210.67862751,40.63707611219294,5.89430362219295,3.622192963348425e-06,3.6221929349267157e-06
44.1423,88005.8391,44.1423,1948.5426492899999,86013.15418775396,87961.69683704396,88005.83913704396,88005.83913704396,87961.69679999999,86057.29645071,1992.6849122460408,44.14226295604021,3.704396658577025e-05,3.704396658577025e-05
54.1157,161460.9384,54.1157,2928.5089864899996,158478.31376019688,161406.82274668684,161460.93844668684,161460.93844668687,161406.82270000002,158532.42941351002,2982.6246398031362,54.115653313172515,4.6686822315678e-05,4.668685141950846e-05
32.4222,35165.8072,32.4222,1051.1990528399997,34082.185930989035,35133.38498382903,35165.807183829034,35165.807183829034,35133.385,34114.608147160005,1083.6212690109678,32.42221617096948,1.6170968592632562e-05,1.6170968592632562e-05
35.7304,46928.0174,35.7304,1276.6614841600003,45615.62549363048,46892.28697779048,46928.01737779048,46928.01737779048,46892.287,45651.355915839995,1312.391906369514,35.73042220951902,2.220951864728704e-05,2.220951864728704e-05
