x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals
43.6737,162614630.5553164,43.6737,1907.3920716899997,105223.64406368148,397402.98632096197,158891232.11112612,162529376.626272,162614586.88746506,162614586.88161638,162612723.1632447,162509406.9112527,162217227.56899542,3723398.4441902637,85253.92904439569,43.66785132884979
8.7913,59251.64671718917,8.7913,77.28695569,57.06996021759233,124.0565448817607,52512.83949486409,58486.11301469211,59242.85278393961,59242.855417189174,59174.359761499174,59194.576756971575,59127.59017230741,6738.807222325078,765.5337024970577,8.793933249558904
20.8447,4133607.5756298015,20.8447,434.50151809,956.5730190049563,2905.20764749908,3935303.62297255,4124095.1921950644,4133586.747507285,4133586.7309298017,4133173.0741117117,4132651.0026107966,4130702.3679823023,198303.95265725162,9512.383434737101,20.828122516628355
74.451,2318598227.1375275,74.451,5542.951400999999,31751421.752250403,136853110.76316357,2287455621.2202063,2318179931.4540544,2318598152.680211,2318598152.6865273,2318592684.186126,2286846805.3852773,2181745116.374364,31142605.917321205,418295.6834731102,74.4573163986206
2.1069,77.10685973537858,2.1069,4.43902761,16.898546911162274,12.593095803698915,41.51639312316302,61.221359245505326,75.01297412701432,74.99995973537858,72.66783212537858,60.20831282421631,64.51376393167966,35.59046661221556,15.885500489873252,2.0938856083642605
52.1309,392543597.4255946,52.1309,2717.6307348099995,532401.0860638809,2104984.980381039,385013638.3112964,392399155.1220803,392543545.28888845,392543545.2946946,392540879.7948598,392011196.33953077,390438612.4452136,7529959.114298224,144442.30351430178,52.13670617341995
57.5438,642105270.6011157,57.5438,3311.2889184399996,1468009.4671186863,5949176.476671679,630946723.3119544,641911357.6133379,642105213.0495212,642105213.0573157,642101959.3121972,640637261.133997,636156094.124444,11158547.289161325,193912.98777782917,57.551594495773315
26.2215,12887665.173997412,26.2215,687.5670622499999,3063.163660205144,10006.068184064034,12396173.877386155,12868922.34247725,12887638.949262287,12887638.952497412,12886977.606935162,12884602.010337206,12877659.105813347,491491.2966112569,18742.83152016066,26.22473512403667
82.9538,3976020508.47792,82.9538,6881.33293444,142537824.21030495,629772563.3467389,3928089968.5080123,3975442711.462621,3976020425.511533,3976020425.52412,3976013627.1449857,3833482684.2676153,3346247945.1311812,47930539.96990776,577797.0152988434,82.9663872718811
82.9985,3986718336.570847,82.9985,6888.751002250001,143657830.6307085,634798459.3696257,3938684718.4574766,3986139608.828477,3986718253.5795393,3986718253.572347,3986711447.8198447,3843060505.9401383,3351919877.2012215,48033618.11337042,578727.7423701286,82.99130773544312
83.6117,4135811747.311971,83.6117,6990.91637689,159930076.3104901,707879858.914078,4086347238.600639,4135220150.389308,4135811663.708514,4135811663.700271,4135804756.395594,3975881671.001481,3427931888.397893,49464508.71133232,591596.9226632118,83.60345697402954
78.2291,2967761723.565944,78.2291,6119.79208681,62079646.294740185,270645014.77564734,2929824924.514082,2967276779.699864,2967761645.319089,2967761645.336844,2967755603.7738576,2905682077.271204,2697116708.790297,37936799.05186224,484943.8660802841,78.24685525894165
53.5632,449280212.9379525,53.5632,2869.0163942400004,697442.5299014125,2776422.649372554,440892361.5878077,449123616.6582256,449280159.37354785,449280159.3747525,449277343.92155826,448582770.40805113,446503790.28857994,8387851.3501448035,156596.2797269225,53.5644046664238
38.0558,81972642.78924648,38.0558,1448.2439136399998,34808.238107812525,126669.04084396675,79818631.97120498,81916042.40460029,81972604.72924264,81972604.73344648,81971194.54533285,81937834.55113867,81845973.74840252,2154010.8180415034,56600.38464619219,38.060003846883774
27.2683,15650073.58707594,27.2683,743.56018489,3823.0779995673747,12638.043967100217,15076145.38408552,15629027.13263917,15650046.315013696,15650046.318775939,15649330.026891049,15646250.509076372,15637435.54310884,573928.2029904202,21046.45443676971,27.272062243893743
64.9121,1170498518.6921537,64.9121,4213.580726409999,5695193.277060782,23766235.44947771,1152466465.2912102,1170220727.8291838,1170498453.7833812,1170498453.7800536,1170494305.1114273,1164803325.415093,1146732283.242676,18032053.400943518,277790.86296987534,64.9087724685669
66.635,1333763789.1610177,66.635,4440.223225000001,7790265.711766371,32713117.21240827,1313747825.7495127,1333463408.037342,1333763722.535165,1333763722.5260177,1333759348.9377925,1325973523.4492512,1301050671.9486094,20015963.411504984,300381.1236755848,66.62585258483887
16.9866,1502734.8042848038,16.9866,288.54457956,402.2982164857437,1139.479444541784,1414269.9078318994,1497527.8822253565,1502717.8181600706,1502717.8176848039,1502446.2597052439,1502332.5060683182,1501595.324840262,88464.89645290445,5206.922059447272,16.9861247332301
51.5917,372734641.3255507,51.5917,2661.70350889,480787.2735498485,1895917.690942085,365509940.6484221,372594606.2176594,372734589.7300879,372734589.73385066,372731979.62204176,372253854.0520008,370838723.63460857,7224700.677128553,140035.10789126158,51.595462799072266
59.0284,728996549.585924,59.0284,3484.3520065599996,1933368.3322985945,7884312.182212675,716646621.5644226,728787330.4700413,728996490.546032,728996490.5575241,728993065.2339175,727063181.2536254,721112237.4037113,12349928.021501422,209219.11588275433,59.039892077445984
91.5548,6503920645.274789,91.5548,8382.28140304,635053065.5216162,2868495133.226295,6432882091.812429,6503144733.332179,6503920553.710981,6503920553.719989,6503912262.993386,5868867579.753173,3635425512.048494,71038553.46235943,775911.942609787,91.5638074874878
55.5925,540709804.8679465,55.5925,3090.5260562500002,1020391.8680839651,4099983.8109615073,530983497.3876433,540534848.6920035,540709749.2878419,540709749.2754465,540706714.3418902,539689412.9998626,536609821.056985,9726307.480303228,174956.175943017,55.58010458946228
99.0497,9631029601.848722,99.0497,9810.84307009,2292841154.3955946,10537030665.519072,9533795289.142138,9630047930.888071,9631029502.79398,9631029502.799023,9631019791.005651,7338188447.453128,906001063.6703491,97234312.70658493,981670.9606513977,99.05474281311035
82.2362,3807400864.87404,82.2362,6762.792590439999,125695714.89624865,554267270.6431701,3761102509.834786,3806837873.456096,3807400782.612713,3807400782.6378403,3807394102.0814495,3681705149.9777913,3253133594.2308702,46298355.03925419,562991.4179439545,82.26132726669312
68.4315,1522907541.9228325,68.4315,4682.87019225,10784398.522334302,45573069.80230382,1500653061.549487,1522582334.7869508,1522907473.488704,1522907473.4913325,1522902859.0526402,1512123143.4004982,1477334472.1205287,22254480.373345375,325207.13588166237,68.43412852287292
26.8595,14520025.815329794,26.8595,721.43274025,3506.748744958145,11539.376067854966,13979435.004606849,14499900.203311473,14519998.958738467,14519998.955829794,14519304.382589543,14516519.066584835,14508486.43926194,540590.8107229453,20125.61201832071,26.856591327115893
