x1,y
2.751,1.7893135859268314
1.2643,1.0301033717942034
2.4938,1.4171855519411063
1.5462,1.1018010381636965
2.8189,1.7594856897645448
2.4127,1.1464570326703014
2.5352,1.6440535938620624
1.3151,1.2473993224026139
1.1155,0.8967378517931798
1.9302,2.586773981130697
2.9896,1.8703786314817756
1.184,1.176478321174596
2.1079,0.8738205001923324
1.7609,0.9767469508531608
1.024,1.6911364018026203
2.5956,1.4582809572109994
1.2382,1.9403214399389106
1.8108,1.0056902474135718
2.9228,2.00964072008464
2.2948,1.0446750599654575
2.6288,1.9455414021420734
1.0565,1.0089687284141968
1.8996,2.2277045604802908
1.4571,0.6722635491025111
1.7317,1.9427911443157573
2.08,1.2299844044637358
1.6793,1.2038114751719076
2.1659,1.3288295829469416
1.6021,0.8624124651685234
2.8749,1.350391141205787
1.3781,1.5093061753619417
1.9867,1.162209288546007
2.0006,1.0183904315864298
2.7101,1.6925010354897458
1.4435,1.5248413401225687
2.6987,1.5411297423249062
2.304,1.2405566603337776
2.3625,1.3883346152467635
1.5874,1.782888169068712
2.215,1.0011573641826361
