x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals
64.7207,17821139.508161623,64.7207,4188.76900849,271100.0623677787,551002.8145874832,17545785.806486294,17816885.868854072,17816885.868854072,17812845.70513937,17820040.9042699,17821074.637862563,17821142.267047063,17821140.03751668,17821074.787461624,17816950.73915313,17550039.445793845,17270136.693574138,275353.70167532936,4253.639307551086,4253.639307551086,8293.803022254258,1098.603891722858,64.87029905989766,2.7588854394853115,0.5293550565838814
88.5045,62057799.25008655,88.5045,7833.046520249999,693259.865751466,6044832.741473062,61356617.78840062,62049877.65415209,62049877.65415209,62045805.54039479,62057945.743143715,62057710.700672336,62057800.77741045,62057800.84855552,62057710.74558655,62049966.203566305,61364539.384335086,56012966.50861349,701181.4616859332,7921.5959344655275,7921.5959344655275,11993.709691762924,146.4930571615696,88.54941421747208,1.5273238942027092,1.598468966782093
39.5495,2510071.2670910764,39.5495,1564.1629502500002,61861.862600912384,18898.605168094386,2446605.7349347845,2508467.5975356973,2508467.597535697,2506926.160193447,2509187.5397064597,2510031.760485947,2510064.943618814,2510071.474023379,2510031.717591076,2508507.1041408265,2448209.404490164,2491172.661922982,63465.53215629188,1603.6695553790778,1603.6695553795435,3145.106897629332,883.7273846166208,39.50660512922332,6.323472262360156,0.20693230256438255
58.0811,11579286.327905474,58.0811,3373.4141772099997,195931.60616795172,251879.57921538875,11379923.21100142,11575854.81716937,11575854.817169372,11572425.846825851,11578135.049608793,11579228.231346581,11579287.128860919,11579286.805075256,11579228.246805474,11575912.913728265,11383354.721737523,11327406.748690085,199363.11690405384,3431.510736104101,3431.5107361022383,6860.481079623103,1151.278296681121,58.09655889309943,0.8009554445743561,0.47716978192329407
15.0721,55271.7502749471,15.0721,227.16819841000003,3423.9018032553618,104.2388139480132,51605.39036884514,55029.292172100504,55029.292172100504,54885.43237236256,55069.1391988966,55256.460370510504,55262.60008918082,55271.69458286276,55256.678174947105,55044.5820765371,51847.84847169174,55167.51146099909,3666.359906101963,242.4581028465982,242.4581028465982,386.31790258454566,202.61107605050347,15.28990443659859,9.150185766280629,0.0556920843446278
57.2883,10962547.906289158,57.2883,3281.94931689,188017.29705078938,228430.70108820198,10771191.318634737,10959208.615685526,10959208.615685526,10956957.915157504,10961396.742186872,10962490.565002417,10962548.383034673,10962548.326101441,10962490.617989158,10959265.956972267,10774530.60923837,10734117.205200957,191356.5876544211,3339.2906036321074,3339.2906036321074,5589.991131654009,1151.1641022861004,57.34128674119711,0.4767455141991377,0.4198122825473547
53.6216,8424317.78410319,53.6216,2875.27598656,154176.8988409257,143485.53893598926,8267211.998888582,8421388.897729507,8421388.897729509,8422012.410913877,8423183.193060528,8424264.173716068,8424316.931366056,8424318.183114382,8424264.16250319,8421442.50811663,8270140.885262265,8280832.245167201,157105.78521460854,2928.8863736838102,2928.8863736819476,2305.373189313337,1134.5910426620394,53.610387122258544,0.8527371343225241,0.39901119098067284
48.6667,5727226.114808804,48.6667,2368.44768889,115264.53314090296,73731.9332781594,5609544.455008382,5724808.988149285,5724808.988149284,5727225.156029549,5726150.425259525,5727177.435838175,5727223.254790954,5727226.393006778,5727177.448108804,5724857.667119915,5611961.581667901,5653494.181530645,117681.65980042238,2417.126659519039,2417.1266595199704,0.9587792549282312,1075.6895492793992,48.67897062934935,2.860017850063741,0.2781979739665985
3.6757,249.38163239922463,3.6757,13.51077049,49.661539090093,1.481111449398963,182.54091923345484,232.20245832354786,232.20245832354783,240.95162494624122,232.78041434932445,245.71322881354786,246.18561976771343,249.7179472839618,245.70593239922462,235.87086190922463,199.72009330913164,247.90052094982568,66.84071316576978,17.17917407567677,17.179174075676798,8.430007452983403,16.601218049900183,3.6684035856767707,3.196012631511195,0.3363148847371633
86.4234,56439073.94680465,86.4234,7469.00406756,645496.726132365,5003897.425521984,55786021.76122783,56431518.487360194,56431518.48736019,56439070.60473464,56439030.71370925,56438987.49142775,56439076.39894783,56439075.45528481,56438987.52340465,56431604.94273709,55793577.22067229,51435176.521282665,653052.1855768189,7555.459444455802,7555.459444463253,3.3420700132846832,43.23309540003538,86.45537690073252,2.4521431773900986,1.5084801614284515
70.964,25722654.85600316,70.964,5035.889295999999,357366.84800134395,1092460.9605512538,25360181.00156737,25717547.849568713,25717547.849568717,25712637.299363375,25721706.84920907,25722583.738864712,25722658.865672838,25722655.5900357,25722583.89200316,25717618.966707163,25365288.00800182,24630193.895451907,362473.85443579033,5107.006434448063,5107.006434444338,10017.55663978681,948.0067940913141,71.11713844910264,4.009669676423073,0.7340325377881527
4.0721,363.2533144373356,4.0721,16.581998409999997,67.52355572536098,1.763857553518976,274.96267126924243,342.4862269946034,342.48622699460344,359.0492265822931,343.2720593837796,359.0682254046034,359.63443671342554,363.46174869705925,359.1812144373356,346.6713160273356,295.72975871197457,361.4894568838166,88.29064316809314,20.76708744273219,20.767087442732134,4.204087855042474,19.98125505355597,4.185089032732151,3.618877723910032,0.20843425972367413
50.1532,6455670.725552343,50.1532,2515.34347024,126152.52413164076,90471.23726006101,6326952.773279006,6453105.297410647,6453105.2974106455,6453392.752783307,6454573.447871237,6455620.640880887,6455668.546606156,6455671.111632839,6455620.572352343,6453155.382082103,6329518.201420702,6365199.4882922815,128717.95227333717,2565.4281416954473,2565.42814169731,2277.9727690359578,1097.2776811057702,50.084671455435455,2.17894618678838,0.3860804960131645
