complexity,loss,score,equation,sympy_format,lambda_format
1,9.216307e+22,0.0,x0,x0,PySRFunction(X=>x0)
5,9.184915e+22,0.0008529876563065819,exp(x0 / log(x0)),exp(x0/log(x0)),PySRFunction(X=>exp(x0/log(x0)))
6,6.9899483e+22,0.2730893044674676,x0 * (x0 ^ log(x0)),x0*x0**log(x0),PySRFunction(X=>x0*x0**log(x0))
7,6.4801322e+22,0.07573224854731685,x0 * exp(x0 / log(x0)),x0*exp(x0/log(x0)),PySRFunction(X=>x0*exp(x0/log(x0)))
8,3.1156465e+22,0.7323042365442862,exp(0.27820706) ^ x0,exp(0.27820706)**x0,PySRFunction(X=>exp(0.27820706)**x0)
9,1.0293658e+22,1.1074937903985866,exp(log(x0) / 0.16485873),x0**6.06579948784029,PySRFunction(X=>x0**6.06579948784029)
10,9.679018e+20,2.3641526205743957,exp(sin(log(x0)) / -0.036051393),exp(-27.7381792154328*sin(log(x0))),PySRFunction(X=>exp(-27.7381792154328*sin(log(x0))))
11,1.01059636e+17,9.167175116795125,exp(log(x0) / 0.1666011) - x0,-x0 + x0**6.00236132894681,PySRFunction(X=>-x0 + x0**6.00236132894681)
12,1.010081e+17,0.0005100863912032056,exp(log(x0) / 0.16660123) - log(x0),x0**6.00235664526606 - log(x0),PySRFunction(X=>x0**6.00235664526606 - log(x0))
13,1247388700000000.0,4.3941483854189105,(x0 + (x0 * x0)) * (x0 * (x0 * (x0 * x0))),x0*x0*x0*x0*(x0 + x0*x0),PySRFunction(X=>x0*x0*x0*x0*(x0 + x0*x0))
15,2115701800.0,6.643588153200858,(((x0 * x0) * x0) + x0) * (((x0 * x0) + x0) * x0),x0*(x0*x0 + x0)*(x0*x0*x0 + x0),PySRFunction(X=>x0*(x0*x0 + x0)*(x0*x0*x0 + x0))
