x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals
51.8057,7344719.693620868,51.8057,2683.83055249,139037.72045313122,113012.92861369751,7202946.43447878,7341984.15493191,7343544.088636535,7344719.791184401,7344719.7911844,7344667.887920868,7342035.863068378,7205681.973167737,7231706.765007171,141773.25914208777,2735.538688957691,1175.6049843328074,0.09756353311240673,0.09756353218108416
23.2135,303448.584309468,23.2135,538.86658225,12508.979407060375,849.4745334900905,290377.193465796,302886.1728728563,303026.5173673139,303448.2529551064,303448.2529551064,303425.370809468,302909.717727218,290939.6049024076,302599.1097759779,13071.39084367198,562.4114366116701,422.0669421540806,0.3313543616095558,0.3313543616095558
39.0672,2390618.4658679594,39.0672,1526.24611584,59626.16225674444,17483.589744147215,2329427.2061166866,2389053.368373431,2389722.3441008707,2390618.681689271,2390618.6816892712,2390579.3986679595,2389092.2197521194,2330992.303611215,2373134.876123812,61191.25975127285,1565.0974945286289,896.1217670887709,0.21582131134346128,0.21582131180912256
65.8716,19117734.66400113,65.8716,4339.06768656,285821.3310220057,627303.5376971153,18827508.388549153,19113329.71957116,19116536.491994556,19117734.658857718,19117734.658857718,19117668.79240113,19113395.596314568,18831913.332979124,18490431.126304016,290226.2754519768,4404.944429971278,1198.172006573528,0.005143411457538605,0.005143411457538605
62.1387,15152858.903954836,62.1387,3861.21803769,239931.0692786076,409347.2990065928,14909004.734582614,15148935.803861223,15151627.710492995,15152859.160598913,15152859.160598913,15152796.765254837,15148997.685917147,14912927.834676228,14743511.604948243,243854.16937222145,3923.1000936124474,1231.1934618409723,0.2566440775990486,0.2566440775990486
1.5609,13.868478910774952,1.5609,2.4364088099999996,3.8029905115289995,0.7811377137736731,5.9360878894456155,9.739078400974615,9.781746053018715,13.736387210974614,13.736387210974616,12.307578910774952,11.432070100774952,10.065488399245952,13.08734119700128,7.9323910213293365,4.1294005098003375,4.086732857756237,0.13209169980033764,0.13209169980033586
97.8152,92488595.31020828,97.8152,9567.81335104,935877.5764946479,13545191.307817213,91543052.32033929,92478929.89683394,92489429.97530341,92488595.52538496,92488595.52538498,92488497.49500827,92479027.49685724,91552717.73371363,78943404.00239107,945542.9898689836,9665.413374334574,834.6650951355696,0.21517668664455414,0.21517670154571533
54.152,8760983.152263092,54.152,2932.439104,158797.44235980802,153680.59574927588,8599199.098668324,8757996.54102813,8759778.168932687,8760983.132132132,8760983.132132132,8760929.000263091,8758050.713159092,8602185.709903283,8607302.556513816,161784.05359476805,2986.6112349610776,1204.983330404386,0.020130960270762444,0.020130960270762444
58.5869,11986126.472996848,58.5869,3432.42485161,201095.13153878992,267948.3918078799,11781540.361949932,11982635.49348872,11984891.680317022,11986126.50524033,11986126.50524033,11986067.886096848,11982694.048145238,11785031.341458058,11718178.081188967,204586.11104691587,3490.979508128017,1234.7926798257977,0.032243482768535614,0.032243482768535614
51.6219,7241548.176816386,51.6219,2664.8205596099997,137563.10044613143,110278.47737728592,7101268.614920151,7238831.715366283,7240375.104571739,7241548.157825893,7241548.157825894,7241496.5549163865,7238883.3562567765,7103985.076370255,7131269.6994391,140279.56189623475,2716.461450102739,1173.072244646959,0.01899049337953329,0.018990492448210716
