x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals
96.7366,828052236326.2491,96.7366,1545362411.3636587,115796599057.9527,149493105443.1217,533544765381.0409,405336498152.43427,461974011430.36066,828745038450.449,827963750014.9685,828052226871.543,828052236229.5126,826506873914.8855,712255637268.2964,678559130883.1274,294507470945.20825,422715738173.8149,366078224895.8885,692802124.1998291,88486311.28063965,9454.706176757812
89.9911,537094058240.214,89.9911,484829390.7034183,55915521786.62736,43630330181.73039,81176130099.48395,265644968067.8256,302138046630.64514,537027222499.45355,537027737216.6276,537094050051.82837,537094058150.2229,536609228849.51056,481178536453.5866,493463728058.4836,455917928140.73004,271449090172.3884,234956011609.56885,66835740.76043701,66321023.586364746,8188.3856201171875
2.5999,500.2714929817557,2.5999,15.196432821421288,6.477933813083563,39.509205692413204,2.0662378341643066,266.59215332911816,273.979478719886,309.57000587085327,427.6354075558207,490.8999496394093,497.67159298175574,485.07506016033443,493.7935591686722,460.7622872893425,498.2052551475914,233.67933965263757,226.29201426186972,190.70148711090246,72.63608542593505,9.371543342346456
63.4087,66038440634.22222,63.4087,4328249.273340105,1906986655.6408374,274448659.69844073,48629624.45734657,34309087845.408634,38633430868.910164,65662685891.090935,66022015872.26966,66038436550.153404,66038440570.81352,66034112384.94888,64131453978.58138,65763991974.52378,65989811009.76488,31729352788.813587,27405009765.312057,375754743.1312866,16424761.952560425,4084.068817138672
52.7023,21842237168.06504,52.7023,593042.797213304,353424647.7681249,31254719.41157471,2448989.768647202,11637523285.48152,13035178228.46754,21637432163.926083,21834373269.106987,21842234337.827663,21842237115.36274,21841644125.267826,21488812520.296917,21810982448.653465,21839788178.296394,10204713882.58352,8807058939.5975,204805004.13895798,7863898.958053589,2830.237377166748
87.1813,444171147234.4996,87.1813,297945515.0643771,40758214246.77283,25975277332.48198,37051202396.1021,220681259523.11557,250769769492.20398,443920450395.91235,444112708116.1809,444171139546.7396,444171147147.3183,443873201719.4352,403412932987.72675,418195869902.0176,407119944838.39746,223489887711.384,193401377742.2956,250696838.58721924,58439118.31866455,7687.759948730469
25.9037,314245259.24279755,25.9037,2863.007309944025,1030353.8580580386,74162.48245459705,1381.1793610016116,183041662.60593978,200900963.40467185,304538083.7368512,313776937.6710822,314244562.34323174,314245233.33909756,314242396.2354876,313214905.3847395,314171096.76034296,314243878.06343657,131203596.63685778,113344295.8381257,9707175.505946338,468321.5717153549,696.8995658159256
99.1123,957567559596.2017,99.1123,2317406812.7015586,148195806456.819,229683519242.5207,1035551940922.24,467104165890.16437,532742076086.7032,958665786761.2097,957470079867.6469,957567549673.842,957567559497.0894,955250152783.5001,809371753139.3827,727884040353.6809,77984381326.03833,490463393706.0373,424825483509.4985,1098227165.0080566,97479728.55480957,9922.359619140625
37.7945,2993762360.6427536,37.7945,33041.04957170884,20272501.696981564,1248769.9480379499,38172.121785397234,1666052789.9077513,1848478006.8753872,2940663462.884168,2991666512.0541377,2993760894.4152737,2993762322.8482537,2993729319.593182,2973489858.945772,2992513590.6947155,2993724188.5209684,1327709570.7350023,1145284353.7673664,53098897.75858545,2095848.5886158943,1466.2274799346924
18.1372,37674874.709342144,18.1372,522.4861824442693,80512.41455998147,9476.436388228201,158.02795369715756,22784235.301097095,24753601.75178696,35851896.16833802,37560347.85642608,37674527.61534479,37674856.57214215,37674352.2231597,37594362.29478216,37665398.27295391,37674716.681388445,14890639.40824505,12921272.957555186,1822978.5410041213,114526.85291606188,347.09399735182524
43.582,7013326196.977494,43.582,103361.60285109872,67159652.55494975,4504705.375456585,192022.68243605536,3832060769.5447206,4269018904.7910547,6916216725.088542,7009633789.637307,7013324254.006258,7013326153.395494,7013222835.374643,6946166544.4225445,7008821491.602037,7013134174.295058,3181265427.4327736,2744307292.1864395,97109471.88895226,3692407.3401870728,1942.9712362289429
53.4087,23652696686.564228,53.4087,677460.8333509341,398113638.4802091,36182302.41019004,2982787.6072381143,12579542535.615324,14095700937.029192,23437676142.675396,23644404738.103104,23652693780.684673,23652696633.15553,23652019225.730877,23254583048.08402,23616514384.154037,23649713898.95699,11073154150.948904,9556995749.535036,215020543.8888321,8291948.46112442,2905.879554748535
70.6539,126184943365.67598,70.6539,16094984.800256368,5276860597.760667,1137173446.5788333,367469244.65223485,64580007939.346855,72945140672.10864,125706510141.748,126159665800.35776,126184938303.03568,126184943295.02208,126168848380.87572,120908082767.91531,125047769919.09715,125817474121.02374,61604935426.329124,53239802693.56734,478433223.9279785,25277565.318222046,5062.64030456543
44.9068,8387894822.779456,44.9068,133696.04253093147,86832232.00343275,6003861.442728033,277942.65341896913,4565198641.168991,5090112753.262683,8278091936.84549,8383735442.274376,8387892761.248381,8387894777.872656,8387761126.736925,8301062590.776024,8381890961.336728,8387616880.126038,3822696181.610465,3297782069.516773,109802885.93396568,4159380.505080223,2061.5310754776
70.8576,128378237050.25992,70.8576,16694921.354518153,5423461352.380154,1182962059.3699055,388969108.44672287,65676102944.708466,74189324076.46661,127897670487.8287,128352667769.40654,128378231958.60349,128378236979.40231,128361542128.9054,122954775697.87976,127195274990.89001,127989267941.8132,62702134105.55145,54188912973.793304,480566562.4312134,25569280.853378296,5091.656433105469
9.8073,990838.664380815,9.8073,73.37300135874845,1800.457239196322,719.5910362256537,15.449626239886092,626071.6001181602,668327.4169952502,894811.8266348985,980538.1802241247,990732.6721967218,990828.857080815,990765.2913794563,989038.2071416187,990119.0733445893,990823.2147545752,364767.06426265475,322511.24738556484,96026.83774591645,10300.484156690305,105.99218409322202
32.3337,1179169263.2643006,32.3337,10956.526693627644,5719837.595083374,354265.04715374816,8312.759399249773,669090502.1833692,739046229.1304785,1152496714.8810675,1178041377.9407322,1179168185.4589996,1179169230.9306006,1179158306.737607,1173449425.669217,1178814998.2171469,1179160950.5049014,510078761.0809314,440123034.1338221,26672548.38323307,1127885.323568344,1077.805300951004
38.1277,3154904435.3218427,38.1277,35310.496123289755,21799395.475686595,1346308.0030399547,41892.80336007042,1753774821.4746244,1946293849.931289,3099750283.6782,3152734210.1981153,3154902943.476386,3154904397.194143,3154869124.8257194,3133105039.846156,3153558127.318803,3154862542.5184827,1401129613.8472183,1208610585.3905537,55154151.6436429,2170225.1237273216,1491.8454566001892
80.8491,282784956914.5148,80.8491,98524491.52726832,19377581496.30324,7965616467.93727,6326496328.685098,142009994190.73965,161024444438.77072,282316217764.56323,282741694982.2431,282784950297.10364,282784956833.66565,282686432422.9875,263407375418.21152,274819340446.5775,276458460585.82965,140774962723.77512,121760512475.74405,468739149.9515381,43261932.27166748,6617.4111328125
21.9755,117993757.23686546,21.9755,1226.5707685005748,307916.66451904486,26954.50592318438,461.3630463345401,69985652.7749101,76453590.32420424,113482265.58560751,117749425.63274023,117993252.33617425,117993735.26136546,117992530.66609696,117685840.57234642,117966802.73094228,117993295.87381913,48008104.46195535,41540166.912661225,4511491.651257947,244331.6041252315,504.9006912112236
48.568,13400982719.168182,48.568,270483.90848474944,171549278.29173967,13136862.46728731,772315.2937941276,7218506695.964673,8066568310.289516,13250812194.501274,13395301570.818192,13400980311.741642,13400982670.600182,13400712235.259697,13229433440.876442,13387845856.700895,13400210403.874388,6182476023.203509,5334414408.878666,150170524.66690826,5681148.349990845,2407.426540374756
79.0563,247256336969.1268,79.0563,71845109.34186421,15567650739.739191,5679808517.663219,3835535047.55676,124562175664.8824,141149872339.13327,246762794958.7097,247216775314.19836,247256330640.18607,247256336890.0705,247184491859.78494,231688686229.3876,241576528451.4636,243420801921.57004,122694161304.2444,106106464629.99353,493542010.41711426,39561654.92843628,6328.940734863281
4.1107,6374.7488601163295,4.1107,18.31974058120757,30.320966405483716,75.30695760716995,3.150150901165398,3881.2147910315384,4041.382700052763,4841.749255157,5998.729841241209,6353.729338058464,6370.638160116329,6356.429119535122,6344.427893710846,6299.441902509159,6371.5987092151645,2493.534069084791,2333.3661600635664,1532.9996049593292,376.0190188751203,21.019522057865288
24.2675,213022532.4585355,24.2675,2017.1138254119444,633958.7902948954,48950.309758184354,874.7763997429626,124994957.71285093,136934831.299554,205850271.14722875,212660811.04440078,213021919.27667686,213022508.19103548,213020515.34471008,212388573.6682406,212973582.1487773,213021657.68213576,88027574.74568456,76087701.1589815,7172261.311306745,361721.414134711,613.1818586289883
82.7154,324190817054.97986,82.7154,136708718.90811822,24238646956.9247,11307916367.972563,10651501007.945833,162278114397.71262,184126535652.26254,323763042839.1615,324143433466.1421,324190810130.42834,324190816972.26447,324054108336.0717,299952170098.0552,312882900687.0073,313539316047.034,161912702657.26724,140064281402.71732,427774215.8183594,47383588.837768555,6924.551513671875
69.3361,112736793891.14804,69.3361,12696588.119137194,4412890922.861169,880331903.4873084,254370606.00105152,57849115192.968864,65307202541.3587,112273513485.82295,112713343675.47992,112736789014.31587,112736793821.81194,112724097303.0289,108323902968.28687,111856461987.66074,112482423285.14699,54887678698.17918,47429591349.78934,463280405.3250885,23450215.668121338,4876.832168579102
14.4672,9849496.734260712,14.4672,224.6640748749905,18230.444028424525,3250.2601040314626,56.73194530355006,6076282.584917913,6558931.627566422,9229038.861143516,9802438.54018728,9849272.961377675,9849482.267060712,9849272.070185836,9831266.290232288,9846246.47415668,9849440.002315408,3773214.1493427986,3290565.1066942895,620457.8731171954,47058.194073431194,223.7728830371052
45.7464,9370016611.549437,45.7464,157274.179183049,101880068.07500894,7194727.510579433,351348.5044902198,5087329563.778451,5675285764.564145,9251643427.193048,9365539206.181633,9370014473.069792,9370016565.803036,9369859337.370253,9268136543.474428,9362821884.038857,9369665263.044947,4282687047.7709856,3694730846.9852915,118373184.35638809,4477405.367803574,2138.4796447753906
43.7931,7218817680.667144,43.7931,107697.4958945408,69993794.89357112,4716407.207459215,203677.81773014803,3941853352.3232665,4391937856.970661,7119753244.106986,7215053637.660854,7218815719.045218,7218817636.874043,7218709983.171249,7148823885.773573,7214101273.459684,7218614002.849414,3276964328.3438773,2826879823.6964827,99064436.56015778,3764043.006289482,1961.621925354004
6.4595,85947.53594894058,6.4595,31.89707143677378,209.7331198296888,206.03913294584024,6.06836021556772,54505.95001467524,57493.83638644371,72976.49913331427,83888.8481219958,85899.35899432286,85941.07644894058,85915.6388775038,85737.8028291109,85741.49681599475,85941.46758872502,31441.585934265342,28453.69956249687,12971.036815626314,2058.687826944777,48.17695461772382
19.6831,61264027.86057058,19.6831,739.2219564931107,141312.98176569803,14550.179691849547,243.2988538496158,36753977.3480024,40024369.59036277,58578588.93733153,61105897.36780937,61263620.76708034,61264008.17747058,61263288.63861409,61122714.878804885,61249477.68087873,61263784.56171673,24510050.512568183,21239658.270207807,2685438.9232390523,158130.4927612096,407.09349024295807
44.0903,7516607263.700932,44.0903,114105.39795330817,74168616.02622497,5030941.227380743,221295.5356713578,4100835757.911698,4569957152.800666,7414747145.841429,7512740606.815017,7516605275.66286,7516607219.610632,7516493158.3029785,7442438647.674706,7511576322.473551,7516385968.16526,3415771505.7892337,2946650110.9002657,101860117.85950279,3866656.8859148026,1988.0380716323853
48.6421,13523693434.521872,48.6421,274343.0998041031,173857645.97805095,13344624.494981162,788456.2849431304,7283128899.621541,8139137571.14409,13372626130.985807,13517977718.978212,13523691019.83004,13523693385.879772,13523419091.422068,13349835788.543821,13510348810.02689,13522904978.236929,6240564534.900331,5384555863.377782,151067303.53606415,5715715.54365921,2414.691831588745
